Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,m,0.367,0.405,0.415,0.41,0.405,0.4196,0.405,0.454,0.45,0.42,0.405,0.395,0.39,0.4196,0.4196,0.4196,0.4196,0.4196,0.4196,0.4196,0.44,0.4601,0.475,0.3,0.373,0.38,0.405,0.405,0.376,0.405,0.407,0.3188,0.415,0.415,0.43111,0.405,0.405,0.41,0.405,0.405,0.40704,0.425,0.425,0.404,0.40279,0.412,0.435,0.38715,0.405,0.40924,0.415,0.415,0.42024,0.381,0.38,0.39701,0.395,0.355,0.4,0.405,0.54,0.416,0.396,0.39,0.438,0.41,0.43,0.41,0.415,0.415,0.415,0.415,0.398,0.41,0.40859,0.425,0.42,0.40207,0.40541,0.365,0.405,0.395,0.395,0.40292,0.395,0.405,0.409,0.405,0.405,0.405,0.425,0.40933,0.41,0.4113,0.362,0.362,0.405,0.405,0.4,0.38037,0.39874,0.39347,0.405,0.43318,0.405,0.38835,0.425,0.38086,0.405,0.40194,0.431,0.405,0.413,0.405,0.405,0.405,0.405,0.405,0.37494,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.3908,0.405,0.405,0.405,0.40985,0.405,0.38,0.388,0.388,0.43,0.41,0.396,0.425,0.398,0.405,0.405,0.44,0.43,0.38,0.405,0.405,0.335,0.415,0.42819,0.385,0.44751,0.434,0.434,0.405,0.405,0.415,0.422,0.424,0.405,0.39624,0.38835,0.38835,0.4096,0.38104,0.407,0.405,0.42,0.42,0.405,0.407,0.37766,0.37996,0.4,0.3851,0.45,0.405,0.38555,0.409,0.43,0.405,0.425,0.405,0.415,0.285,0.41,0.4121,0.39,0.445,0.3967,0.407,0.5,0.41,0.39,0.393,0.41,0.41,0.41,0.407
BB Drop,,m,0.04,0.07,0.075,0.06,0.07,0.07,0.08,0.08,0.0701,0.06,0.07,0.05,0.062,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.067,0.02,-0.01,0.008,0.004634,0.0355,0.067,0.07,0.045,0.07,0.07,0.02,0.075,0.075,0.085,0.067,0.0633,0.08,0.07,0.07,0.068,0.0675,0.0675,0.08,0.07,0.075,0.07,0.06,0.07,0.074,0.075,0.075,0.07,0.024,0.033,0.075,0.06,0.06,0.07,0.0115,0.087,0.038,0.058,0.05,0.06,0.07,0.07,0.07,0.075,0.075,0.075,0.075,0.073,0.025,0.075,0.072,0.072,0.07,0.07,0.07,0.07,0.06,0.06,0.055,0.06,0.08,0.073,0.0715,0.072,0.072,0.05,0.07,0.07,0.01,-0.03,-0.03,0.07,0.07,0.042,0.04,0.07,0.07,0.07,0.06,0.072,0.07,0.072,0.07,0.07,0.05,0.068,0.07,0.075,0.07,0.07,0.07,0.07,0.06,0.045,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.052,0.07,0.07,0.07,0.05,0.07,0.03,0.05,0.05001,0.068,0.071,0.05,0.055,0.05,0.07065,0.07,0.075,0.05,0.001482,0.07,0.0522,0.053,0.07,0.07,0.033,0.075,0.011,0.011,0.07,0.07,0.04802,0.04,0.03,0.085,0.018,0.07,0.07,0.06985,-0.008,0.07,0.05,0.07,0.07,0.07,0.071,0.033,0.034,0.03,0.051,0.0775,0.07,0.033,0.07,0.07,0.07,0.06,0.07,0.06,-0.05,0.07,0.07,0.05,-0.018,0.07,0.08,-0.04,0.07,0.05,0.05,0.07,0.07,0.07,0.08
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5,0.5656,0.5656,0.57,0.575,0.5656,0.5547,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.621,0.5656,0.5656,0.5656,0.5656,0.5656,0.555,0.555,0.5318,0.5656,0.52,0.3856,0.5656,0.5656,0.4625,0.5656,0.548,0.5656,0.5656,0.48,0.5656,0.547,0.547,0.5656,0.5638,0.54,0.589,0.52,0.53,0.5656,0.5656,0.5656,0.55,0.4031,0.5656,0.57,0.5656,0.5656,0.5656,0.5899,0.5899,0.602,0.5246,0.5853,0.6023,0.5684,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.564,0.564,0.52,0.545,0.5656,0.5656,0.5656,0.476,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.564,0.5656,0.587,0.5656,0.489,0.48,0.5656,0.545,0.6403,0.5656,0.5656,0.52,0.5656,0.5656,0.537,0.51,0.564,0.52,0.5656,0.5656,0.5911,0.5656,0.5759,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0,0,0,0,0,0,0,0,0,0.5656,0,0,0,0.5805,0.5656,0.5276,0.5366,0.5179,0.5583,0.5647,0.5656,0.5656,0,0.5656,0.5656,0.7119,0.586,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.4745,0.5371,0.5656,0.5656,0.5656,0.566,0.61,0.5656,0.5656,0.5656,0.5656,0.52,0.52,0.5656,0.5,0.52,0.5,0.5656,0.5656,0.5656,0.5656,0.4745,0.4745,0.5656,0.5656,0.6342,0.5656,0.4745,0.5656,0.5725,0.5656,0.56,0.5793,0.5656,0.35,0.5656,0.5656,0.5656,0.55,0.5656,0.5656,0.5656,0.582,0.5656,0.5656,0.582,0.582,0.582,0.5656
SS E,,m,0.045,0.045,0.045,0.16,0.045,0.0155,0.085,0.045,0.045,0.045,0.12,0.045,0.045,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.045,0.045,0.045,0.025,0.045,0.045,0.075,0.112,0.08,0.045,0.045,0.045,0.0113,0.0113,0.14,0.045,0.075,0.045,0.045,0.045,0.045,0.055,0.055,0.045,0.045,0.045,0.055,0.2,0.045,0.045,0.0113,0.0113,0.045,0.045,0.02,0.035,0.09,0.03,0.065,0.17,0.12,0.12,0.045,0.05,0.045,0.045,0.17,0.05,0.0113,0.0113,0.0113,0.0113,0.025,0.06,0.06,0.045,0.045,0.15,0.16,0.105,0.08,0.06,0.125,0.1,0.14,0.045,0.025,0.08,0.05,0.05,0.045,0.045,0.045,0.15,0.045,0.045,0.045,0.16,0.045,0.14,0.12,0.145,0.045,0.055,0.045,0.12,0.045,0.2,0.045,0.1,0.06,0.045,0.025,0.045,0.045,0.045,0.045,0.25,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.043,0.045,0.045,0.045,0.08,0.15,0.045,0.105,0.105,0.045,0.026,0.045,0.15,0.062,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.03,0.045,0.23,0.15,0.045,0.045,0.1,0.085,0.065,0.045,0.035,0.12,0.12,0.029,0.045,0.045,0.125,0.05,0.05,0.12,0.045,0.03,0.03,0.06,0.065,0.03,0.1,0.03,0.045,0.045,0.045,0.065,0.045,0.045,0.045,0.3,0.24,0.045,0.045,0.045,0.045,0.26,0.02,0.13,0.02,0.02,0.02,0.02,0.045
ST Angle,,deg,72.99998,74,73,73.5,74,73,78,72,73.75,73,74.3,73,74,73,73,73,73,73,73,73,72.5,72,67,75.5,73.7119,76,73.5,74.041,77,74,74,74.999,72,72,73.5,74,74.5,73,74,74,73,73,73,74,74,73.5,73.5,76.5,74.5,73.5,72,72,73,71,76.5,73.99655,74,73.5,74.5,73.5,73.5,73.5,75,74,73.5,75,74,73,72,72,72,72,73,73.5,74.5,74,74,74,73.5,73,75,74,75,74,74,73,73,75.5,74,74.5,73,74,73.5,81,71.29433,74.57475,74,74,71,89.5,73.5,74,75,73.5,73,74,74,78.5,74,74.5,73,74,73,74,73,73,73,72,75,73,73,73,73,73,73,73,73,73,74.5,73,73,73,73,74,75,75.5,75.50088,72.5,74.00161,75,74,74.5,74.09383,74,72,69,72.39726,77,73.96025,74,72,74,76,69,73.5,73.5,73.5,74,69.50235,74,73.5,73,73,74,74,74,74,74,74.00051,73,73,78,73,78,76,71.5,75,72,74,78,74,72.5028,74,73.5,74,74,75,73.49716,76.17743,74.5,45,74,73,75.85452,73,74.5,74.5,73,73,73,73
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.0478,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0406,0.0406,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.0406,0.0406,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.0406,0.0406,0.0406,0.0406,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.03925,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.042,0.04,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0317,0.0286,0.0286,0.0468,0.0286,0.0311,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0426,0.0397,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.02875,0.0318,0.0318,0.02775,0.029,0.0286,0.0286,0.0298,0.0286,0.034,0.0286,0.0286,0.03055,0.0286,0.0254,0.0286,0.0286,0.02835,0.0312,0.0286,0.0286,0.0286,0.0286,0.0286,0.0227,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0385,0.03545,0.0286,0.0286,0.02,0.0295,0.0305,0.0286,0.0286,0.0286,0.0286,0.0317,0.0286,0.0286,0.0375,0.0425,0.0425,0.0286,0.0563,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.031,0.0286,0.0218,0.0286,0.027,0.0286,0.02,0.0286,0.01375,0.0286,0.03595,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.036,0.0286,0.0286,0.0286,0.015,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03225,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.02885,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03225,0.0286,0.0302,0.02,0.02,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0254,0.0385,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0411,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.045,0.045,0.035,0.045,0.045,0.0358,0.045,0.036,0.0413,0.045,0.045,0.045,0.048,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0318,0.045,0.05,0.037,0.045,0.038,0.0413,0.055,0.045,0.045,0.032,0.045,0.0321,0.0321,0.045,0.05,0.045,0.045,0.036,0.045,0.045,0.038,0.038,0.05,0.05,0.045,0.0464,0.045,0.035,0.045,0.0321,0.0321,0.05,0.045,0.0318,0.04,0.055,0.04,0.037,0.045,0.045,0.045,0.045,0.04,0.0317,0.0362,0.045,0.0413,0.0321,0.0321,0.0321,0.0321,0.0318,0.05,0.05,0.045,0.045,0.045,0.045,0.0318,0.045,0.05,0.04,0.05,0.055,0.045,0.0318,0.055,0.05,0.05,0.045,0.045,0.0349,0.028,0.045,0.045,0.045,0.05,0.057,0.045,0.05,0.045,0.045,0.037,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.045,0.0318,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.056,0.045,0.045,0.045,0.05,0.045,0.04,0.045,0.045,0.045,0.036,0.0318,0.045,0.037,0.045,0.045,0.045,0.045,0.05,0.0413,0.045,0.045,0.045,0.0413,0.038,0.054,0.05,0.05,0.045,0.045,0.05,0.04,0.055,0.045,0.044,0.045,0.045,0.0286,0.045,0.032,0.0413,0.0413,0.0413,0.045,0.035,0.04,0.038,0.05,0.039,0.031,0.045,0.03,0.045,0.031,0.045,0.038,0.045,0.045,0.05,0.056,0.0413,0.038,0.045,0.0413,0.036,0.04,0.036,0.038,0.034,0.036,0.036,0.036,0.036
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.05903,0.03225,0.0385,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.053,0.0415,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03725,0.04703,0.0445,0.0365,0.0365,0.0365,0.0392,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04,0.0365,0.0365,0.04073,0.0365,0.0365,0.0365,0.0365,0.03625,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0353,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0455,0.0365,0.0365,0.0365,0.0365,0.039,0.0355,0.0365,0.0365,0.0365,0.0365,0.04153,0.0365,0.0365,0.0365,0.0525,0.0525,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.05078,0.0365,0.0365,0.0365,0.07,0.04,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.048,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04075,0.04155,0.04155,0.0365,0.0365,0.0365,0.0365,0.0445,0.0365,0.045,0.0365,0.0365,0.0365,0.02873,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0455,0.0365,0.03473,0.0365,0.0365,0.0365,0.03225,0.0365,0.0365,0.0365,0.0365,0.0365,0.0645,0.04325,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365
