Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated
CS Length,,m,0.367,0.43,0.35,0.375,0.43179,0.425,0.425,0.45,0.443,0.444,0.43,0.40943,0.38757,0.425,0.45,0.4,0.44244,0.422,0.405,0.35,0.395,0.407,0.425,0.425,0.4,0.407,0.31685,0.4,0.44,0.4069,0.41,0.405,0.405,0.395,0.425,0.41,0.385,0.36,0.42,0.56,0.405,0.405,0.405,0.405,0.405,0.40504,0.405,0.405,0.36,0.405,0.405,0.405,0.445,0.408,0.36,0.405,0.325,0.325,0.4,0.31624,0.408,0.38,0.408,0.41,0.425,0.46,0.36,0.39,0.39,0.40748,0.445,0.445,0.445,0.425,0.385,0.425,0.425,0.4475,0.445,0.425,0.425,0.405,0.405,0.425,0.445,0.405,0.445,0.408,0.407,0.405,0.45,0.325,0.405,0.43,0.405,0.4,0.43,0.38,0.41,0.407,0.39971,0.405,0.41,0.405,0.405,0.34,0.405,0.415,0.405,0.41,0.405,0.454,0.9193,0.405,0.426,0.399,0.42,0.41,0.28,0.36473,0.398,0.4,0.405,0.415,0.325,0.41048,0.45,0.43,0.40504,0.39,0.4,0.4,0.4,0.405,0.4,0.41199,0.41,0.43,0.43,0.405,0.41,0.405,0.413,0.414,0.405,0.405,0.41582,0.407,0.41,0.38,0.405,0.315,0.35052,0.459,0.42999,0.365,0.425,0.415,0.405,0.40572,0.42,0.405,0.405,0.46,0.405,0.365,0.29,0.37,0.41,0.405,0.42,0.42,0.405,0.405,0.405,0.455,0.41,0.41,0.35,0.35,0.405,0.4,0.405,0.395,0.35,0.405,0.425,0.35,0.444,0.415,0.366,0.444,0.405,0.405,0.405,0.398,0.425,0.405,0.405,0.405,0.365
BB Drop,,m,0.04,0.067,-0.0145,0.05,0.024,0.02986,0.043,0.0735,0.041,0.0575,0.067,0.072,0.05,0.02,0.055,0.0705,0.077,0.05,0.073,-0.0145,0.057,0.0722,0.043,0.043,0.037,0.0797,0.013,0.037,0.071,0.07,0.067,0.07,0.07,0.06,0.037,0.067,0.014,-0.01,0.074,0.06537,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-0.01,0.07,0.07,0.07,0.06,0.07,-0.01,0.07,0.07,0.07,0.058,0.013,0.068,0.07,0.063,0.069,0.037,0.078,0.05,0.055,0.058,0.025,0.06,0.06,0.06,0.037,0.02,0.037,0.032,0.06,0.06,0.037,0.035,0.07,0.07,0.035,0.06,0.07,0.06,0.068,0.0675,0.07,0.07,0.07,0.07,0.057,0.07,0.037,0.057,0.037,0.069,0.0675,0.07,0.025,0.07,0.025,0.07,-0.025,0.07,0.057,0.04,0.068,0.07,0.069,0.1,0.07,0.082,0.07,0.024,0.069,-0.04,0.025,0.067,0.02,0.07,0.057,-0.04,0.07,0.06,0.07,0.07,0.01,0.01,0.075,0.01,0.068,0.03,0.07,0.072,0.069,0.035,0.07,0.072,0.07,0.005,0.037,0.045,0.07,0.066,0.0706,0.071,0.03,0,-0.03,0,0.043,0.07,0.005,0.048,0.07,0.07,0.046,0.07,0.035,0.07,0.047,0.01,-0.005,-0.01,-0.02,0.07,0.07,0.067,0.067,0.01,0.07,0.07,0.07,0.065,0.065,0,0,0.07,0.057,0.07,0.07,-0.06,0.07,0.0445,0,0.055,0.07,-0.02677,0.06,0.05,0.072,0.072,0,0.07,0.025,0.077,0.07,-0.005
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
SS E,,m,0.045,0.045,0.045,0.04,0.041,0.065,0.077,0.04,0.055,0.055,0.045,0.045,0.04,0.045,0.045,0.38,0.065,0.065,0.077,0.045,0.045,0.025,0.077,0.072,0.04,0.025,0.045,0.04,0.045,0.03,0.045,0.045,0.045,0.045,0.072,0.045,0.037,0.045,0.04,0.04,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.1,0.045,0.045,0.045,0.045,0.045,0.025,0.033,0.03,0.03,0.045,0.2,0.072,0.046,0.046,0.045,0.045,0.065,0.045,0.045,0.045,0.072,0.05,0.076,0.072,0.072,0.045,0.072,0.072,0.045,0.045,0.06,0.06,0.045,0.06,0.03,0.045,0.045,0.18,0.05,0.045,0.045,0.045,0.025,0.045,0.045,0.045,0.045,0.034,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.045,0.045,0.08,0.055,0.045,0.08,0.045,0.045,0.041,0.2,0.024,0.075,0.03,0.045,0.045,0.06,0.045,0.045,0.072,0.045,0.045,0.045,0.045,0.1,0.045,0.045,0.045,0.08,0.045,0.055,0.072,0.045,0.045,0.045,0.045,0.045,0.08,0.045,0.045,0.045,0.045,0.037,0.045,0.029,0.045,0.07,0.045,0.037,0.072,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.037,0.029,0.02,0.045,0.045,0.06,0.06,0.045,0.21,0.21,0.045,0.045,0.045,0.055,0.055,0.025,0.045,0.21,0.21,0.045,0.045,0.086,0.07,0.045,0.04,0.045,0.045,0.035,0.13,0.13,0.045,0.045,0.045,0.045,0.045,0.037
ST Angle,,deg,72.99998,72.5,71.5,73.5,72.5,72.03484,73,74,73,73,72.5,73.5,73.5,72,74.5,75,73,74.5,74,74.5,75,72.53453,73,73,74.5,72.535,72.1,74.5,74,74,73,73.5,74,74,72.5,73.5,68,74,74,56.97582,74,74,74,74,74,74,74,74,74,74,74,74,73,74,74,74,72,72,74.5,72.1,73,70,72.5,73.5,73,74,71,74.5,74,75.5,73,73,73,72.5,73,72.5,72.5,73.5,73,72.5,73,74,73,72.5,73.5,74,73.5,73,73,74,70,72,74,75,74,74,75,72,73,73,73.5,72,74,72,73,74,74,75.5,73,72.5,73,74.5,58.5,73,72,74.5,73.5,73.5,76,75,74,74,74,75.5,70,74,73,74.5,74,73.5,71.5,72,71.5,72.5,73,72,72.5,74,73,74,72.5,75,72.5,73,73,74,73.5,73,73,74,74,70,72.5,73,73.5,74,73,74.2,77,73.5,74,72,74,74.5,72,74,74.6,76,73,73,75.5,75.5,72,73.5,73.5,73,74,74,74,74,74,75,73.5,76,78,76,73,74,73,73,75,73,73,74.5,74.5,72.5,73,72,74,74,74
BB OD,,m,0.04,0.04,0.04,0.0381,0.04,0.0375,0.035,0.0381,0.04,0.04,0.04,0.04,0.0381,0.03,0.04,0.09,0.0381,0.05,0.04,0.04,0.04,0.04,0.035,0.035,0.0381,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.045,0.04,0.0381,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.035,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.035,0.035,0.035,0.04,0.035,0.035,0.04,0.04,0.035,0.035,0.04,0.035,0.04,0.04,0.04,0.045,0.041,0.04,0.035,0.04,0.0381,0.035,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0325,0.0292,0.0254,0.0292,0.0302,0.042,0.0286,0.0327,0.03015,0.0325,0.0286,0.0254,0.0277,0.0292,0.0275,0.027,0.03015,0.0286,0.0292,0.0286,0.0282,0.042,0.042,0.0254,0.0282,0.0286,0.0254,0.0286,0.0277,0.0302,0.02695,0.0286,0.0286,0.0405,0.0302,0.04,0.0286,0.0254,0.0277,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0267,0.0267,0.0267,0.0405,0.0322,0.0286,0.0291,0.0286,0.0286,0.0282,0.0377,0.0254,0.0254,0.0286,0.0286,0.0405,0.0286,0.0386,0.0286,0.0286,0.0349,0.038,0.038,0.038,0.04,0.0349,0.03175,0.04,0.04,0.038,0.04,0.042,0.0177,0.0286,0.04,0.04,0.03015,0.04,0.0254,0.0327,0.0312,0.0552,0.02385,0.0286,0.0317,0.0436,0.0254,0.0317,0.0175,0.0327,0.03475,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0352,0.0286,0.027,0.05,0.03175,0.0286,0.05,0.0256,0.0286,0.0292,0.0286,0.0302,0.0254,0.0254,0.0286,0.0267,0.0327,0.0286,0.0286,0.04,0.0286,0.0427,0.0286,0.0286,0.0225,0.0286,0.0286,0.0286,0.03,0.0286,0.03655,0.037,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03116,0.0286,0.033,0.0286,0.0286,0.0286,0.0374,0.0286,0.0286,0.042,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0327,0.0327,0.0286,0.027,0.027,0.0292,0.0286,0.0286,0.038,0.0277,0.0286,0.0257,0.027,0.0286,0.0277,0.0286,0.044,0.0277,0.0286,0.0286,0.0286,0.0286,0.0386,0.0254,0.0254,0.0296,0.0254,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.045,0.045,0.045,0.0317,0.05,0.04,0.045,0.0318,0.04,0.05,0.045,0.045,0.0286,0.04,0.045,0.055,0.0318,0.045,0.05,0.045,0.045,0.036,0.045,0.045,0.0317,0.036,0.045,0.0317,0.045,0.038,0.0317,0.032,0.045,0.045,0.039,0.0317,0.035,0.045,0.0317,0.0317,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.037,0.037,0.037,0.046,0.034,0.045,0.037,0.045,0.045,0.036,0.04,0.0318,0.0318,0.045,0.045,0.039,0.0318,0.045,0.045,0.045,0.039,0.039,0.039,0.039,0.039,0.04,0.046,0.053,0.04,0.039,0.039,0.045,0.045,0.045,0.039,0.039,0.045,0.039,0.0318,0.045,0.045,0.05,0.0414,0.045,0.04,0.045,0.0317,0.04,0.0317,0.04,0.045,0.0318,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.0318,0.055,0.05,0.045,0.055,0.0286,0.045,0.05,0.045,0.045,0.035,0.0317,0.045,0.037,0.05,0.045,0.045,0.039,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.056,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.048,0.045,0.035,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.043,0.042,0.045,0.045,0.045,0.05,0.05,0.045,0.038,0.038,0.045,0.045,0.045,0.045,0.045,0.05,0.0302,0.038,0.045,0.045,0.034,0.045,0.045,0.045,0.045,0.04,0.045,0.045,0.036,0.036,0.052,0.0317,0.045,0.045,0.045,0.043
DT OD,,m,0.0365,0.03845,0.0365,0.034,0.0365,0.04345,0.04495,0.034,0.0365,0.0365,0.03845,0.05105,0.034,0.0365,0.0365,0.0365,0.034,0.0365,0.0443,0.0365,0.0365,0.01905,0.04495,0.04495,0.034,0.01905,0.0365,0.034,0.0365,0.0365,0.03845,0.0365,0.0365,0.0365,0.04495,0.03845,0.0345,0.0365,0.034,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04375,0.0365,0.0365,0.0365,0.0365,0.0365,0.01905,0.05,0.0365,0.034,0.0365,0.05,0.04495,0.034,0.0435,0.0365,0.0365,0.04795,0.0429,0.0429,0.0429,0.04495,0.04795,0.0447,0.04495,0.04495,0.0429,0.04495,0.04495,0.0365,0.0365,0.04495,0.04495,0.0365,0.04495,0.0365,0.0365,0.04,0.0365,0.0365,0.0365,0.0365,0.0615,0.034,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.05,0.0365,0.0365,0.05,0.0365,0.0365,0.0365,0.05,0.0381,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.045,0.04495,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0395,0.04745,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0345,0.0365,0.0365,0.0365,0.055,0.0365,0.0365,0.04495,0.0365,0.0365,0.0365,0.0365,0.042,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0505,0.04,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04495,0.03655,0.0365,0.0365,0.0365,0.0365,0.0435,0.0286,0.0286,0.0375,0.0286,0.0365,0.0365,0.0365,0.0365
