Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Calculated
CS Length,,m,0.367,0.39,0.455,0.435,0.429,0.4,0.39,0.4,0.405,0.42,0.4,0.405,0.43,0.415,0.415,0.425,0.41,0.44,0.405,0.405,0.38499,0.4,0.4,0.401,0.4,0.37,0.406,0.435,0.401,0.415,0.401,0.419,0.405,0.355,0.37,0.405,0.37,0.37,0.40394,0.405,0.385,0.405,0.385,0.405,0.4,0.44,0.39,0.395,0.3989,0.36331,0.388,0.405,0.406,0.415,0.44,0.403,0.42,0.43,0.45,0.44,0.415,0.40815,0.375,0.41,0.375,0.425,0.425,0.388,0.364,0.375,0.408,0.43,0.40367,0.36,0.405,0.415,0.365,0.424,0.387,0.37747,0.39,0.405,0.45,0.43,0.4,0.4,0.38,0.4,0.4,0.43417,0.42613,0.43,0.4,0.32206,0.38499,0.52,0.43,0.37,0.9,0.35647,0.424,0.28641,0.3,0.375,0.40058,0.36,0.378,0.388,0.39,0.385,0.41,0.388,0.4,0.375,0.38499,0.4,0.405,0.415,0.405,0.3,0.385,0.405,0.405,0.405,0.39,0.415,0.415,0.4,0.405,0.405,0.405,0.39445,0.405,0.405,0.405,0.405,0.405,0.39,0.4,0.39,0.39,0.38,0.9,0.405,0.405,0.39,0.454,0.405,0.425,0.425,0.405,0.39,0.405,0.39,0.425,0.44,0.405,0.425,0.405,0.405,0.41,0.388,0.39,0.39,0.425,0.43,0.42737,0.345,0.425,0.405,0.38,0.36,0.38,0.405,0.44,0.4,0.4,0.425,0.415,0.415,0.49,0.41,0.41,0.46,0.435,0.49419,0.39,0.39,0.39,0.46958,0.715,0.41,0.41,0.405,0.425,0.82725,0.46,0.42,0.42,0.42,0.405
BB Drop,,m,0.04,0.005,0.07,0.066,0.0775,0.037,0.005,0.06,0.07,0.04,0.06,0.07,0.072,0.072,0.068,0.08,0.072,0.07,0.07,0.035,0.01656,0.03,0.03,0.06,0.03,-0.001,0.074,0.066,0.06,0.07,0.06,0.021,0.035,0.06,-0.001,0.063,-0.001,-0.001,0.068,0.07,0.05,0.07,0.04,0.07,0.06,0.068,0.06,0.057,0.05,0.032,0.054,0.07,0.069,0.066,0.073,0.055,0.03,0.07,0.07,0.05,0.038,0.07,0.06,0.07,0.055,0.075,0.07,0.058,0.032,0.04,0.07,0.07,0.067,0.029,0.07,0.068,0.032,0.04,0.054,-0.012,0.058,0.068,0.06,0.06,0.03,0.03,0.045,0.03,0.03,0.07,0.07,0.05,0.04066,0.025,0.02604,0.14999,0.06,0,0.065,0.0055,0.04,-0.007,0.008,0.045,0.037,0.018,0.054,0.07,0.058,0,0.07,0.058,0.03,0.054,0.02604,0.009,0.07,0.0715,0.07,0.008,0,0.07,0.07,0.07,0.058,0.073,0.073,0.055,0.07,0.07,0.07,0.056,0.07,0.07,0.07,0.07,0.045,0,0.05,0.058,0.058,0.058,0.075,0.07,0.07,0.045,-0.07,0.07,0.03,0.03,0.07,0.06,0.07,0.07,0.07,0.065,0.07,0.075,0.07,0.07,0.06,0.055,0.055,0.055,0.062,0.07,0.05,0.07,0.075,0.069,-0.03,-0.015,-0.01,0.068,0.065,0.0655,0.035,0.053,0.06973,0.05248,0.185,0.075,0.072,0.01,0.06,0.08,0.055,0.055,0.055,0.08,0.06,0.069,0.071,0.07,0.075,0.07,0.01,0.075,0.043,0.05425,0.07
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0,0.627,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,0,0.558,0,0.5503,0,0,0,0.504,0,0,0.6816,0,0,0.6673,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5656,0.5656,0
SS E,,m,0.045,0.05,0.045,0.0875,0.045,0.04,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.12,0.15,0.15,0.015,0.045,0.045,0.085,0.06,0.06,0.06,0.045,0.06,0.05,0.045,0.0875,0.045,0.045,0.045,0.045,0.085,0.045,0.05,0.045,0.05,0.05,0.045,0.315,0.19,0.275,0.275,0.275,0.026,0.045,0.11,0.155,0.045,0.045,0.08,0.045,0.092,0.045,0.045,0.06,0.085,0.085,0.045,0.045,0.045,0.105,0.045,0.045,0.075,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.115,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.06,0.24,0.24,0.06,0.045,0.15,0.055,0.06,0.055,0.06,0.055,0.045,0.12,0.12,0.03,0.055,0.025,0.025,0.165,0.08,0.045,0.145,0.15,0.045,0.065,0.065,0.045,0.06,0.16,0.06,0.06,0.045,0.25,0.045,0.025,0.065,0.045,0.045,0.045,0.15,0.045,0.045,0.045,0.1,0.1,0.1,0.14,0.045,0.045,0.045,0.045,0.12,0.045,0.065,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.38,0.045,0.05,0.05,0.234,0.04,0.19,0.234,0.045,0.055,0.05,0.045,0.045,0.045,0.045,0.062,0.062,0.062,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.02,0.045,0.09,0.045,0.045,0.045,0.045,0.045,0.11,0.11,0.045,0.1,0.04,0.063,0.05,0.062,0.062,0.062,0.05,0.03,0.045,0.1,0.065,0.05,0.05,0.04,0.035,0.098,0.098,0.045
ST Angle,,deg,72.99998,71,74,72.5,73,74.5,71,74,74,73,74,74,72.5,74.5,73.5,72.5,73.5,73,74,74,70.73168,71.5,71.5,74.5,71.5,71,73,72.5,74.5,73.5,74.5,72.00065,74,71,71,74,71,71,73,74,76,73,75,74,74,73,74,76,74.5,72,75,74,73,72.5,75,73.5,73.5,73,74,74,73.5,74,74,73.5,71.99968,73,73.5,75.5,75.5,73.5,74,73,73.5,74.5,74,74,75.5,73,76,73,76,73,72,72.5,71.5,71.5,76,71.5,71.5,73,75,73,73.03232,76,72.14561,68.49941,74.5,74.5,60,78.5,73,76,75.5,74,71.5,87,76,76,67.5,71,74,75.5,71.5,75,72.14561,72,74,74,74,75.5,71,74,74,74,76,73.5,73.5,74,74,74,74,77,74,74,73,74,80,70,73.5,76,76,72.5,60,74,74,74,61.5,74,73,73,78,75,78,78,74.5,73.25,74,73,74,74,74,75,75,74,73.7,73.5,70.5,76,73,72.5,74,71,71,72.5,73.5,75,73,74.5,74.46288,75.04048,72.80738,73.5,73.5,72,73,70,75,75,75,70,74,74,73.5,73.5,68,34,73,73,73,74,74
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.055,0.055,0.055,0.055,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.034,0.04,0.034,0.034,0.04,0.041,0.04,0.073,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.059,0.04,0.04,0.04,0.04,0.04,0.038,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0385,0.0385,0.03625,0.0385,0.0286,0.0286,0.0286,0.03625,0.0293,0.03625,0.0317,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0268,0.0286,0.0286,0.0277,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03485,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.04235,0.0286,0.0286,0.0286,0.0295,0.0286,0.0286,0.0286,0.0286,0.0286,0.0385,0.0385,0.03635,0.0385,0.0385,0.0286,0.0286,0.0286,0.0385,0.05055,0.0302,0.0286,0.0286,0.0302,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0375,0.02695,0.0286,0.0352,0.0286,0.0286,0.0385,0.0375,0.0302,0.0385,0.0286,0.05125,0.0286,0.0286,0.0352,0.0286,0.0286,0.0286,0.0286,0.0285,0.0285,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03065,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.03405,0.0286,0.0286,0.0286,0.03305,0.0286,0.03055,0.03305,0.0286,0.03175,0.0286,0.0286,0.0365,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0287,0.0286,0.0286,0.0286,0.0318,0.0286,0.0286,0.0286,0.03305,0.0286,0.0286,0.0254,0.0286,0.027,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03125,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.045,0.06,0.045,0.046,0.045,0.0317,0.06,0.045,0.045,0.048,0.045,0.045,0.045,0.05,0.05,0.05,0.045,0.044,0.045,0.046,0.045,0.05,0.05,0.05,0.05,0.06,0.038,0.046,0.05,0.045,0.05,0.045,0.046,0.045,0.06,0.033,0.06,0.06,0.045,0.0318,0.035,0.0318,0.045,0.04,0.033,0.045,0.036,0.033,0.032,0.04,0.045,0.045,0.045,0.045,0.045,0.036,0.046,0.045,0.045,0.045,0.045,0.043,0.045,0.035,0.045,0.0318,0.0318,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.046,0.045,0.045,0.045,0.036,0.045,0.045,0.045,0.034,0.032,0.05,0.05,0.046,0.05,0.05,0.055,0.06,0.045,0.05,0.045,0.045,0.045,0.036,0.045,0.0317,0.04,0.046,0.038,0.037,0.034,0.045,0.045,0.05,0.045,0.045,0.05,0.04,0.045,0.05,0.05,0.045,0.05,0.045,0.05,0.045,0.037,0.05,0.045,0.045,0.045,0.045,0.037,0.037,0.0317,0.045,0.045,0.045,0.032,0.045,0.045,0.045,0.045,0.045,0.045,0.036,0.045,0.045,0.045,0.0317,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.021,0.045,0.021,0.045,0.045,0.05,0.0254,0.036,0.045,0.045,0.045,0.037,0.037,0.037,0.045,0.036,0.045,0.045,0.038,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.0317,0.045,0.036,0.036,0.045,0.0286,0.0317,0.0317,0.046,0.045,0.037,0.037,0.037,0.045,0.0364,0.045,0.045,0.045,0.04,0.045,0.0317,0.032,0.0465,0.0465,0.045
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.042,0.0365,0.0365,0.02778,0.02778,0.02778,0.02778,0.0365,0.0365,0.0365,0.045,0.0455,0.0455,0.042,0.0455,0.0365,0.0365,0.0365,0.042,0.03773,0.042,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03515,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03475,0.0365,0.0365,0.0365,0.0365,0.0365,0.0455,0.0455,0.0365,0.0455,0.0455,0.03948,0.0365,0.0365,0.0455,0.0145,0.045,0.0365,0.03653,0.045,0.0365,0.0365,0.0365,0.025,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.045,0.0365,0.0365,0.0455,0.0365,0.045,0.0455,0.0365,0.0365,0.0365,0.0365,0.045,0.0365,0.0365,0.0365,0.06,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04073,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03285,0.049,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0357,0.0357,0.0365
