Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Calculated,Estimated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,m,0.41,0.405,0.59031,0.39,0.39,0.405,0.48,0.39,0.38,0.37,0.46469,0.37,0.405,0.37,0.395,0.455,0.455,0.44,0.41,0.432,0.4,0.435,0.425,0.41,0.445,0.4,0.42,0.36244,0.378,0.425,0.41,0.41,0.42997,0.405,0.41,0.41,0.41,0.405,0.425,0.425,0.343,0.38039,0.41326,0.4,0.35,0.38944,0.405,0.4,0.42,0.405,0.435,0.375,0.385,0.39,0.41,0.425,0.425,0.38,0.4,0.405,0.405,0.4,0.45,0.4,0.4,0.325,0.43,0.415,0.425,0.392,0.395,0.45,0.425,0.4,0.42,0.43596,0.405,0.4258,0.325,0.395,0.38737,0.405,0.41,0.343,0.61,0.4,0.401,0.495,0.425,0.405,0.41,0.405,0.405,0.39,0.44,0.395,0.405,0.45,0.405,0.42,0.415,0.47712,0.43,0.4743,0.38,0.35,0.387,0.405,0.407,0.405,0.38723,0.399,0.405,0.4,0.405,0.377,0.4,0.4,0.46,0.4,0.43,0.431,0.42,0.4,0.39,0.36,0.57,0.405,0.405,0.385,0.405,0.37,0.666,0.4,0.666,0.666,0.666,0.5,0.4,0.38,0.38645,0.38955,0.44,0.305,0.48577,0.39,0.54,0.5801,0.405,0.41714,0.405,0.405,0.485,0.3929,0.364,0.595,0.46931,0.6955,0.475,0.395,0.446,0.405,0.37582,0.376,0.3782,0.3695,0.373,0.5,0.39674,0.382,0.42,0.42,0.42,0.41,0.3795,0.555,0.408,0.405,0.455,0.403,0.395,0.405,0.395,0.425,0.4,0.39,0.407,0.415,0.411,0.407,0.411,0.405,0.411,0.379,0.379,0.375,0.325,0.325,0.4,0.42,0.42
BB Drop,,m,0.072,0.025,0.155,0.05,0.05,0.07,0.06,0.05,0.025,0.03,0.05026,0.025,0.07,-0.02987,0.071,0.06,0.06,0.088,0.07,0.073,0.068,0.065,0.075,0.08,0.0675,0.06,0.07,0,0.05,0.0373,0.07,0.0725,0.04,0.07,0.07,0.07,0.07,0.065,0.065,0.066,-0.0453,0.06,0.06,0.05,0,0.06,0.07,0.07,0.024,0.072,0.065,-0.004,0.05,0.05,0.01,0.07,0.04,0.05,0.05,0.07,0.07,0,0,-0.0375,-0.0375,-0.0375,0.055,0,0.07,0.058,0.058,0.035,0.01083,0.07,0,0.06,0.067,-0.015,-0.004,0.05,0.05711,0.04,0.01,-0.0253,-0.046,0.05,0.07,0.07,0.066,0.07,0.067,0.07,0.07,0.045,0.06,0.058,0.07,0.07,0.07,0.0711,0.074,0.085,0.07,0.0175,0.015,-0.02,0.05,0.07,0.072,0.07,0.07,0.068,0.07,0.066,0.07,-0.015,0.06,0.06,0.075,0.07,0.065,0.07,0.005,-0.01,0.033,-0.04,0.06,0.07,0.07,0.055,0.07,-0.02987,0.1,0.07,0.1,0.1,0.1,0.07,0.07,0.03,0.042,0.0459,0.07,0.01,0.13335,0.05,0.135,0.175,0.072,0.07,0.069,0.035,0.01,0.07,0.043,0.1,0.076,0.16,0.06,0.055,0.0505,-0.025,0.051,0.051,0.051,0.051,0.051,0.07,0.04596,0.051,0.00042709,0.00042709,0.00042709,0.07,0.051,0.155,0.07,0.06,0.12,-0.025,0.03,0.07,0.055,0.1055,-0.045,0,0,0.06,0.06256,0,0.06256,0.07,0.06256,0.015,0,-0.01,-0.015,-0.015,0,0.07,0.075
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
SS E,,m,0.06,0.035,0.045,0.07,0.07,0.06,0.045,0.045,0.065,0.08,0.1,0.065,0.045,0.06,0.045,0.045,0.045,0.03,0.045,0.03,0.245,0.045,0.03,0.045,0.025,0.045,0.045,0.045,0.03,0.045,0.045,0.045,0.04,0.045,0.045,0.045,0.045,0.04,0.03,0.045,0.04,0.1,0.12,0.02,0.02,0.12,0.045,0.045,0.041,0.045,0.045,0.045,0.045,0.045,0.104,0.095,0.035,0.025,0.025,0.025,0.045,0.045,0.125,0.125,0.125,0.125,0.245,0.245,0.045,0.06,0.06,0.045,0.072,0.045,0.045,0.15,0.18,0.025,0.045,0.045,0.037,0.037,0.02,0.04,0.165,0.02,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.1,0.045,0.12,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.12,0.15,0.11,0.055,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.025,0.045,0.12,0.045,0.041,0.15,0.037,0.038,0.045,0.045,0.045,0.035,0.025,0.06,0.07,0.045,0.07,0.07,0.07,0.045,0.045,0.05,0.045,0.045,0.045,0.01,0.058,0.045,0.045,0.048,0.045,0.09,0.045,0.045,0.005,0.125,0.045,0.055,0.045,0.145,0.125,0.08,0.045,0.04,0.045,0.045,0.045,0.045,0.045,0.045,0.13,0.045,0.041,0.041,0.041,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.015,0.015,0.08,0.08,0.06,0.06,0.06,0.04,0.035,0.035,0.035,0.045,0.035,0.045,0.06,0.04,0.037,0.037,0.04,0.11,0.05
ST Angle,,deg,73.50017,72.5,68.6,75,75,73.5,71,75,73,73,71.99422,73,74,73,75,73,73,73,73.7,74.95,74,73,72,74.5,73,75,73,74,68,73,74,72,74,75.5,75.5,75.5,75,72.5,73,72.5,71,73.5,73.5,73,71.5,73.5,74,74,73.5,74,74,76.5,75.5,75,71.5,73,73,77,77,75,74,80,78,67.5,67.5,75,74,80,74,74.5,74.5,74.5,68.73573,74,74,73,73.3,78.5,77,75,74.38742,73,72.5,71,73.4,73,74.33,63.5,73.5,73.5,73,74,73.5,74.5,73.5,80,74,74,74,73,73.25,70.6,72.5,75,68,69.5,76,74,73.5,74,74,73,74,74.5,74,71,74,74,73.3,73,73.5,72.5,72.5,72.5,75.502,74,73,74,73.5,75,73.3,73,45,73,45,45,45,74,73,74,73.5,74.07748,73,74,62.63,74,63.5,69,74.5,74,73.5,72,54.5,74,75.5,54.5,74.5,56,73,74,73.5,74.5,78.5,79,79,78,78,74,74.06916,77,71.87615,71.87615,71.87615,75,78,77.5,73,74,70,73.5,72.5,74,74,68,71,71.5,73,74,76.66341,73,76.66341,74,76.66341,72,71.5,74,74,74,74,74,73
BB OD,,m,0.04,0.0348,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.031,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.033,0.04,0.04,0.04,0.04,0.04,0.04,0.0254,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.038,0.0254,0.048,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.038,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.055,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.02855,0.0254,0.0377,0.0262,0.0262,0.038,0.0286,0.0262,0.0286,0.0292,0.0315,0.0286,0.0307,0.036,0.0286,0.0286,0.0286,0.0273,0.0286,0.0286,0.027,0.0286,0.0339,0.0286,0.0339,0.0327,0.0277,0.0286,0.0262,0.027,0.0286,0.027,0.0327,0.0286,0.0286,0.0286,0.0306,0.027,0.03135,0.0286,0.0302,0.0385,0.0385,0.0254,0.0277,0.0385,0.0327,0.0286,0.0292,0.0286,0.0286,0.0292,0.0254,0.0224,0.0385,0.0271,0.0283,0.0262,0.0262,0.0254,0.0286,0.0327,0.0254,0.0254,0.0254,0.0254,0.027,0.0254,0.0286,0.0302,0.04,0.0292,0.042,0.0277,0.0277,0.0286,0.0286,0.0286,0.0286,0.0262,0.036,0.0286,0.0385,0.0302,0.0302,0.0254,0.0286,0.0286,0.03065,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.07,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0322,0.0277,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.027,0.0254,0.0286,0.0286,0.0286,0.0286,0.0254,0.0254,0.0322,0.0286,0.0302,0.04,0.035,0.0297,0.0297,0.0286,0.0301,0.0267,0.0254,0.036,0.0677,0.027,0.0677,0.0677,0.0677,0.0271,0.027,0.0286,0.027,0.027,0.0286,0.0286,0.0286,0.0254,0.0286,0.0406,0.0286,0.0327,0.0286,0.0286,0.0936,0.033,0.0286,0.0386,0.0286,0.0354,0.0297,0.0286,0.0254,0.0286,0.0286,0.0327,0.0352,0.0286,0.03175,0.0286,0.0286,0.0327,0.0302,0.0302,0.0302,0.0286,0.03645,0.0286,0.0327,0.0262,0.0286,0.0286,0.0292,0.0286,0.0286,0.0286,0.0297,0.0327,0.0352,0.0286,0.0327,0.0352,0.0327,0.027,0.0327,0.0292,0.0302,0.0277,0.0277,0.0277,0.0287,0.0286,0.0286
HT OD,,m,0.038,0.0317,0.05,0.0318,0.0318,0.045,0.037,0.0318,0.045,0.045,0.045,0.045,0.04,0.037,0.04,0.045,0.045,0.036,0.045,0.04,0.045,0.045,0.038,0.045,0.036,0.045,0.036,0.045,0.0318,0.036,0.045,0.036,0.05,0.045,0.045,0.045,0.045,0.0317,0.0317,0.045,0.045,0.045,0.045,0.0317,0.045,0.048,0.045,0.045,0.05,0.045,0.045,0.043,0.0317,0.035,0.06,0.035,0.0318,0.0318,0.0318,0.045,0.045,0.045,0.0508,0.0508,0.0508,0.0508,0.045,0.0508,0.045,0.045,0.045,0.045,0.056,0.035,0.0325,0.045,0.045,0.045,0.045,0.0318,0.035,0.045,0.06,0.045,0.045,0.0317,0.045,0.045,0.036,0.045,0.0317,0.045,0.045,0.045,0.045,0.045,0.045,0.03,0.045,0.045,0.045,0.045,0.045,0.042,0.045,0.045,0.044,0.045,0.045,0.045,0.045,0.045,0.0317,0.0317,0.045,0.045,0.045,0.045,0.0317,0.031,0.055,0.045,0.049,0.055,0.038,0.045,0.045,0.045,0.038,0.032,0.0317,0.037,0.045,0.035,0.045,0.045,0.045,0.035,0.035,0.045,0.0317,0.0317,0.045,0.045,0.045,0.0318,0.045,0.045,0.045,0.045,0.045,0.05,0.034,0.0381,0.045,0.055,0.045,0.045,0.045,0.045,0.0317,0.0365,0.045,0.043,0.043,0.045,0.045,0.045,0.045,0.045,0.049,0.049,0.049,0.055,0.045,0.045,0.05,0.0318,0.05,0.0365,0.043,0.045,0.045,0.045,0.045,0.05,0.05,0.032,0.048,0.05,0.048,0.0317,0.048,0.045,0.045,0.04,0.038,0.038,0.04,0.044,0.044
DT OD,,m,0.03655,0.0286,0.0365,0.0365,0.0365,0.0485,0.0365,0.0365,0.0365,0.0365,0.03895,0.0365,0.0365,0.0345,0.0365,0.0365,0.0365,0.031,0.0365,0.0365,0.0365,0.04,0.0429,0.0365,0.0429,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0375,0.0365,0.0365,0.0365,0.0365,0.0365,0.03515,0.0365,0.0355,0.03245,0.03245,0.0365,0.04,0.03245,0.0365,0.0365,0.0365,0.0365,0.0365,0.041,0.0365,0.0318,0.0455,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.055,0.035,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0345,0.0365,0.0455,0.0355,0.0365,0.0365,0.0365,0.0365,0.0429,0.0365,0.03845,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03,0.0365,0.0365,0.0365,0.0365,0.0365,0.065,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0333,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.062,0.0365,0.0365,0.0455,0.0345,0.0365,0.0365,0.0365,0.036,0.0365,0.0365,0.0345,0.0365,0.0365,0.0365,0.0365,0.0365,0.03045,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0381,0.0365,0.0365,0.06,0.0365,0.0365,0.0365,0.042,0.0915,0.033,0.0365,0.0465,0.0365,0.0405,0.04745,0.0365,0.0365,0.0375,0.0365,0.055,0.0575,0.03595,0.0381,0.0365,0.0365,0.065,0.0365,0.0365,0.0365,0.0465,0.0365,0.0365,0.06,0.0365,0.0365,0.0375,0.041,0.0365,0.0365,0.0365,0.038,0.045,0.05,0.0365,0.06,0.05,0.06,0.0365,0.06,0.0365,0.045,0.034,0.03,0.03,0.035,0.0365,0.0365
