Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,m,0.41,0.42,0.38,0.4,0.425,0.4,0.4,0.4,0.4,0.48,0.425,0.425,0.45,0.4441,0.44,0.4601,0.405,0.405,0.405,0.425,0.425,0.425,0.425,0.425,0.425,0.46709,0.31796,0.405,0.4,0.4,0.4,0.405,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.415,0.41,0.32501,0.418,0.42,0.4,0.355,0.37,0.355,0.381,0.374,0.411,0.411,0.398,0.4,0.405,0.425,0.377,0.445,0.419,0.419,0.3559,0.38793,0.405,0.415,0.41,0.49135,0.37173,0.445,0.44,0.38355,0.39,0.405,0.405,0.415,0.455,0.43418,0.455,0.395,0.43663,0.405,0.392,0.35,0.415,0.4323,0.444,0.4,0.41,0.41,0.41,0.405,0.4,0.43,0.392,0.395,0.425,0.4258,0.405,0.405,0.42,0.38,0.399,0.666,0.666,0.666,0.666,0.305,0.5801,0.405,0.3929,0.364,0.46931,0.39674,0.395,0.425,0.39,0.407,0.411,0.407,0.411,0.411,0.379,0.385,0.37,0.385,0.4,0.41145,0.385,0.388,0.445,0.445,0.445,0.445,0.405,0.4548,0.405,0.405,0.38,0.415,0.405,0.435,0.405,0.392,0.405,0.455,0.425,0.385,0.41,0.372,0.445,0.39,0.38,0.42,0.418,0.479,0.465,0.445,0.435,0.37844,0.405,0.4601,0.41,0.382,0.4125,0.3937,0.39028,0.42,0.42,0.42,0.405,0.379,0.48,0.4,0.41,0.379,0.38,0.405,0.37,0.379,0.4005,0.4005,0.41,0.38,0.47,0.39,0.39,0.408,0.36977,0.405,0.405,0.442,0.4981,0.4,0.387,0.405,0.38927,0.405,0.4047,0.381,0.405
BB Drop,,m,0.072,0.036,0.045,0.045,0.07,0.045,0.045,0.045,0.045,0.03,0.068,0.068,0.067,0.02,0,0.02,0.02,0.02,0.02,0.05,0.03,0.03,0.03,0.03,0.0641,-0.02,0,0.07,0.045,0.045,0.045,0.07,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.04,0.07188,0,0.04756,0.0125,0.01161,0,0.001876,0.02993,0.00431,0.03,0.02261,0.02566,0.045,0.045,0.045,0.05,-0.025,0.005,0.07,0.07,0.007,0,0.07392,0.08,0.08,0.07,0,0.005,0,0.02134,0.07,0.07,0.07,0.07,0.037,0.07,0.037,0.058,0.0095,0.07,0.058,0,0.07,0.07,0.058,0.06,0.07,0.07,0.01,0.07,0,0.055,0.058,0.058,0.01083,-0.015,0.07,0.07,0.0711,0.015,0.068,0.1,0.1,0.1,0.1,0.01,0.175,0.072,0.07,0.043,0.076,0.04596,0.055,0.1055,0,0,0.06256,0,0.06256,0.06256,0.015,0.05474,0.054,0.058,0.08,0.07,0.046,0.05,0.06,0.06,0.06,0.02,0.068,0.045,0.07,0.07,0.0505,0.025,0.07,0.045,0.07,0.05,0.07,0.043,0.0155,0.045,0.07,0.055,0.053,0.058,0.0525,0.065,-0.0285,-0.0295,-0.0225,0.053,0.0345,0.05,0.075,0.02,0.07,0.0525,0.1,0.07,0.05,0.058,0.055,0.06,0.07,-0.003,0,0.07,0.015,-0.003,0.05,0.067,0.07,-0.003,0.07,0.07,0.07,0.05,0.06,0.047,0.047,0.069,0.04,0.07,0.07,0.04,0.07,0,0.054,0.07,0.07,0.07,0.07,0,0.07
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
SS E,,m,0.06,0.045,0.15,0.045,0.045,0.045,0.045,0.045,0.045,0.075,0.045,0.045,0.045,0.035,0.035,0.035,0.045,0.045,0.045,0.045,0.073,0.073,0.073,0.073,0.045,0.06,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.15,0.15,0.06,0.04492,0.035,0.035,0.045,0.045,0.0335,0.0285,0.0285,0.0285,0.055,0.055,0.055,0.055,0.03,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.145,0.037,0.045,0.045,0.045,0.355,0.045,0.045,0.045,0.06,0.037,0.06,0.055,0.045,0.045,0.045,0.044,0.045,0.065,0.045,0.045,0.045,0.045,0.104,0.025,0.045,0.245,0.06,0.06,0.072,0.025,0.045,0.045,0.045,0.15,0.045,0.07,0.07,0.07,0.07,0.01,0.048,0.045,0.125,0.045,0.045,0.13,0.08,0.08,0.06,0.06,0.035,0.035,0.035,0.035,0.045,0.11,0.05,0.12,0.075,0.045,0.045,0.17,0.045,0.045,0.045,0.05,0.035,0.06,0.045,0.045,0.05,0.06,0.045,0.06,0.045,0.27,0.045,0.08,0.08,0.035,0.045,0.045,0.045,0.045,0.11,0.045,0.045,0.045,0.045,0.06,0.06,0.045,0.06,0.045,0.06,0.07,0.07,0.065,0.2,0.045,0.06,0.06,0.045,0.045,0.045,0.065,0.03,0.045,0.27,0.045,0.05,0.045,0.045,0.045,0.045,0.07,0.125,0.08,0.08,0.045,0.155,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.03,0.06,0.045
ST Angle,,deg,73.50017,73,78,74,72.5,74,74,74,74,75.5,73.5,73.5,73,76,78,74.5,74,74,74,78,73,73,73,73,72,72,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,70.43794,72.69144,71,70.5,71,72.16368,73,75.48075,80.14312,71.70095,73.5,71.06176,70.7909,73,73.5,73.5,69.5,75.5,71.5,73,73,74.5,74,75.06374,72,73,64.6,71.44,71.5,78,69.94,76,75,75,73,70,72,70,74.5,70.5,74,75.5,74,72.5,71.5,73,75,74,75,71.5,75,80,74,74.5,74.5,68.73573,78.5,74,74,73,68,73,45,45,45,45,74,69,74.5,74,75.5,74.5,74.06916,74,68,71.5,73,76.66341,73,76.66341,76.66341,72,75.46135,75,74,106,74.5,75,76,74,73,73,72,72.5,73.5,74,74,77,72.5,74.5,74,74,76,74.5,72.5,73,73,73,80,72.5,76,78,71,58,72,54,72,72,76,73,74.5,74,77.5,77.5,75,77,73.5,73.5,73.5,74,69.5,90,74.5,71,69.5,74,73.5,85.5,69.5,73.5,73.5,73.7,75.5,67.5,75,75,73.5,76,74,74,73.8,60,68.5,76.5,75.5,77.5,74,73.5,71,74
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04448,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.031,0.04,0.0254,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.068,0.04,0.034,0.04,0.04,0.04,0.034,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.048,0.042,0.042,0.034,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.041,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.02855,0.0286,0.0381,0.0257,0.03,0.0257,0.0257,0.0257,0.0257,0.0316,0.0286,0.0286,0.0286,0.0426,0.0426,0.0426,0.0286,0.0286,0.0286,0.0371,0.04,0.04,0.04,0.04,0.0312,0.0327,0.0286,0.0286,0.0302,0.0302,0.0302,0.0286,0.0302,0.0302,0.0302,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.05,0.0352,0.0286,0.063,0.04414,0.0345,0.0375,0.03095,0.03095,0.0302,0.0297,0.0327,0.0327,0.0327,0.0327,0.0327,0.0371,0.0337,0.0616,0.0286,0.0286,0.0286,0.0286,0.0355,0.0286,0.0286,0.0286,0.039,0.0616,0.0426,0.039,0.0286,0.0286,0.0286,0.0286,0.042,0.0474,0.042,0.0302,0.0286,0.0286,0.0302,0.0277,0.0286,0.0336,0.0302,0.0327,0.0286,0.0306,0.0385,0.0254,0.0327,0.027,0.0302,0.04,0.042,0.0286,0.0286,0.0286,0.0286,0.0277,0.0286,0.0677,0.0677,0.0677,0.0677,0.0286,0.0406,0.0286,0.033,0.0286,0.0286,0.0286,0.0286,0.0286,0.0327,0.0352,0.0327,0.0352,0.0327,0.0327,0.0292,0.0286,0.0302,0.0302,0.0286,0.0286,0.0286,0.04,0.0286,0.0286,0.035,0.0425,0.0286,0.0286,0.0536,0.0486,0.0277,0.0322,0.0464,0.0302,0.0436,0.0332,0.0464,0.0374,0.0358,0.0287,0.0286,0.0272,0.0286,0.0286,0.02845,0.037,0.0725,0.0455,0.0495,0.0286,0.0415,0.0286,0.0286,0.0426,0.0372,0.031,0.031,0.0286,0.0342,0.0292,0.0302,0.0302,0.0286,0.0286,0.0427,0.0312,0.0312,0.0286,0.0277,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.037,0.0254,0.0286,0.0286,0.0286,0.037,0.03,0.0286,0.0286,0.0431,0.0327,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0286
HT OD,,m,0.038,0.046,0.045,0.032,0.045,0.032,0.032,0.032,0.032,0.025,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.035,0.035,0.035,0.045,0.035,0.035,0.035,0.032,0.032,0.032,0.032,0.032,0.032,0.052,0.045,0.045,0.05,0.04757,0.045,0.043,0.045,0.045,0.044,0.0435,0.048,0.048,0.048,0.048,0.048,0.045,0.045,0.055,0.045,0.045,0.045,0.045,0.005,0.045,0.045,0.045,0.05,0.055,0.045,0.05,0.045,0.045,0.045,0.045,0.065,0.045,0.065,0.044,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.045,0.045,0.045,0.045,0.045,0.056,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0381,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.048,0.05,0.048,0.048,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.035,0.045,0.045,0.045,0.046,0.045,0.04,0.045,0.045,0.0365,0.05,0.045,0.045,0.045,0.044,0.045,0.0426,0.05,0.048,0.045,0.037,0.045,0.045,0.042,0.04,0.045,0.052,0.045,0.04,0.047,0.045,0.045,0.045,0.039,0.04,0.04,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.037,0.045,0.045,0.045,0.045,0.035,0.045,0.045,0.045,0.045,0.05,0.0508,0.045,0.045,0.045,0.05,0.03,0.045,0.045,0.075,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
DT OD,,m,0.03655,0.0365,0.0365,0.0365,0.042,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.053,0.053,0.053,0.041,0.041,0.041,0.042,0.04495,0.04495,0.04495,0.04495,0.05,0.043,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0525,0.0365,0.0365,0.0565,0.05259,0.0525,0.06,0.0365,0.0365,0.0485,0.0475,0.06,0.06,0.06,0.06,0.06,0.042,0.0365,0.0615,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0345,0.0615,0.053,0.0345,0.043,0.0365,0.0365,0.0365,0.05,0.0301,0.05,0.0365,0.0365,0.0365,0.044,0.04,0.0365,0.0365,0.03895,0.0365,0.0365,0.0365,0.0455,0.0365,0.04,0.0365,0.0365,0.0365,0.055,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.06,0.0365,0.033,0.0365,0.0365,0.0365,0.0365,0.0365,0.045,0.05,0.06,0.05,0.06,0.06,0.0365,0.0365,0.044,0.04,0.0365,0.0365,0.0365,0.045,0.0365,0.0365,0.03745,0.055,0.0365,0.0365,0.0365,0.0365,0.02975,0.0365,0.05695,0.0365,0.0365,0.0365,0.05695,0.0449,0.05545,0.06,0.0365,0.0315,0.0365,0.0365,0.0425,0.034,0.0525,0.0585,0.064,0.03695,0.0595,0.0365,0.0365,0.053,0.0365,0.0445,0.0445,0.0365,0.0365,0.0365,0.03955,0.03955,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03,0.0365,0.0365,0.0365,0.03995,0.0365,0.0365,0.0365,0.0365,0.0375,0.045,0.0365
