Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.410000,0.443000,0.444000,0.425000,0.406900,0.395000,0.405000,0.390000,0.390000,0.410000,0.399000,0.430000,0.411990,0.405000,0.410000,0.420000,0.405000,0.444000,0.444000,0.405000,0.425000,0.425000,0.403160,0.425000,0.422620,0.456000,0.550000,0.413000,0.435000,0.435000,0.375000,0.435000,0.417000,0.445000,0.405000,0.405040,0.435000,0.438000,0.410000,0.410000,0.415000,0.430000,0.400000,0.450000,0.410000,0.405000,0.394220,0.415000,0.415000,0.435000,0.435000,0.358850,0.420430,0.467300,0.484690,0.405000,0.405040,0.405000,0.425000,0.425000,0.425000,0.439000,0.450000,0.447000,0.447000,0.435000,0.420000,0.490000,0.490000,0.490000,0.490000,0.540000,0.540000,0.540000,0.420000,0.401000,0.405000,0.405000,0.415000,0.455000,0.455000,0.410000,0.415000,0.407000,0.570000,0.540000,0.475000,0.555000,0.455000,0.400000,0.403940,0.420000,0.405000,0.405000,0.445000,0.445000,0.435000,0.444500,0.405000,0.455000,0.455000,0.430000,0.460000,0.445000,0.384000,0.454000,0.435000,0.425000,0.390000,0.365000,0.380000,0.455000,0.379000,0.373000,0.420000,0.405000,0.435000,0.390000,0.415000,0.419000,0.405000,0.405000,0.400860,0.390000,0.405000,0.405000,0.406000,0.403940,0.286410,0.300000,0.440000,0.440000,0.440000,0.440000,0.415000,0.404000,0.430000,0.425000,0.439000,0.465000,0.412000,0.796940,0.435000,0.405000,0.391420,0.415000,0.413550,0.415600,0.400000,0.450000,0.431110,0.425000,0.425000,0.412000,0.425000,0.420000,0.400000,0.398740,0.405000,0.405000,0.405000,0.405000,0.430000,0.430000,0.450000,0.425000,0.430000,0.430000,0.430000,0.430000,0.430000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.410000,0.410000,0.440000,0.405000,0.405000,0.430000,0.419840,0.419840,0.422930,0.405000,0.425000,0.405000,0.425000,0.410000,0.407000,0.413000,0.425000,0.425000,0.425000,0.405000,0.342800,0.342800,0.446000,0.446000
BB Drop,,N/A,0.072000,0.041000,0.057500,0.020000,0.070000,0.060000,0.070000,0.055000,0.058000,0.069000,0.070000,0.070000,0.070000,0.070000,0.071000,0.070000,0.070000,0.055000,0.060000,0.077000,0.075000,0.073000,0.070000,0.070000,0.037000,0.055000,0.060000,0.070000,0.073000,0.073000,0.045000,0.073000,0.055000,0.065000,0.070000,0.070000,0.070000,0.075000,0.070000,0.070000,0.075000,0.075000,0.061600,0.070000,0.070000,0.070000,0.045000,0.080000,0.080000,0.030000,0.065000,0.000000,-0.035000,0.030000,0.020000,0.034000,0.070000,0.030000,0.020000,0.020000,0.020000,0.069000,0.080000,0.050000,0.060000,0.075000,0.068000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.068000,0.070000,0.070000,0.090000,0.080000,0.060000,0.060000,0.080000,0.074000,0.072000,0.060000,0.135000,0.060000,0.155000,0.120000,0.070000,0.068000,0.065000,0.070000,0.070000,0.045000,0.065000,0.050000,0.070100,0.055000,0.055000,0.045000,0.041722,0.075000,0.020000,0.060000,0.063000,0.069000,0.068000,0.060000,0.000000,0.000000,0.045000,0.047700,0.045000,0.072000,0.070000,0.100000,0.020000,0.060000,0.025000,0.070000,0.070000,0.037000,0.055000,0.067000,0.067000,0.074000,0.068000,-0.007000,0.008000,0.065000,0.065000,0.045000,0.045000,0.065010,0.070000,0.055000,0.059500,0.054000,0.060000,0.075000,-0.003000,0.070000,0.070000,0.070000,0.075000,0.070000,0.087000,0.055000,0.070100,0.085000,0.067500,0.067500,0.075000,0.072000,0.072000,0.042000,0.070000,0.070000,0.070000,0.052202,0.085000,0.064500,0.064500,0.070000,0.070000,0.070000,0.070000,0.066000,0.063500,0.063500,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.065000,0.066000,0.061000,0.070000,0.071000,0.071000,0.060000,0.060000,0.060000,0.072000,0.075000,0.068000,0.075000,0.066000,0.070000,0.067000,0.075000,0.075000,0.075000,0.070000,-0.038000,-0.038000,0.075000,0.075000
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.627,621.52,567.18,567.18,657.7,0.5656,0.5735,0.5605,0.617,0.5656,0.5645,0.625,0.595,0.53,0.5,0.5656,0.5656,0.4656,0.5656,0.5656,0.4625,0.547,0.547,0.54,0.564,0.564,0.6403,0.5656,0.5656,0.5656,0.5656,0.5656,0.606,0.606,0.5656,0.6071,0.6071,0.6071,0.649,0.649,0.649,0.5771,560.28,560.28,560.28,560.28,0.5656,0.585,0.571,0.637,0.5656,0.635,0.635,0.5656,0.5656,0.5656,0.5656,0.5656,0.543,0.5656,0.56,0.55,0.5904,0.585,0.577,0.577,0.554,0.4501,0.4501,0.5656,0.5656
SS E,,N/A,0.060000,0.055000,0.055000,0.045000,0.030000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.080000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.045000,0.053000,0.045000,0.045000,0.065000,0.060000,0.060000,0.045000,0.045000,0.045000,0.035000,0.060000,0.045000,0.045000,0.045000,0.075000,0.045000,0.045000,0.300000,0.300000,0.026000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.066000,0.066000,0.170000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.125000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000,0.045000,0.075000,0.060000,0.060000,0.070000,0.045000,0.045000,0.075000,0.055000,0.055000,0.045000,0.090000,0.055000,0.060000,0.060000,0.045000,0.045000,0.045000,0.170000,0.162000,0.045000,0.045000,0.045000,0.055000,0.045000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.025000,0.025000,0.055000,0.045000,0.060000,0.060000,0.050000,0.075000,0.060000,0.050000,0.045000,0.045000,0.045000,0.036000,0.045000,0.120000,0.045000,0.045000,0.045000,0.045000,0.150000,0.045000,0.140000,0.055000,0.055000,0.045000,0.045000,0.045000,0.045000,0.120000,0.045000,0.150000,0.045000,0.045000,0.040000,0.040000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.115000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.115000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000
ST Angle,,N/A,1.282820,1.274090,1.274090,1.256637,1.291544,1.291544,1.291544,1.300270,1.291544,1.274090,1.300270,1.300270,1.256637,1.291544,1.274090,1.291544,1.291544,1.274090,1.274090,1.291544,1.274090,1.282817,1.258382,1.291544,1.214749,1.274090,1.047198,1.308997,1.282817,1.282817,1.291544,1.282817,1.256637,1.282817,1.308997,1.291544,1.256637,1.256637,1.282817,1.282817,1.300270,1.291544,1.291544,1.274090,1.282817,1.291544,1.317724,1.300270,1.300270,1.282817,1.291544,1.239184,1.274090,1.291544,1.291544,1.274090,1.291544,1.274090,1.256637,1.256637,1.256637,1.291544,1.274090,1.291544,1.282817,1.282817,1.265364,1.274090,1.274090,1.274090,1.274090,1.274090,1.274090,1.274090,1.265364,1.291544,1.361357,1.326450,1.256637,1.274090,1.274090,1.300270,1.278454,1.282817,1.274090,1.108284,1.274090,1.352630,1.221730,1.282817,1.274090,1.265364,1.291544,1.291544,1.282817,1.265364,1.274090,1.265364,1.291544,1.256637,1.282817,1.274099,1.274090,1.291544,1.361357,1.282817,1.282817,1.274090,1.326450,1.256637,1.282817,1.282817,1.343904,1.343904,1.300270,1.570796,1.188569,1.274090,1.291544,1.274090,1.291544,1.249656,1.282817,1.282817,1.291544,1.291544,1.274090,1.274090,1.326450,1.317724,1.278454,1.282817,1.282817,1.282817,1.274114,1.291544,1.282817,1.274090,1.291544,1.274090,1.308997,0.645772,1.274090,1.291544,1.291544,1.301795,1.291544,1.282817,1.291544,1.287180,1.282817,1.274090,1.274090,1.282817,1.291544,1.291544,1.239184,1.282817,1.291544,1.291544,1.290850,1.274090,1.274090,1.274090,1.291544,1.274090,1.274090,1.274090,1.287180,1.287180,1.287180,1.291544,1.274090,1.274090,1.274090,1.274090,1.291544,1.282817,1.291544,1.274090,1.291544,1.265364,1.265364,1.291544,1.291544,1.291544,1.282817,1.282817,1.274090,1.282817,1.282817,1.282817,1.265364,1.265364,1.265364,1.265364,1.349140,1.239209,1.239209,1.274090,1.274090
BB OD,,m,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0508,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.038,0.055,0.04,0.04,0.04,0.04,0.04,0.0508,0.0508,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.088,0.088,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.034,0.034,0.034,0.04,0.05,0.034,0.034,0.0508,0.04,0.04,0.04,0.041,0.041,0.04,0.04,0.04,0.04,0.034,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.042,0.046,0.046,0.046,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.04,0.044,0.044,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.02855,0.0327,0.03015,0.0277,0.0277,0.0286,0.0291,0.0286,0.0286,0.0327,0.0286,0.0286,0.03,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0627,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0369,0.0369,0.0286,0.0286,0.0286,0.0302,0.03025,0.0286,0.0286,0.0302,0.0377,0.0286,0.0286,0.0286,0.0286,0.0286,0.0277,0.0377,0.0407,0.03765,0.0286,0.03765,0.0277,0.0277,0.0277,0.0286,0.0286,0.0286,0.0286,0.0286,0.03175,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.03175,0.0286,0.0371,0.0371,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0297,0.0286,0.0297,0.0286,0.0286,0.0272,0.0286,0.0361,0.0286,0.0286,0.0286,0.0286,0.0286,0.0311,0.05,0.0359,0.0359,0.0286,0.0286,0.0286,0.0286,0.03175,0.03655,0.0286,0.0286,0.0286,0.0302,0.0359,0.0277,0.037,0.0286,0.027,0.02675,0.027,0.03015,0.0286,0.0307,0.0286,0.03,0.033,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03175,0.0286,0.0302,0.0302,0.0286,0.0286,0.0302,0.0286,0.0286,0.03375,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0311,0.0286,0.0318,0.0318,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03255,0.03405,0.03405,0.03405,0.03405,0.03405,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03175,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.038,0.04,0.05,0.04,0.038,0.045,0.037,0.045,0.045,0.04,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.045,0.045,0.045,0.045,0.045,0.036,0.045,0.045,0.045,0.05,0.05,0.045,0.045,0.035,0.044,0.038,0.045,0.045,0.038,0.045,0.035,0.035,0.0381,0.0381,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.04,0.04,0.04,0.045,0.045,0.045,0.045,0.045,0.0349,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0349,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.05,0.045,0.045,0.04,0.04,0.04,0.044,0.045,0.044,0.044,0.044,0.045,0.049,0.045,0.05,0.05,0.045,0.0381,0.045,0.045,0.044,0.037,0.045,0.045,0.045,0.036,0.0338,0.045,0.057,0.045,0.045,0.055,0.046,0.045,0.045,0.038,0.045,0.038,0.037,0.05,0.05,0.04,0.04,0.044,0.0395,0.038,0.054,0.055,0.045,0.048,0.043,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0413,0.045,0.038,0.038,0.045,0.045,0.045,0.057,0.05,0.045,0.045,0.045,0.045,0.038,0.044,0.045,0.045,0.0413,0.0413,0.0413,0.0413,0.0413,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.044,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.038,0.038,0.044,0.038,0.055,0.045,0.044,0.05,0.05,0.05,0.045,0.0413,0.0413,0.0413,0.0413
DT OD,,m,0.03655,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0429,0.0429,0.0365,0.0365,0.0365,0.01905,0.0365,0.0381,0.0365,0.0365,0.0365,0.0365,0.0365,0.03805,0.03805,0.0365,0.035,0.051,0.0365,0.0425,0.0365,0.0425,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04745,0.0365,0.0365,0.0365,0.0365,0.043,0.0365,0.0365,0.0365,0.03695,0.03695,0.0385,0.0525,0.041,0.041,0.03805,0.0365,0.045,0.0365,0.0365,0.0395,0.0365,0.0365,0.0365,0.045,0.041,0.033,0.0465,0.0365,0.0365,0.0381,0.0353,0.0365,0.04195,0.0365,0.0365,0.035,0.035,0.0365,0.0365,0.0365,0.0365,0.025,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04025,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.037,0.037,0.0365,0.0385,0.03725,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03898,0.04148,0.04148,0.04148,0.04148,0.04148,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.044,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.044,0.044,0.044,0.0365,0.0365,0.0365,0.0365,0.0365
