Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.446000,0.446000,0.446000,0.400000,0.400000,0.400000,0.400000,0.407000,0.415000,0.405000,0.450000,0.445000,0.600000,0.380000,0.409000,0.405000,0.415000,0.410000,0.425000,0.420000,0.420000,0.420000,0.420000,0.425000,0.425000,0.445000,0.435000,0.440000,0.440000,0.425000,0.405000,0.417000,0.440000,0.440000,0.430000,0.438000,0.425000,0.425000,0.430000,0.430000,0.425000,0.425000,0.419090,0.430000,0.415000,0.430000,0.415000,0.415000,0.410000,0.430000,0.415000,0.415000,0.415000,0.415000,0.410000,0.440000,0.425000,0.430000,0.470000,0.425000,0.415000,0.415000,0.415000,0.415000,0.425000,0.430000,0.430000,0.420000,0.410000,0.435000,0.409000,0.425000,0.405000,0.425000,0.410000,0.405410,0.432000,0.405000,0.420000,0.350000,0.425000,0.425000,0.409430,0.405000,0.425000,0.425000,0.316850,0.385000,0.405000,0.405000,0.325000,0.325000,0.400000,0.360000,0.407480,0.445000,0.445000,0.445000,0.425000,0.445000,0.425000,0.425000,0.325000,0.454000,0.280000,0.400000,0.390000,0.430000,0.430000,0.459000,0.425000,0.405720,0.370000,0.350000,0.350000,0.350000,0.405000,0.450000,0.380800,0.383200,0.405000,0.404000,0.450000,0.385000,0.395000,0.425000,0.410000,0.425000,0.400000,0.405000,0.405000,0.410000,0.425000,0.407000,0.430000,0.430000,0.385000,0.405000,0.365000,0.350000,0.425000,0.406000,0.418080,0.400000,0.425000,0.387000,0.405000,0.405000,0.406000,0.355000,0.424720,0.408590,0.405000,0.393000,0.405000,0.405000,0.405000,0.405000,0.405000,0.399000,0.425000,0.405000,0.407060,0.380000,0.370000,0.405000,0.420000,0.378830,0.378830,0.420000,0.420000,0.380000,0.373780,0.380630,0.441000,0.405000,0.355000,0.327000,0.467300,0.380020,0.386000,0.373780,0.276710,0.327000,0.355000,0.295000,0.405000,0.360000,0.345000,0.480000,0.295000,0.420000,0.420000,0.405000,0.375900,0.295000,0.395000,0.424000,0.395000,0.420000,0.395000
BB Drop,,N/A,0.075000,0.075000,0.075000,0.067000,0.067000,0.067000,0.067000,0.072000,0.069500,0.067000,0.065000,0.050000,0.040000,0.045000,0.072000,0.073000,0.070000,0.066000,0.070000,0.066000,0.066000,0.066000,0.069000,0.073000,0.073000,0.070012,0.067000,0.068000,0.068000,0.065000,0.070000,0.072000,0.060000,0.060000,0.070000,0.060000,0.072000,0.065000,0.070000,0.070000,0.075000,0.050000,0.070000,0.070000,0.075000,0.073000,0.070000,0.068000,0.065000,0.080000,0.068000,0.068000,0.068000,0.068000,0.068000,0.070000,0.073000,0.065000,0.090000,0.074500,0.075000,0.075000,0.075000,0.075000,0.078000,0.060000,0.060000,0.060000,0.070000,0.065600,0.072000,0.073000,0.073000,0.073000,0.073000,0.056000,0.063000,0.073000,0.078000,-0.014500,0.029863,0.043000,0.072000,0.073000,0.043000,0.043000,0.013000,0.014000,0.070000,0.070000,0.070000,0.070000,0.058000,0.050000,0.025000,0.060000,0.060000,0.060000,0.037000,0.060000,0.035000,0.035000,0.070000,0.069000,-0.040000,0.020000,0.010000,0.069000,0.035000,0.043000,0.048000,0.046000,-0.020000,0.000000,0.000000,0.000000,0.025000,0.055000,0.067000,0.045000,0.072000,0.062000,0.053000,0.037000,0.062000,0.048000,0.070000,0.035000,0.027500,-0.025000,0.000000,0.047000,0.077500,0.065000,0.030000,0.030000,0.040000,0.070000,-0.005000,-0.014500,0.045000,0.000000,0.070000,0.067000,0.068000,0.043459,0.070000,0.067000,0.063000,-0.044500,0.015000,0.020000,0.020000,0.010000,0.020000,0.070000,0.070000,0.070000,0.070000,0.068000,0.060000,0.070000,0.080000,0.000000,-0.010000,0.000000,0.010000,0.000000,0.000000,0.020000,0.010000,0.020000,0.000000,0.010000,0.060000,0.070000,0.024000,-0.001000,0.030000,0.000000,0.020000,0.000000,0.010000,-0.001000,-0.001000,0.000000,0.070000,-0.026000,-0.007000,0.030000,0.000000,0.020000,0.034051,0.070000,0.000000,-0.000000,-0.035318,0.036000,0.000000,0.036000,-0.038808
Stack,,m,0.5656,0.5656,0.5656,0.6209,0.6209,0.6209,0.6209,0.585,0.5413,0.6209,0.587,0.5656,0.6,0.5577,0.6082,0.5656,0.6082,0.5506,0.577,0.5048,0.5048,0.5048,0.545,0.56,0.56,0.6444,0.608,0.66,0.66,0.6551,0.5656,0.577,0.5656,0.5656,0.696,0.5656,0.595,0.551,0.5656,0.585,0.5656,0.632,0.5656,0.5656,0.56,0.5656,0.584,0.584,0.5656,0.5656,0.584,0.584,0.584,0.584,0.584,0.5656,0.5882,0.5971,0.6248,0.576,0.5826,0.5826,0.5826,0.5826,0.6106,0.6624,0.667,0.5656,0.63,0.5671,0.5688,0.5882,0.5656,0.571,0.59,0.5656,0.5656,0.5656,0.5914,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
SS E,,N/A,0.060000,0.060000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.055000,0.060000,0.073000,0.045000,0.045000,0.060000,0.055000,0.045000,0.055000,0.045000,0.050500,0.045000,0.045000,0.045000,0.045000,0.090000,0.105000,0.068000,0.045000,0.120000,0.120000,0.050000,0.045000,0.070500,0.050000,0.050000,0.045000,0.050000,0.065000,0.045000,0.045000,0.045000,0.045000,0.050000,0.100000,0.045000,0.070500,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.100000,0.045000,0.050000,0.045000,0.015000,0.015000,0.015000,0.235000,0.075000,0.050000,0.050000,0.050000,0.080000,0.045000,0.045000,0.100000,0.110000,0.045000,0.030000,0.050000,0.110000,0.110000,0.180000,0.045000,0.065000,0.077000,0.045000,0.077000,0.077000,0.072000,0.045000,0.037000,0.045000,0.045000,0.045000,0.045000,0.025000,0.046000,0.065000,0.045000,0.045000,0.045000,0.076000,0.045000,0.072000,0.060000,0.050000,0.055000,0.024000,0.045000,0.045000,0.055000,0.072000,0.070000,0.072000,0.045000,0.020000,0.055000,0.055000,0.070000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.072000,0.045000,0.045000,0.072000,0.100000,0.072000,0.045000,0.250000,0.045000,0.195000,0.045000,0.090000,0.055000,0.055000,0.350000,0.045000,0.037000,0.045000,0.030000,0.045000,0.110000,0.045000,0.045000,0.200000,0.063000,0.045000,0.045000,0.045000,0.050000,0.045000,0.045000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.075000,0.045000,0.045000,0.045000,0.010000,0.045000,0.045000,0.045000,0.010000,0.020000,0.045000,0.045000,0.045000,0.045000,0.055000,0.055000,0.045000,0.045000,0.045000,0.045000,0.045000,0.055000,0.055000,0.029000,0.045000,0.045000,0.050000,0.075000,0.029000,0.090000,0.090000,0.210000,0.045000,0.029000,0.025000,0.045000,0.025000,0.045000,0.025000
ST Angle,,N/A,1.274090,1.274090,1.274090,1.308997,1.308997,1.308997,1.308997,1.278454,1.282817,1.308997,1.251401,1.308997,1.221730,1.326450,1.274090,1.291544,1.274090,1.291544,1.291544,1.274090,1.274090,1.274090,1.274090,1.265364,1.265364,1.274118,1.265364,1.274090,1.274090,1.317724,1.291544,1.260128,1.282817,1.291544,1.308997,1.274090,1.274090,1.282817,1.267552,1.291544,1.274090,1.300270,1.291544,1.267552,1.256637,1.267552,1.256637,1.256673,1.267458,1.291544,1.256673,1.256673,1.256673,1.256673,1.256673,1.274090,1.274090,1.308997,1.370083,1.274090,1.274090,1.274090,1.274090,1.274090,1.274090,1.291544,1.291544,1.291544,1.291544,1.288053,1.274090,1.274090,1.291544,1.282817,1.282817,1.308997,1.265364,1.291544,1.279326,1.247910,1.257245,1.274090,1.282817,1.291544,1.274090,1.274090,1.258382,1.186824,1.291544,1.291544,1.256637,1.256637,1.300270,1.239184,1.317724,1.274090,1.274090,1.274090,1.265364,1.274090,1.274090,1.265364,1.256637,1.300270,1.326450,1.291544,1.282817,1.291544,1.274090,1.274090,1.274090,1.282817,1.326450,1.291544,1.291544,1.291544,1.256637,1.300270,1.230457,1.308997,1.326450,1.256637,1.239184,1.300270,1.335177,1.274090,1.326450,1.265364,1.256637,1.230457,1.197296,1.265364,1.291544,1.282817,1.291544,1.282817,1.326450,1.291544,1.291544,1.221730,1.274090,1.300270,1.326450,1.291544,1.282817,1.283081,1.308997,1.279326,1.274090,1.186824,1.204277,1.014036,1.247910,1.230457,1.387537,1.282817,1.282817,1.282817,1.291544,1.274090,1.274090,1.291544,1.343904,1.291544,1.291544,1.047198,1.308997,1.265364,1.265364,1.274090,1.308997,1.300270,1.291544,1.291544,1.274090,1.370083,1.291544,1.291544,1.291544,1.291544,1.396263,1.291544,1.326450,1.291544,1.291544,1.282817,1.300270,1.256637,1.361357,1.317724,1.282817,1.262924,1.296450,1.282817,1.291544,1.282817,1.158228,1.274090,1.256637,1.274090,1.158231
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03815,0.04,0.04,0.04,0.04,0.04,0.04,0.0337,0.0337,0.04,0.04,0.0337,0.04,0.04,0.04,0.04,0.04,0.04,0.03815,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.051,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0375,0.035,0.04,0.04,0.035,0.035,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.035,0.035,0.041,0.041,0.04,0.04,0.04,0.041,0.035,0.04,0.035,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.04,0.035,0.04,0.035,0.04,0.04,0.04,0.049,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.04,0.04,0.04,0.04,0.04,0.04,0.055,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0283,0.0286,0.02705,0.0286,0.0286,0.02855,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03,0.02705,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0283,0.0286,0.0286,0.0286,0.0286,0.03125,0.0286,0.03,0.0286,0.0286,0.03,0.0286,0.0286,0.0286,0.0283,0.0292,0.0302,0.042,0.0286,0.0286,0.042,0.042,0.0286,0.04,0.0286,0.0286,0.0286,0.0286,0.0282,0.0386,0.0349,0.038,0.038,0.038,0.03175,0.038,0.042,0.04,0.02385,0.03175,0.0302,0.0286,0.0286,0.03655,0.037,0.0374,0.042,0.0286,0.0286,0.038,0.0277,0.0277,0.0286,0.035,0.0286,0.03015,0.0286,0.0286,0.042,0.0286,0.0286,0.042,0.0286,0.0374,0.0286,0.0286,0.0459,0.0317,0.0286,0.0286,0.0327,0.0327,0.033,0.0436,0.0286,0.0292,0.0312,0.0327,0.035,0.0286,0.0286,0.0286,0.03175,0.03745,0.03,0.0352,0.05,0.0302,0.0485,0.0446,0.05,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0377,0.0286,0.0286,0.0286,0.0307,0.0286,0.0286,0.0286,0.0307,0.0459,0.0286,0.0336,0.0286,0.0286,0.0286,0.0286,0.0377,0.0286,0.0286,0.0336,0.0367,0.0286,0.0286,0.0429,0.0286,0.0327,0.0286,0.0316,0.0354,0.0377,0.0377,0.0302,0.0286,0.0375,0.055,0.0286,0.055,0.0286,0.055
HT OD,,m,0.0413,0.0413,0.044,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.048,0.045,0.045,0.041,0.045,0.041,0.045,0.056,0.045,0.045,0.045,0.045,0.0413,0.0413,0.066,0.045,0.056,0.056,0.045,0.045,0.056,0.05,0.05,0.0413,0.06,0.06,0.045,0.044,0.056,0.045,0.05,0.0413,0.044,0.056,0.044,0.056,0.056,0.045,0.056,0.056,0.056,0.056,0.056,0.056,0.044,0.044,0.056,0.0413,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.05,0.056,0.045,0.057,0.05,0.044,0.045,0.038,0.06,0.05,0.05,0.06,0.055,0.045,0.04,0.045,0.045,0.05,0.045,0.045,0.045,0.035,0.045,0.045,0.045,0.045,0.036,0.045,0.039,0.039,0.039,0.039,0.046,0.039,0.045,0.039,0.0414,0.05,0.045,0.045,0.045,0.05,0.056,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.048,0.045,0.0414,0.045,0.045,0.045,0.045,0.045,0.045,0.0318,0.039,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.045,0.03,0.055,0.043,0.045,0.045,0.045,0.06,0.045,0.045,0.045,0.0381,0.056,0.045,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.06,0.05,0.049,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.055,0.045,0.045,0.042,0.042,0.045,0.045,0.045,0.053,0.045,0.042,0.042,0.04,0.045,0.045,0.042,0.025,0.04,0.05,0.05,0.045,0.045,0.04,0.05,0.046,0.05,0.046,0.05
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04405,0.0365,0.044,0.036,0.0365,0.036,0.036,0.036,0.036,0.035,0.035,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03898,0.03848,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.045,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03825,0.0365,0.045,0.0365,0.0365,0.0495,0.0365,0.0415,0.03948,0.0575,0.0365,0.04345,0.04495,0.05105,0.0443,0.04495,0.04495,0.0365,0.0345,0.0365,0.0365,0.0365,0.0365,0.01905,0.0435,0.04795,0.0429,0.0429,0.0429,0.0447,0.0429,0.04495,0.04495,0.0365,0.0365,0.0381,0.0365,0.0365,0.0395,0.04745,0.055,0.04495,0.0365,0.0365,0.0505,0.04,0.03655,0.0365,0.045,0.0365,0.0365,0.0365,0.0365,0.04495,0.0365,0.0365,0.04495,0.0365,0.04745,0.0365,0.0365,0.04745,0.0365,0.0365,0.0365,0.0525,0.0525,0.036,0.0365,0.0365,0.0365,0.0365,0.055,0.0365,0.042,0.0365,0.0365,0.0508,0.04155,0.0365,0.045,0.054,0.05,0.052,0.0505,0.05,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0431,0.0365,0.0365,0.0365,0.0415,0.0415,0.115,0.0365,0.03995,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.051,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04245,0.0365,0.0365,0.0365,0.0365,0.03495,0.095,0.095,0.0365,0.0365,0.0425,0.075,0.0365,0.075,0.0365,0.075
