Design Set, 200, 35
Parameters, Status, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
Units, , m, m, m, m, deg, m, m, m, m, N/A, N/A, N/A, m, N/A, N/A, N/A, deg, m, m, m, N/A, m, m, , N/A, N/A, N/A, N/A, N/A, N/A, m, m, m, m, N/A
Scenario 1, 1, 0.405, 0.07, 0.5656, 0.045, 74°, 0.04, 0.0286, 0.045, 0.0365, 0.023350, 0.013000, 0.031800, 0.015, 0.048000, 0.047000, 0.032500, 75°, 0.0502, 0.513, 0.068, 0.130000, 0.016, 0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.350000, 0.009000, 0.005827, 0.000678, 0.001897, 0.00906, 0.001, 0.00072, 0.00861, 0.659956
Scenario 2, 1, 0.415, 0.075, 0.5656, 0.045, 73°, 0.04, 0.0286, 0.035, 0.0365, 0.023350, 0.013000, 0.028600, 0.015, 0.040000, 0.031300, 0.037200, 72.5°, 0.1573, 0.6013, 0.068, 0.130000, 0, 0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 0.330000, 0.350000, 0.009000, 0.003822, 0.002519, 0.000954, 0.00301, 0.00148, 0.00608, 0.00451, 0.658781
Scenario 3, 1, 0.41, 0.06, 0.5656, 0.16, 73.5°, 0.04, 0.0317, 0.045, 0.0365, 0.028500, 0.013000, 0.031800, 0.015, 0.066400, 0.008600, 0.022300, 72.505°, 0.14, 0.508, 0.068, 0.130000, 0, 0.018, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 0.330000, 0.350000, 0.009000, 0.008539, 0.004869, 0.005347, 0.00708, 0.00125, 0.00073, 0.00067, 0.648507
Scenario 4, 1, 0.405, 0.07, 0.5656, 0.045, 74°, 0.04, 0.0286, 0.045, 0.0365, 0.023350, 0.013000, 0.031800, 0.015, 0.048000, 0.047000, 0.032500, 75°, 0.0502, 0.513, 0.068, 0.130000, 0.016, 0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.350000, 0.009000, 0.001156, 0.002106, 0.001879, 0.00568, 0.00069, 0.00281, 0.00342, 0.659956
Scenario 5, 1, 0.4196, 0.07, 0.5656, 0.0155, 73°, 0.0478, 0.0286, 0.0358, 0.0365, 0.023350, 0.010800, 0.031800, 0.015, 0.041500, 0.015400, 0.024900, 73°, 0.11, 0.5354, 0.068, 0.136000, 0.007, 0.0108, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.388000, 0.009500, 0.004421, 0.002018, 0.004026, 0.00445, 0.00159, 0.00053, 0.00123, 0.628461
Scenario 6, 1, 0.405, 0.08, 0.5, 0.085, 78°, 0.04, 0.0468, 0.045, 0.05903, 0.033500, 0.016500, 0.031800, 0.015, 0.057100, 0.015100, 0.027400, 73.5°, 0.0641, 0.5551, 0.068, 0.130000, 0.016, 0.018, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 0.330000, 0.350000, 0.009000, 0.001684, 0.002918, 0.000560, 0.00095, 0.00635, 0.00094, 0.0006, 0.679165
Scenario 7, 1, 0.454, 0.08, 0.5656, 0.045, 72°, 0.04, 0.0286, 0.036, 0.03225, 0.023350, 0.013000, 0.028600, 0.015, 0.039800, 0.032200, 0.027700, 71°, 0.1993, 0.5872, 0.068, 0.135000, 0.016, 0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.350000, 0.009000, 0.002063, 0.006002, 0.006235, 0.00056, 0.00108, 0.00185, 0.00848, 0.688868
Scenario 8, 1, 0.45, 0.0701, 0.5656, 0.045, 73.75°, 0.04, 0.0311, 0.0413, 0.0385, 0.023350, 0.013000, 0.034800, 0.015, 0.047900, 0.053300, 0.034300, 71.25°, 0.1415, 0.4905, 0.068, 0.135000, 0, 0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.350000, 0.009000, 0.006486, 0.001669, 0.002371, 0.00406, 0.00067, 0.00746, 0.00478, 0.711884
Scenario 9, 1, 0.42, 0.06, 0.57, 0.045, 73°, 0.04, 0.0286, 0.045, 0.0365, 0.023350, 0.013000, 0.028600, 0.015, 0.049200, 0.044800, 0.040000, 73°, 0.176, 0.5348, 0.068, 0.135000, 0.016, 0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 0.330000, 0.350000, 0.009000, 0.007371, 0.000571, 0.000958, 0.00438, 0.00641, 0.00268, 0.00051, 0.623520
Scenario 10, 1, 0.405, 0.07, 0.575, 0.12, 74.3°, 0.04, 0.0286, 0.045, 0.0365, 0.023350, 0.016500, 0.031800, 0.015, 0.048700, 0.051100, 0.033000, 74°, 0.1411, 0.6001, 0.068, 0.120000, 0.016, 0.018, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 0.330000, 0.350000, 0.009000, 0.000636, 0.001312, 0.009153, 0.00055, 0.00221, 0.00105, 0.00673, 0.662497
