,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Material
0,0.4097438786649536,0.044394019777131755,0.5554934451519384,0.05342003939392184,77.93930480134885,0.038480473930223726,0.027108308035746088,0.04221285652869967,0.03508942276450891,0.022716881325063443,0.012521218423008972,0.030409427913694973,0.01479470232785896,0.03864491990566428,0.11529257907270185,0.01937866650520771,69.96390662214955,0.09656600318320968,0.5050970647251201,0.06557211210368674,0.12120056632967774,-0.005451491166906458,-0.004654698350173155,0.34061180502087496,0.2943674285580089,0.008749035096774355,-0.00011421076228566212,0.001865485164914842,0.004856334733809383,0.014423716663168823,0.002321373501625304,0.0034620919348840097,0.008314498285104877,0.6228920851398105,Titanium
1,0.5372057921616185,0.008625506082710316,0.5473566083858703,0.1145343977874082,72.621144721974,0.03645904758244051,0.05913643823664122,0.062107237695235656,0.05295865938114159,0.02864031314134286,0.010890976942807117,0.03500336865315724,0.01568417199818157,0.04392487144551471,0.025340509762678227,0.028415699810777732,74.80897038956122,0.13268904021728228,0.7235908827560333,0.06645220417578637,0.11043032209250143,0.012795627391120341,-0.006057328430005922,0.33450728624231985,0.24924134051265986,0.008294309123782788,0.002799481941245299,0.0001447976754752659,-0.0004053056786265459,0.0007564671031724994,0.00254182596475727,0.0028421107461137924,-3.781931363694858e-05,0.6087766321163881,Steel
2,0.42905024599343633,0.07636971403476212,0.561536371388115,0.12016000416373698,76.22456571914287,0.03949350440025248,0.02891752773536718,0.04294905003312178,0.036688515031438586,0.025574518179169694,0.013879119578572654,0.031346632611364715,0.015680014477466774,0.05827668889798372,0.050535646415563136,0.02988815746245561,74.04373350279823,0.127159914666399,0.5766209099024142,0.06760522920774747,0.12901952686503693,0.008010380153988037,0.005234949125365784,0.33109506774127323,0.34213128569374335,0.008847295599729538,0.007877187271498774,0.004675510587257905,0.0038540378433121972,0.003281364923503013,0.003340867640730509,0.008111761699300894,0.006527996419133343,0.6513581377120545,Steel
3,0.4268476175139025,0.09761340344565309,0.5624180099278588,0.04290219250197947,73.51089779672755,0.03950552906368264,0.028377944429525907,0.04896269107579895,0.041446631624528135,0.02295484712757408,0.0131092114215472,0.0314542833511657,0.01486010484286346,0.05119597846525589,0.041320715501606854,0.02995803222431162,73.38132319639891,0.15220509489471384,0.5075170912816082,0.06782706013212375,0.1300248138145465,0.01776084515694773,0.02066731746160299,0.33058507400895853,0.3529938189707283,0.009059230265472916,0.0026271461749515727,0.0029619276956326657,0.006724882996013706,0.0019036624858151654,0.00244854938653647,0.0018035427650453402,0.008303034656068164,0.6649405646566,Steel
4,0.5017218654398558,0.04708701663944957,0.5522705915296472,0.04444289651978879,71.81126414499751,0.039281142952748566,0.02752000735600704,0.03865526957424535,0.04094849607496209,0.021215764289275994,0.012424419903624175,0.027966288042929034,0.016069389010559224,0.03924258527319911,0.08688526234233604,0.021255376238070195,67.90397829427293,0.11313414340112352,0.43034152209116505,0.06820472401811548,0.12597966831425403,-0.00040536673904762507,0.00016490939206852823,0.3315587442655252,0.29966320608421454,0.009749284879078874,0.0019187157748021735,0.00030272868982399387,0.0023919840663680844,0.013616469276514618,0.001968843587063278,0.0012040371680696808,0.0066708791950562335,0.6336376004650872,Titanium
5,0.4440472221732179,0.07457035190422918,0.5647872570303387,0.050175260427640575,73.35279353728305,0.03964806227127688,0.029111577721708137,0.04492854608187616,0.03767940433855746,0.022782284717242467,0.013129387420609998,0.031657455523789346,0.01488034564085616,0.0455607886642643,0.04144964338525227,0.0318679260904385,73.30843370443158,0.14957114954151693,0.5666595582191202,0.06750182391556998,0.1296940442809248,0.005698337111937826,0.005322326586245197,0.33024047529568035,0.3195930811375842,0.009091273311099159,0.002852332967429345,0.0032677306441969496,0.005196453732295451,0.0015685375925883814,0.006769194548736219,0.005542170086269305,0.006770272583805578,0.6760346884831435,Steel
6,0.4791929316277874,0.03065086548609932,0.5602596121509439,0.04419510256362699,72.90289691012055,0.03785031580851496,0.04430795243162877,0.055350354823657966,0.054760408661271666,0.022552504977771812,0.010834540762579566,0.035489160458981484,0.0152649955527324,0.04578282593391293,0.01930675397331679,0.03357902073849314,76.49308518292202,0.16873446421555746,0.7030316278370811,0.06692643065294306,0.11985852115953834,0.0016698339907685288,-0.006096331290047488,0.3348877897493274,0.2319175531544036,0.008927612440996725,0.0030927684359133368,0.0020217436319497455,0.0022764604205798167,4.239758112721363e-05,0.0030162359006340404,0.007738213826690178,0.002226026094996435,0.640913750421815,Steel
7,0.5318222843751071,0.051150297397894735,0.5598746037465477,0.04209889432743102,70.62028195039741,0.039326325643921405,0.029685249951976744,0.04286984359446614,0.05351013125112855,0.024795148383226273,0.018106350894657185,0.030158539702065626,0.01467057024492365,0.045814695251709364,0.10475677776470524,0.026741013295001427,67.28197896707694,0.11971684519350806,0.40964940460154653,0.06860549049746908,0.13493134988322125,-0.0006199811032229219,0.0010842627437291415,0.3298120296530685,0.31444917958828233,0.009774268948090586,0.0027363477938612923,0.0004360004737099738,0.003168712306839522,0.006461406778496553,0.0019698658049019666,0.0020682939633244503,0.002537753023107667,0.7080316872931649,Titanium
8,0.4611977221281189,0.10845830943819801,0.5645164298289349,0.04102081742625606,72.99600158960207,0.04022815251423259,0.028187771546366366,0.04450244019837105,0.03745476245191315,0.02261949754959771,0.013452538011853135,0.03135954028939883,0.014860093171062589,0.04587096760239173,0.04449535302942317,0.03057861938114444,71.18989484022306,0.1440626027369226,0.49339097010098537,0.06832671056147158,0.13968591281678328,0.010427144459124914,0.017381308105036693,0.3292822978342471,0.355414438451307,0.008844833724073395,0.0026538435117364353,0.0023224197345177748,0.005069564555611965,0.001651116247872243,0.007573017800185495,0.007214720041091204,0.005942189433962235,0.731232172391829,Steel
9,0.48835246038226904,0.0965118764491262,0.5609183734983159,0.06780658060797493,75.5665411415637,0.03951584401993593,0.028303954891977467,0.042736579459902765,0.03555107281720908,0.023558287799213665,0.013799280881994338,0.031312377525024394,0.01581380139371144,0.056787930783534085,0.04114213193063176,0.030045135111128787,75.19384375696241,0.12942780613788288,0.5904138592016962,0.06705653931861913,0.12945618786802263,0.02155323515208598,0.013720642119561999,0.32936807517491884,0.3560981593674623,0.008704186920137618,0.009373575127155717,0.0037802321972069575,0.002193733984147234,0.00172973322240545,0.012254052394958633,0.01064412506067713,0.01020796102745729,0.7030447071805772,Steel
