,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
0,Steel,0.4292058187889262,0.063635328802586,0.5660133656971569,0.02639362731960747,72.07008535885562,0.037475065978611964,0.02865376121182003,0.03172478267475091,0.03642669400251059,0.020617695161756752,0.012244893732437676,0.028830939382013924,0.014997696524506984,0.028754595968498855,0.021295561117040306,0.022313225979954367,74.20867500954,0.11428678068198217,0.5732948140054543,0.07271762029761031,0.1299800601178926,0.016080547661545458,0.01798095438327993,0.32999212837699365,0.36753419642487006,0.0090045526262923,0.0008390276147893319,0.0008473271520983514,0.0008800605556769903,0.0004758455457990725,0.0008467253144062107,0.001336594349654387,0.0003424653939899142,0.6261724688749616
1,Titanium,0.36264944222322537,0.07274766007019136,0.5654303706888392,0.04430650185398444,73.91461896074148,0.04001400482473077,0.028637507829906945,0.045008216614770266,0.03644812238422142,0.023273223172229796,0.0129927851355228,0.031784863673250924,0.0150008168912014,0.05422423768583183,0.03598504472810702,0.03777210449120768,73.06328618093814,0.12216202190034046,0.531379798042839,0.06796095973517623,0.12994332291059082,-2.871589154848815e-05,-1.7104054045721448e-06,0.33000256994639804,0.29974573074358957,0.008993313480057361,0.0007985983909259736,0.0011699448459111233,0.0007224056201828718,0.0008248537335508728,0.00043229100580244664,0.0009933765739282142,0.000447880101602472,0.6255778086236328
2,Steel,0.4077745980155153,0.07004692295862991,0.5657704241947658,0.04508963952076316,73.95294375511922,0.039991330809332974,0.028594418636766244,0.04491582409652144,0.036534387565873405,0.02329104181769747,0.012996849982900445,0.03181291908936041,0.01500171223809035,0.0502888718530208,0.05171607990908279,0.032411422665938536,73.0169287388124,0.15405706371498085,0.5663981167573325,0.06802073737009126,0.12999539596824405,0.015989114592610265,0.017988015088602573,0.3300000180586438,0.3501356486516289,0.0089935158469433,0.0008127022921865664,0.0008876308902801,0.0003544224134913107,0.0007424875048862491,0.0010658542450547362,0.0010138611008423982,0.0007034716193395707,0.6549432938104807
3,Steel,0.4023058902282736,0.0060743698305269,0.5655115447886975,0.044125707376670806,73.92649222559317,0.040005203059911516,0.0285405936855149,0.04525457067247142,0.03655122102438241,0.02321806545167878,0.01301712902482949,0.031776475132003275,0.014996858406413701,0.04916715953701457,0.045618627536745324,0.03706537351611741,71.31132971261852,0.09429757902297695,0.520812513402373,0.06802420770738869,0.12996724609232016,1.2347263816258995e-05,1.6078292981202766e-05,0.3300006023458881,0.29994105393558573,0.0089990637057878,0.0006262892361291301,0.0008951002827248984,0.0010248172279581631,0.0018861951078161011,0.0010277911788441935,0.0011568902389534055,0.0010169724327923203,0.6655364759597865
4,Steel,0.43644337153105833,0.05048940642178309,0.565457591791572,0.049812389754133456,73.08441220665772,0.039975661022996246,0.028607860814671506,0.03761765405261235,0.03641738925531785,0.020500744131095802,0.01226921166265917,0.028326547150570203,0.015002614761369578,0.030971101936921083,0.035709251392490676,0.027042541218377625,70.9300699252113,0.18639209026598577,0.5938250547846307,0.06800903079945816,0.13494368385125663,0.01610382010222256,0.018024733460696028,0.3300005358034093,0.35027197999369647,0.008990122211636004,0.0008464658188939464,0.0011535876361762815,0.0014692176352260598,0.0009273988585070548,0.0010112917853661901,0.0009008711295144041,0.001085084431713841,0.7541957382822364
5,Titanium,0.4036935770017565,0.05983649031216007,0.5651666151894209,0.04509546547231377,74.43889014163004,0.039964186932393175,0.02868116398119811,0.045092061735393284,0.036557627329821644,0.023328390537397194,0.013053553165239044,0.03175013318400362,0.015003111725108114,0.039540492775992815,0.03690244523622892,0.023846472546475057,74.04881690413313,0.11725923738660544,0.5614670849610132,0.0680050114311985,0.12997547106278484,0.01600403824606285,0.0179763816592031,0.32999615115127123,0.3499709520564217,0.008996925559515598,0.0006590932898056217,0.0011046409151560166,0.0009471538479872248,0.0008634166171208255,0.0011603042812675483,0.0010097864322821518,0.0003333265287057364,0.6294759723412381
6,Steel,0.38143509155307154,-0.011717874989113482,0.565429597715814,0.03930094060752437,78.07329155552449,0.04002270850949106,0.028623773018100044,0.032686126193494244,0.03650634882606759,0.021506346799565774,0.012998919795166161,0.02859680368662768,0.015000740907532367,0.03332072108148735,0.024475531753922447,0.02209336257622485,74.72093804394815,0.11999510209594494,0.39430862792051347,0.06792289502089797,0.12000161255127241,5.564704111061299e-05,-1.3788162987454083e-06,0.3300005720281468,0.34980156206498236,0.009004285252035013,0.0009576168532415426,0.0006394789849971127,0.0010435906791675807,0.0006896308003921342,0.0006513811113895342,0.0009559585859049112,0.0008243237388182068,0.6346046637014281
7,Steel,0.41923193662747493,0.08473666114008688,0.565558105485602,0.0457444587222918,73.17126423701295,0.04002700294978446,0.02860975266838389,0.04503410164017852,0.03651427681107213,0.023277739363484137,0.013006172873537968,0.031818849644371656,0.014996784076391717,0.04941542602174962,0.052791347681927635,0.03349461904867641,70.8040742970159,0.09969741722403896,0.5276915275036691,0.06798930220548899,0.13503513402884518,2.580999802210323e-05,1.4694515354653041e-05,0.3300099726963684,0.3499386599415993,0.008994954023493627,0.0003965603391079546,0.0008739432430430517,0.0006602987953949198,0.0019650937019303886,0.0015677468509756318,0.0005385792005691064,0.0010690703013625982,0.6580841731965467
8,Steel,0.3406979734920391,0.010293548790997482,0.5659801922126306,0.04560167065979498,75.71358803293927,0.04001055472996241,0.028572822864399,0.04492624971220563,0.03651984243542456,0.023372358930954608,0.01302849996224863,0.03186320557669395,0.01500225482696351,0.037848866243869586,0.03420498085074371,0.029738669303699845,73.72872243303868,0.12517802529606642,0.33255932131969146,0.06799972346216376,0.1299981830410632,4.943571464119303e-05,-1.3364530439662764e-05,0.329993917342207,0.30018963722714875,0.009007901085124774,0.0011608498474517076,0.0007286624217768866,0.0002528247068972851,0.00026276852369498194,0.000559372190256206,0.0014240730163702661,0.0009276966111527113,0.6056647287958321
9,Steel,0.408185115278331,0.07172727634546114,0.5654323690910463,0.0444139524359094,73.87065627476007,0.0399860368887218,0.028521290292028715,0.04488811823639201,0.036452923281080345,0.023447639454095028,0.01299092029196029,0.031727941604141184,0.015001052304971741,0.04741852839646846,0.05002264465784909,0.029462505075874775,73.06007800865643,0.14731924186962236,0.5146215245824879,0.06796385116875857,0.12999352105546583,0.016074243355887165,0.018011083756970664,0.3299977326734971,0.35015825170949644,0.008998545141349653,0.0013815527117368364,0.0007978722721409212,0.0007078678609611353,0.0005777371099122209,0.0007885150097601875,0.0011569218708361757,0.0007952025903890212,0.6532164698832246
10,Steel,0.39105945026945804,0.06455144030935088,0.565531808675971,0.046775575360221214,74.04470385259894,0.039998099202801514,0.02876493272000514,0.04502742473726921,0.0364465670952363,0.023343754339098126,0.012981109178315756,0.03173650022523033,0.015001468965380162,0.04390565485797363,0.0387427336039171,0.03290003727244418,72.86390966452987,0.1075053555151346,0.562795617292514,0.06805164150257283,0.1299871716839184,1.789281823741471e-05,-1.5585592409925186e-06,0.3300073912889775,0.3499606635521979,0.009004132644988802,0.0008259808763468172,0.000962155635242312,0.0009804634487374409,0.0013582341216090876,0.0002279436628557143,0.0005252281505282027,0.0009264914720452247,0.6265458105134284
11,Steel,0.40617306438516976,0.0688742681539403,0.5590934451158622,0.04365992722209448,74.03687078576377,0.04002875467876332,0.028613431928015555,0.04492368224826384,0.03660993161095211,0.02334207728045221,0.013025075362167309,0.03182658844048871,0.015004196960136107,0.04869256720465321,0.048464329992422804,0.029148155690554144,73.11185369885533,0.12082156819320805,0.6165558890880741,0.0680782638578949,0.12996853483185306,0.01600934098678092,0.018017360811234867,0.32999864235719734,0.35002989979696325,0.008993882845842542,0.0008906891769659641,0.0010008588873372075,0.001007163149117443,0.0008611326059910539,0.0009857644930690726,0.0008810575561400804,0.0012108657283985188,0.6676553103010037
