,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Material
0,0.3267085821128254,-0.004695064449417027,0.5656,0.06847532224708514,73.12195517688562,0.04,0.035642596674125546,0.045,0.0534022320179013,0.027106051559533623,0.020981609564008942,0.0348048412476269,0.015,0.05926079850420444,0.06880339517832999,0.016584407399646697,73.0,0.12152467775291487,0.256855579772842,0.068,0.13,0.0,0.0,0.33,0.3,0.009000000000000001,0.006129130466924506,0.006664466209920147,0.001012129833706277,0.00790239610504487,0.0018632131409954066,0.0016809833325601266,0.0028837117264510657,0.6008916579574514,Steel
1,0.4106483667539392,0.057824183376969575,0.5656,0.041330414511353344,73.21758099955781,0.04,0.03016271480192316,0.045941394458989857,0.03770498490750701,0.02335,0.013376557783595944,0.03240249245375351,0.015,0.04938703266492123,0.032860222348169654,0.03838491079145047,74.43516332460608,0.16623240189879562,0.5821283255156853,0.068,0.13094139445898986,0.0,0.0,0.33,0.3,0.009621320342933306,0.0010562421922958995,0.0031705008516932443,0.002245849525937062,0.008280562146954825,0.009839986521648974,0.0011913330255297933,0.0006629938062211264,0.6666999541839577,Steel
2,0.44857817280454765,0.06768362960341073,0.5656,0.055527283994315446,71.87383162581094,0.035073451841364296,0.0286,0.03910545679886309,0.036869491111897676,0.02335,0.018747639518408323,0.0318,0.015,0.04041148987252298,0.05344538321529512,0.034391710623226907,69.92654815863571,0.15467995042501204,0.4693850524786962,0.06621091359772618,0.1341054567988631,0.0,0.014779644475907123,0.33,0.3,0.009000000000000001,0.005773137237248841,0.0013487854072238752,0.008536240742204744,0.004830386894473515,0.003516186218899846,0.0026455783045311572,0.002378753323115448,0.7227636488377747,Titanium
3,0.40915221180173955,0.06376105900869791,0.5656,0.055081853265221345,73.57609146245765,0.04,0.029060884720695835,0.04144026475217448,0.0365,0.024214158851304686,0.013504092663261066,0.0286,0.015,0.042681017096783076,0.03480393601104505,0.03455106232886927,72.77986762391276,0.13175283841060365,0.5469512013452993,0.068,0.13,0.004608847206958329,0.0051849531078281205,0.33,0.35,0.008711947049565105,0.0021164228773491367,0.003066421507883422,0.004781719956018227,0.0017418805295043491,0.0026439453040194615,0.0021189146816733223,0.004556557328333533,0.640157847124164,Steel
4,0.38961703683080795,0.053846814732323174,0.5656,0.20817619180194902,73.58786057031767,0.04,0.027947295232792203,0.043626137595598864,0.0365,0.023116443391251806,0.019213978874278528,0.031305409534415594,0.015,0.03956754279350645,0.0963961847403684,0.0324472952327922,73.13738624044012,0.13164863488528136,0.6486716414195535,0.068,0.12274772480880228,0.004396359694083626,0.0049459046558440805,0.33,0.35,0.009000000000000001,0.007533538538494258,0.0031548309376223066,0.0032192519221121677,0.004903955449027401,0.00362273534677309,0.0015644042201663122,0.0014486587541392517,0.6199803402771514,Titanium
5,0.42152998119094987,0.06004308133732353,0.5656,0.045,74.00000336136354,0.04,0.0286,0.045,0.03983620542248824,0.02335,0.013000000000000001,0.0318,0.015,0.04946508701763147,0.04996164051064559,0.03033749786260794,68.8297432218897,0.1394420128534587,0.47920401578093164,0.068,0.13,0.01334482168995294,0.01501292440119706,0.33,0.3417025677811029,0.009000000000000001,0.001831252111319025,0.0019009582865935942,0.008074118404856764,0.0006420898030688672,0.0015167760690872076,0.005813979501954334,0.002821247119219834,0.6396240845528098,Steel
6,0.3279796755012776,0.02497032573668162,0.5656,0.036538211543149166,75.14899661681619,0.04,0.032478943027029694,0.04,0.03591583335396599,0.02596412589799983,0.017230894228425418,0.023884877879693373,0.015,0.03943727656668957,0.031140243993021406,0.03158658533565953,74.6201219965107,0.13528028548383114,0.4101727681428141,0.068,0.1326443088927659,0.0,0.0,0.33,0.32355691107234114,0.01016349591281699,0.00367488980308778,0.005571915353029312,0.002018361766173585,0.0027367955548550167,0.004799817830098302,0.0034756841082666684,0.0039558999529575485,0.5942088658911582,Titanium
7,0.42760367422063683,0.07295503135012964,0.5502502143487026,0.06,74.39625589507828,0.039999999999999994,0.028942082058360838,0.04600612370106128,0.0365,0.022877121860501195,0.013301837110318387,0.03115608083132078,0.015,0.049065878753018835,0.0421933496683136,0.03171461114306607,71.50299343411896,0.1186410287971106,0.5350306185053064,0.068,0.1324146968825471,0.016,0.018000000000000002,0.33000000000000007,0.35,0.009000000000000001,0.0018063932658453716,0.005324117329652365,0.0045774878154831115,0.005613050456690251,0.0027063308017947,0.004328976240653175,0.005501491363166665,0.6581320096790508,Steel
8,0.40412917021188743,0.03176570942369723,0.5656,0.05987975076263949,74.5465588155578,0.04,0.030473273860169823,0.045,0.038087082978811256,0.02561817303940951,0.014912917021188743,0.03336035683898108,0.015,0.049509309544067924,0.020202676292358078,0.0327738555627016,73.45345227966035,0.14330744717454247,0.4223118662709364,0.068,0.13,0.0,0.0,0.33,0.3,0.009000000000000001,0.0035116694869982146,0.0035932970821999028,0.004413511691639622,0.0011395828779119184,0.0036456951464092775,0.006063800657646793,0.0037690953946080924,0.6450925528470292,Aluminum
9,0.40778623925557,0.06582064111664503,0.5656,0.045,74.00001461179298,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0506244222064482,0.049612972636225404,0.03330344018610751,72.442752148886,0.13304703359360476,0.49165131503832354,0.068,0.131393119627785,0.0,0.0,0.33,0.3360688037221501,0.009000000000000001,0.00392697369923353,0.003340896611458877,0.001285139201956499,0.007756722750574083,0.0018658188265918876,0.0014095877091711661,0.00331975409194437,0.6470448075538425,Steel
