,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
0,Titanium,0.40548873376945166,0.07202501801043087,0.5658099032715598,0.04731089793654786,73.94582860780763,0.040235470244446264,0.028702599222556805,0.046077182480698566,0.03666906529268284,0.026661162513767225,0.014774531010427036,0.031223545898500953,0.015144558529751502,0.053764798270310325,0.05100595988333695,0.032997479440016554,73.10277121956389,0.14460172709202546,0.5711224156372888,0.06783580070607524,0.13004042270287264,-3.3796283964558234e-05,2.18795366596685e-07,0.32989195013099554,0.35007198421703783,0.007849814475433238,0.001270908909249407,0.0021436438543005042,-0.0008100329023807556,0.0044702471554895415,0.0022188785006308376,0.0001410724740140948,0.005694420775491369,0.6666857396779694
1,Steel,0.4048672950873061,0.06933636234025495,0.5656222630420313,0.04528890157041859,73.09133278866761,0.04021027314492505,0.02847453004556704,0.028912694767177158,0.03603647900809687,0.02285778690954984,0.012387658345055619,0.029742121007894525,0.014807459900590694,0.029590360550735082,0.015504168990627083,0.029128341896154368,73.33484757156934,0.1644285722976627,0.6130505093085901,0.06770038013969774,0.129495092881478,6.597188570952246e-05,-5.215545483337192e-05,0.33002479146154123,0.35015197366863526,0.008939450472618465,0.002862849055914097,0.0022057667274563773,0.003778261731307242,0.0014832737131582389,0.005649679907101638,0.0009548569210877085,0.0005627885271667625,0.6553576230298154
2,Titanium,0.4041181793115666,0.06713863323619175,0.5651993120886628,0.04554146530573198,72.88463368936657,0.04012627379382684,0.02881119570301189,0.04444195352918191,0.0371056159281724,0.02507045387529167,0.011557384589816675,0.030897193218610064,0.014786761564334026,0.05654923389499024,0.05723568202849194,0.0385112964959898,73.06978051734802,0.13806970491302464,0.5284502523349573,0.06801651982612386,0.1300109204126418,6.565845204346829e-05,-0.0001587486080904855,0.3301287593702867,0.3497836376467672,0.009082621213701922,0.0010544132628404028,-0.0012665537538977295,0.00014730415053982107,-0.00033739771038598064,0.003651941513667348,0.000528289120742916,0.0017527855934182889,0.6742945813634104
3,Steel,0.34859823605603224,0.06528183820649895,0.5654197932163055,0.044222066791174006,73.5903250577534,0.04048153905647644,0.02820340709625264,0.03486902032230204,0.036734326668404205,0.02035702629329868,0.012523507276791744,0.03188810455455868,0.01490462261708861,0.030907352501534598,0.03470524067945105,0.028158821066812403,74.24660036189499,0.15175943098681402,0.6089818455352636,0.06815932773099097,0.13014971237843737,-6.0343982607010144e-05,5.1018552421776236e-05,0.3302202743738998,0.35006532765602705,0.008332471533105531,0.0006429723750883338,0.002972104470892849,0.0024157786175655425,0.0006613597077952699,0.0031541901318513053,0.002495832349715724,0.0036001347827966353,0.6325978607168793
4,Steel,0.4060875057454932,0.06770080258768463,0.5656597164416302,0.04576729744487425,72.9941222057672,0.03997699283123165,0.02861609103765346,0.04534117922102784,0.03711163041450307,0.023288914628448874,0.01566437430749969,0.03053639168863906,0.015298744411037846,0.0455704067608936,0.03168227420503092,0.03457047092739521,74.11357559649413,0.1512695428297647,0.5731329322152812,0.06799731229351202,0.12985012193715434,-1.5161845933162252e-05,-0.00014300933594350656,0.3301504959893735,0.3003941695439178,0.008287053884751745,0.0015658903962425066,0.0026159804349119914,0.001793579840973687,0.0021688306945645244,0.0016276101201884424,0.00024473722893249283,0.00252750713315728,0.6477258185458695
5,Steel,0.37230510615805434,0.0032597562526048133,0.5654740199921944,0.06913223749368558,71.13754170869043,0.03967701763720557,0.028651106270259515,0.04504855661467479,0.03652376366263746,0.02166598968557125,0.019626792232868416,0.03242566460501338,0.0148699181922033,0.030699748792676448,0.0569532688882426,0.02343548977355335,66.78164481093631,0.10234116454674436,0.23318207991795906,0.06774772710300508,0.13517773980147174,2.4522809982989026e-05,-2.5277387125877198e-05,0.3299862494510015,0.30054912363717434,0.008211295691122562,0.0027683331154373975,0.005597744135182166,-3.1371214935006515e-05,0.0017169246382063212,0.0009655039241178043,0.003360683130475369,0.004953942407234169,0.6068417510544644
6,Steel,0.4168022641741403,0.06575177743271976,0.5643654559412337,0.04557269020182502,72.13020375294491,0.039844900839819855,0.027455617692107945,0.04497459980398146,0.03844287193178254,0.022844824157752904,0.01506207726797067,0.030571570731887533,0.015341144080069993,0.04820033821198534,0.05101023618171107,0.031113413711104633,71.21793127690002,0.10547524544960712,0.47997472390291257,0.06840568438124775,0.13488484676817458,4.057276937003718e-05,-7.806244033238922e-05,0.32993359688311735,0.35007852659192606,0.008989215316118763,0.0015257164522652878,0.0034456953655514367,0.002588691218444892,0.0023327097223724597,0.002046091700295462,0.0018237807395265623,0.003170432113081945,0.6355850820314175
7,Titanium,0.4080609437394948,0.06994944537938787,0.5646463885001636,0.04571743034628253,74.2118685142254,0.039636649132588256,0.027761491857764622,0.04395099476635828,0.036207028909158175,0.023441370215591915,0.012980908758503856,0.0323172037433868,0.015228330568482303,0.04923426243014175,0.051443504527005274,0.037833278695005634,73.07092275560544,0.14621384395776935,0.5685938098195569,0.06794216134591673,0.13005554586056345,0.00014770166878761605,8.857161927328974e-05,0.32996398209724426,0.34988820684480065,0.009626294168678367,0.002419038444793166,0.003318245820183482,0.0024094318481513582,0.001496534158642651,0.002990656485708419,-0.0004782546684779258,0.001541957329119996,0.6069002430293067
8,Steel,0.41952914763277954,0.07158294828758828,0.5661235922347534,0.045196862225858524,72.79111602832828,0.04025115107912667,0.029223719036714377,0.034099439655111516,0.03616188922659412,0.023116089726498146,0.010635834259808595,0.0296637100544944,0.015059423455385933,0.03132228755865016,0.028169912954227466,0.040452851804060885,70.70174044976898,0.15431258360387373,0.5760097815740193,0.06821375654203501,0.12950677279582465,6.723685695905401e-06,0.00016798558859269588,0.33011466454667837,0.34999211697757127,0.009753806651426524,0.0038375959772301658,0.002845242624531657,0.001626628590535685,0.0011288168739611057,0.003443578760130384,0.0042585757531605605,0.0033538381098515728,0.6578616919221856
9,Titanium,0.3966396629053219,0.06521677565720607,0.5662764443443419,0.04368846654265371,73.2284961468279,0.03975855213424183,0.028698830874536507,0.045474674758229354,0.03664029244424376,0.024347108337691662,0.013114479263338207,0.03407719661644749,0.015146340853807467,0.04762384434229268,0.046835598022070664,0.0346664153465495,73.12818700335498,0.14985658312510403,0.5450059187184656,0.06756853603305481,0.12988892609928457,-4.9185600982677934e-05,5.932133992609696e-05,0.3299501376279201,0.3502237914652544,0.00855321714529201,0.0026300930303843127,0.0023868901716787775,0.0005392627184898644,0.0025044658981256064,0.0019547653581082,0.0041413224246209124,0.002080339098326679,0.6641626422921146
10,Steel,0.4538524585990928,0.06504877018868611,0.565037210584375,0.036777637212636015,73.09426705584151,0.04025790788613642,0.027690334266516854,0.03144740041841168,0.03564521030225649,0.015227917489389304,0.010338268181882916,0.02847086526599044,0.01484183668463151,0.026133041991365697,0.013027153355008703,0.029819463706952726,73.97491918180671,0.08315211905072428,0.5582435627964554,0.06831444347958154,0.12997394353612954,0.015935023308819223,-3.4573289984037457e-05,0.3298960325730378,0.35007890216322957,0.00946332280345535,0.0013234922156333088,0.0015524883776405385,0.0027553831796314635,0.0031965461963468973,0.0014053252121392452,0.0023602642953679843,0.0020788892968167986,0.670077138433476
11,Steel,0.40776062225050547,0.06830569191223566,0.565685440140456,0.04348953991068944,73.97505532042729,0.03988321451578875,0.028032249121783818,0.04444041765443482,0.03624973907956244,0.020153862487283736,0.01393005559241328,0.03058388265036151,0.014978370529868919,0.047485684546635855,0.0492407339562314,0.03198000340145827,72.66926795926834,0.11711031469556364,0.5581820497403527,0.06777956006126423,0.12981406528089642,0.00011056226068712415,-0.00022225916481016103,0.32999593949500666,0.34984967888928703,0.007824070970641302,-0.0007496375965990315,0.0008711422036507481,0.000690697000981521,0.0019097067980141107,0.002038329013123551,0.0028959748967085914,0.0027400043846103088,0.6410249032192072
12,Titanium,0.40211104008173604,0.06882926542350765,0.5655963951153166,0.04655553174700387,73.89495832969443,0.03964398419129833,0.029118437652910802,0.04540775177953969,0.03675614156415681,0.020744610434072677,0.015478852111916845,0.03290268885934586,0.014826300805332707,0.048827540409380345,0.05346412526038801,0.03401654294314379,73.10496187858088,0.11797406738988857,0.5296358976582205,0.06825785868997827,0.1297653610573376,0.00014568163540518356,-0.00015583179214589298,0.32987687429260487,0.35005885209049303,0.00906488977115951,-0.0010000340784906965,0.0021191140457423215,0.0037487564207523234,0.0012086556213787448,0.0018806654430865745,4.300842207520528e-05,0.0031096875600607945,0.6154005708023669
13,Titanium,0.4191030834052571,0.043566708501363974,0.5666055995691966,0.05800230989236472,72.99390966881039,0.039149624249877696,0.03952956001280963,0.05155109165869448,0.03640494911262738,0.024119623985223743,0.014195652623482234,0.030232605339119284,0.01497336381273621,0.047874234873939825,0.05734358951901871,0.02566249418859833,70.70497915806988,0.1515009219281226,0.4406935540055213,0.06791896707625118,0.1352748351769634,-2.424480536892298e-05,-0.00017912982557589767,0.32998547314880583,0.3499999326859961,0.008710924809579195,0.001748066917711997,0.0014391529150281422,0.0032123140038854445,0.003847320915957234,0.0024839650288938364,0.003017870604109803,0.0005702681467811661,0.6823349463914511
14,Steel,0.40449925753065713,0.0668036064384946,0.5652655969052408,0.04560849897507725,73.84910135528969,0.04015365390051964,0.028844126329820693,0.045698405344823,0.035923220646227334,0.022846177416944793,0.01080485503465379,0.028033196999979304,0.015170357661356463,0.0471717235863926,0.04813077229700827,0.024723595111420787,73.04084652172213,0.14322740670139922,0.5339397634821993,0.06759865248973053,0.130053137100228,0.015914117545843737,0.017987895512111676,0.33008790775454183,0.3499116991176938,0.008351745149598367,0.0027451067055922103,0.00816011738559468,-0.0006393361128325318,0.0010276397439432853,0.001144283376852506,0.001598563887574313,0.00288372564198527,0.6519716580318057
