Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Calculated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated
CS Length,,N/A,0.394120,0.391000,0.400000,0.430000,0.430000,0.365000,0.410000,0.409770,0.290000,0.405000,0.388000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.425000,0.405000,0.400000,0.400000,0.450000,0.445000,0.380000,0.455000,0.405000,0.430000,0.430000,0.405000,0.440000,0.415000,0.335000,0.240600,0.400000,0.405000,0.405000,0.440000,0.390000,0.430000,0.389940,0.396930,0.429000,0.429000,0.427000,0.407000,0.408400,0.279430,0.497000,0.497000,0.497000,0.497000,0.409000,0.405000,0.405000,0.600000,0.413000,0.400000,0.408400,0.416000,0.416000,0.430000,0.380300,0.410000,0.450000,0.450000,0.405000,0.405000,0.450000,0.431800,0.310000,0.381000,0.500000,0.425000,0.405000,0.405000,0.405000,0.415000,0.435000,0.408000,0.400000,0.395000,0.405000,0.399610,0.425000,0.400200,0.420000,0.425000,0.425000,0.438000,0.440000,0.440000,0.410000,0.405000,0.405000,0.452000,0.455000,0.450000,0.455000,0.450000,0.439000,0.405000,0.391230,0.405000,0.405000,0.445000,0.455000,0.445000,0.425000,0.405000,0.425000,0.440000,0.445000,0.445000,0.445000,0.445000,0.445000,0.445000,0.445000,0.425000,0.445000,0.445000,0.432000,0.445000,0.405000,0.405000,0.339725,0.355000,0.360000,0.600000,0.405000,0.425000,0.425000,0.427000,0.425000,0.435000,0.405000,0.420000,0.465000,0.405000,0.425000,0.405000,0.445000,0.412000,0.412000,0.405100,0.405100,0.395350,0.425000,0.425000,0.425000,0.386810,0.415000,0.405000,0.405000,0.400000,0.400000,0.400000,0.400000,0.399000,0.415000,0.415000,0.405000,0.415000,0.415000,0.410000,0.410000,0.435000,0.435170,0.425000,0.425000,0.405000,0.425000,0.425000,0.430790,0.415000,0.395000,0.406000,0.400000,0.415000,0.415000,0.418500,0.418500,0.418500,0.465000,0.395000,0.420000,0.445000,0.415000,0.450000,0.405000,0.360000,0.390000,0.400000,0.425000,0.390000,0.408000,0.395000,0.408000,0.395000,0.408000
BB Drop,,N/A,0.060000,0.060000,0.070000,0.064500,0.064500,0.015000,0.065000,0.100000,0.020000,0.070000,0.058000,0.070000,0.070000,0.070000,0.070000,0.070000,0.068000,0.070000,0.072000,0.054000,0.028000,0.028000,0.050000,0.072000,0.037000,0.077000,0.070000,0.063000,0.063000,0.065000,0.070000,0.075000,0.053000,0.000000,0.067000,0.060000,0.060000,0.070000,0.050000,0.075000,0.050000,0.045000,0.070000,0.070000,0.070000,0.070000,0.072400,-0.118000,0.055000,0.055000,0.055000,0.055000,0.072000,0.070000,0.070000,0.060000,0.067000,0.051000,0.071000,0.038000,0.038000,0.055000,0.090000,0.070000,0.040000,0.050000,0.070000,0.070000,0.045000,0.070000,-0.020000,0.055002,0.055000,0.064000,0.070000,0.080000,0.080000,0.067000,0.058000,0.067000,0.060000,0.070000,0.060000,0.070000,0.075000,0.050000,0.048000,0.075000,0.075000,0.082000,0.070000,0.070000,0.072000,0.068000,0.065500,0.070000,0.065000,0.075000,0.035000,0.050000,0.054000,0.070000,0.052000,0.070000,0.070002,0.020000,0.065000,0.020000,0.070000,0.070000,0.050000,0.025000,0.070000,0.030000,0.030000,0.030000,0.030000,0.030000,0.030000,0.062000,0.030000,0.030000,0.070000,0.020000,0.050000,0.060000,-0.033450,0.014000,0.055000,0.075000,0.070000,0.055000,0.055000,0.042000,0.055000,0.075000,0.070000,0.070000,0.075000,0.070000,0.069000,0.070000,0.020000,0.075000,0.075000,0.073000,0.073000,0.047000,0.055000,0.055000,0.055000,0.087000,0.127000,0.070000,0.080000,0.067000,0.067000,0.067000,0.067000,0.068000,0.070000,0.069500,0.067000,0.075000,0.075000,0.072000,0.073000,0.063000,0.070000,0.060000,0.025000,0.067490,0.060000,0.070000,0.053000,0.075000,0.055000,0.066500,0.055000,0.072500,0.070000,0.065000,0.065000,0.065000,0.040000,0.072000,0.072500,0.068000,0.072500,0.067000,0.070000,0.025000,0.055000,0.068000,0.040000,0.047000,0.065000,0.070000,0.065000,0.070000,0.065000
Stack,,m,0.52,0.5656,0.5656,0.606,0.606,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.567,0.5656,0.534,0.523,0.57,0.57,0.567,0.568,0,0.5539,0.525,0.5656,0.5656,0.513,0.55,0.5656,0.5656,0.5656,0.5656,0.5239,0.523,0.55,0.6032,0.5771,0.516,0.516,0.5656,0.5656,0.55,0.55,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.55,0.5656,0.72,0.5904,0.5656,0.5656,0.5264,0.5264,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5092,0.4939,0.5656,0.5289,0.5656,0.5656,0.5656,0.535,0.5993,0.593,0.5656,0.5656,0.551,0.525,0.585,0.51,0.5656,0.577,0.577,0,0.55,0.55,0.56,0.505,0.564,0,0.5152,0.594,0.5152,0.5906,0.5721,0.5656,0.5656,0.554,0.547,0.5152,0.5152,0.5152,0.5802,0.5568,0.5656,0.5656,0.5656,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5656,0.5152,0.5152,0.575,0.5152,0.5656,0.6206,0.5656,0.5656,0.5656,0.52,0.5656,0.5656,0.5656,0.576,0.5656,0.6527,0.5656,0.5332,0.5463,0.5656,0.5656,0.58,0.5152,0.561,0.571,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.6,0.5656,0.568,0.6209,0.6209,0.6209,0.6209,0.506,0.599,0.5413,0.6209,0.5656,0.5656,0.585,0.585,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.48,0.5611,0.51,0.579,0.5656,0.5656,0.5656,0.5656,0.5152,0.5656,0.5656,0.66,0.5656,0.572,0.5656,0.5656,0.574,0.599,0.5656,0.54,0.5267,0.515,0.5475,0.515,0.5475
SS E,,N/A,0.052000,0.045000,0.045000,0.040000,0.040000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.065000,0.065000,0.045000,0.045000,0.050000,0.045000,0.145000,0.070000,0.070000,0.188000,0.045000,0.045000,0.045000,0.035000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.065000,0.045000,0.015000,0.015000,0.015000,0.015000,0.045000,0.170000,0.045000,0.045000,0.045000,0.049000,0.065000,0.120000,0.120000,0.045000,0.045000,0.120000,0.045000,0.045000,0.015000,0.045000,0.045000,0.100000,0.070000,0.100000,0.008500,0.045000,0.145000,0.045000,0.045000,0.045000,0.045000,0.045000,0.160000,0.045000,0.180000,0.099000,0.045000,0.150000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.030000,0.045000,0.030000,0.045000,0.045000,0.045000,0.100000,0.045000,0.045000,0.045000,0.030000,0.045000,0.045000,0.045000,0.045000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.035000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000,0.045000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.045000,0.045000,0.055000,0.055000,0.034000,0.034000,0.045000,0.060000,0.060000,0.060000,0.025000,0.038000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.055000,0.060000,0.011300,0.011300,0.045000,0.045000,0.069000,0.100000,0.011300,0.060000,0.045000,0.011300,0.045000,0.070000,0.011300,0.065000,0.045000,0.068000,0.055000,0.045000,0.017500,0.017500,0.017500,0.030000,0.210000,0.060000,0.080000,0.045000,0.045000,0.045000,0.075000,0.180000,0.045000,0.045000,0.060000,0.121000,0.157000,0.118000,0.165000,0.118000
ST Angle,,N/A,1.291540,1.326450,1.291544,1.291544,1.291544,1.230457,1.282869,1.274090,1.291544,1.291544,1.317724,1.291544,1.291544,1.291544,1.291544,1.291544,1.256637,1.291544,1.282817,1.291544,1.274090,1.274090,1.282992,1.282817,1.221730,1.300270,1.291544,1.291544,1.291544,1.300270,1.308997,1.274090,1.291544,1.361357,1.291544,1.291544,1.291544,1.308997,1.291544,1.274090,1.291559,1.291559,1.274090,1.274090,1.284562,1.282817,1.285260,1.280670,1.186824,1.186824,1.186824,1.186824,1.274090,1.274090,1.300270,1.256637,1.265364,1.291491,1.250528,1.308997,1.308997,1.274090,1.570796,1.282817,1.274090,1.274090,1.291544,1.291544,1.274090,1.274090,1.256637,1.309004,1.151917,1.291544,1.300270,1.282817,1.282817,1.291544,1.256637,1.282817,1.308997,1.291544,1.308997,1.291544,1.265364,1.291544,1.291504,1.265364,1.265364,1.256637,1.291544,1.291544,1.295034,1.274090,1.278454,1.265364,1.274090,1.274111,1.300270,1.274090,1.291544,1.291544,1.308997,1.349140,1.287314,1.282817,1.274090,1.282817,1.282817,1.282869,1.291534,1.256637,1.291544,1.282817,1.282817,1.282817,1.282817,1.282817,1.282817,1.291544,1.282817,1.282817,1.274090,1.282817,1.308997,1.291544,1.239184,1.291544,1.378810,1.256637,1.291544,1.247910,1.247910,1.326450,1.247910,1.300270,1.291544,1.310223,1.224897,1.274090,1.274090,1.265364,1.282817,1.282817,1.278454,1.291544,1.291544,1.317724,1.247910,1.247910,1.247910,1.308997,1.354533,1.291544,1.300182,1.308997,1.308997,1.308997,1.308997,1.282817,1.271123,1.282817,1.308997,1.256637,1.256637,1.265364,1.274090,1.289180,1.151917,1.256637,1.236158,1.274066,1.256637,1.291544,1.274317,1.256637,1.213004,1.291544,1.230457,1.274090,1.265364,1.282817,1.282817,1.282817,1.213004,1.343904,1.274090,1.274090,1.274090,1.274090,1.256637,1.300270,1.300270,1.274090,1.274090,1.317724,1.291544,1.326450,1.284562,1.326450,1.284562
BB OD,,m,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.047,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.068,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.044,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0408,0.04,0.0408,0.04,0.04,0.04,0.04,0.04,0.04,0.04275,0.0408,0.04275,0.04,0.04,0.04,0.0395,0.04,0.04275,0.04275,0.04275,0.04275,0.04275,0.04275,0.04,0.04275,0.04275,0.04,0.04275,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0348,0.04,0.04,0.04,0.04275,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0406,0.0406,0.04,0.04,0.04,0.04,0.0406,0.0395,0.04,0.0406,0.04,0.04,0.0406,0.04,0.04,0.04,0.04,0.04,0.0406,0.0406,0.0406,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0361,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.04275,0.0286,0.0286,0.0286,0.0286,0.0286,0.03625,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0263,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0263,0.0286,0.0286,0.0286,0.0286,0.0368,0.0286,0.0286,0.0286,0.03315,0.0286,0.0286,0.0286,0.0305,0.0286,0.0286,0.03385,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0227,0.0286,0.0286,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03805,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0267,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0351,0.0286,0.0286,0.0286,0.0286,0.0286,0.034,0.0286,0.03,0.0286,0.03,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03015,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.045,0.045,0.05,0.044,0.044,0.045,0.0318,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.035,0.034,0.036,0.044,0.044,0.034,0.034,0.04,0.034,0.045,0.045,0.045,0.052,0.032,0.032,0.045,0.045,0.045,0.05,0.036,0.032,0.0317,0.035,0.032,0.032,0.045,0.045,0.0318,0.045,0.045,0.045,0.034,0.034,0.034,0.034,0.05,0.0413,0.045,0.045,0.044,0.045,0.045,0.045,0.045,0.031,0.028,0.05,0.045,0.0349,0.0413,0.055,0.045,0.045,0.039,0.045,0.033,0.045,0.051,0.0413,0.0413,0.045,0.045,0.045,0.045,0.045,0.0318,0.045,0.05,0.045,0.045,0.05,0.05,0.042,0.032,0.032,0.045,0.045,0.045,0.042,0.03425,0.032,0.03425,0.045,0.0413,0.045,0.045,0.045,0.045,0.03725,0.03425,0.03725,0.058,0.044,0.045,0.038,0.0254,0.03725,0.03725,0.03725,0.03725,0.03725,0.03725,0.045,0.03725,0.03725,0.045,0.03725,0.045,0.042,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0413,0.045,0.045,0.045,0.045,0.0318,0.036,0.045,0.05,0.03725,0.045,0.045,0.0342,0.0342,0.045,0.045,0.045,0.045,0.032,0.045,0.035,0.0413,0.045,0.045,0.045,0.045,0.05,0.045,0.045,0.045,0.0321,0.0321,0.045,0.0413,0.045,0.045,0.0321,0.038,0.0318,0.0321,0.0413,0.045,0.0321,0.045,0.045,0.052,0.0317,0.045,0.0321,0.0321,0.0321,0.0334,0.045,0.0317,0.05,0.045,0.037,0.0318,0.04,0.045,0.045,0.032,0.045,0.05,0.045,0.05,0.045,0.05
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.0365,0.0415,0.0365,0.0365,0.0365,0.0365,0.0365,0.044,0.0373,0.0373,0.0373,0.0373,0.0365,0.03328,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.051,0.0365,0.0365,0.0365,0.0365,0.0365,0.042,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04448,0.0365,0.0365,0.0365,0.0365,0.0365,0.03825,0.0365,0.05,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0265,0.044,0.0365,0.0365,0.044,0.044,0.03585,0.0365,0.0365,0.0365,0.0365,0.0365,0.03585,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0381,0.0365,0.0365,0.0365,0.03573,0.0365,0.0365,0.0445,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03695,0.03695,0.0365,0.03695,0.0365,0.0365,0.0365,0.0365,0.03573,0.0365,0.044,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03695,0.03695,0.03695,0.0365,0.0365,0.0325,0.04853,0.0365,0.0365,0.0365,0.0365,0.0365,0.0381,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04005,0.0365,0.0445,0.0365,0.0365,0.0365,0.0365,0.0365,0.04005,0.0365,0.04003,0.0318,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03625,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0525,0.0365,0.0525,0.0365,0.0525
