Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,m,0.41,0.405,0.41,0.41,0.36,0.406,0.42,0.365,0.36,0.375,0.67133,0.435,0.43,0.67133,0.44,0.44,0.4,0.425,0.4,0.47,0.80152,0.36786,0.38,0.38,0.46469,0.37,0.44,0.42,0.41,0.405,0.41,0.41,0.38039,0.41326,0.4,0.38944,0.425,0.43,0.4,0.39,0.405,0.4,0.4,0.5,0.38955,0.405,0.382,0.38095,0.40394,0.46,0.43,0.43,0.43,0.4337,0.38649,0.485,0.385,0.4261,0.40629,0.408,0.41,0.39,0.43,0.42,0.42,0.405,0.45,0.384,0.37815,0.425,0.425,0.403,0.46,0.46,0.375,0.44,0.44,0.387,0.43,0.445,0.39,0.415,0.435,0.435,0.42,0.415,0.44,0.427,0.427,0.45995,0.384,0.92917,0.405,0.405,0.41582,0.43,0.9353,0.405,0.375,0.3854,0.405,0.3854,0.405,0.405,0.3995,0.405,0.365,0.455,0.435,0.429,0.405,0.42,0.405,0.43,0.41,0.405,0.405,0.401,0.406,0.435,0.401,0.415,0.401,0.419,0.405,0.355,0.405,0.40394,0.405,0.385,0.405,0.385,0.405,0.4,0.44,0.39,0.395,0.3989,0.388,0.405,0.415,0.42,0.45,0.387,0.39,0.43,0.9,0.39,0.4,0.39445,0.39,0.39,0.9,0.39,0.425,0.405,0.425,0.405,0.405,0.41,0.388,0.39,0.39,0.43,0.42737,0.345,0.425,0.405,0.38,0.38,0.44,0.4,0.4,0.415,0.415,0.41,0.41,0.49419,0.39,0.39,0.39,0.46958,0.715,0.41,0.41,0.405,0.425,0.82725,0.46,0.42,0.42,0.42,0.405,0.4,0.43,0.42,0.44,0.40041,0.44,0.415,0.405
BB Drop,,m,0.072,0.07,0.072,0.07188,0.045,0.069,0.015,0.04,0.045,0.04,0.07,0.062,0.032,0.07,0.078,0.078,0.068,0.07,0.05,0.08,0.07,0.069,0.08,0.025,0.05026,0.025,0.088,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.055,0.05,0.045,0.07,0.066,0.07,0.07,0.0459,-0.025,0.051,0.07,0.068,0.042,0.062,0.07,0.07,0.087,0.05,0.07,0.04,0.077,0.058,0.072,0.07,0.058,0.04172,0.055,0.06,0.07,0.075,0.06,0.035,0.055,0.055,0.07,0.0481,0.0481,0.068,0.068,0.06,0.054,0.06,0.085,0.045,0.07405,0.045,0.045,0.1,0.06,0.06,0.0525,0.0525,0.06,0.0524,0.07,0.06,0.05801,0.07,0.0625,0.606,0.07,0.045,0.045,0.07,0.045,0.067,0.067,0.054,0.07,0.01,0.07,0.066,0.0775,0.07,0.04,0.07,0.072,0.072,0.07,0.035,0.06,0.074,0.066,0.06,0.07,0.06,0.021,0.035,0.06,0.063,0.068,0.07,0.05,0.07,0.04,0.07,0.06,0.068,0.06,0.057,0.05,0.054,0.07,0.066,0.03,0.07,0.054,0.058,0.06,0.065,0.058,0.055,0.056,0.058,0.058,0.075,0.06,0.07,0.07,0.075,0.07,0.07,0.06,0.055,0.055,0.055,0.07,0.05,0.07,0.075,0.069,-0.03,-0.01,0.065,0.0655,0.035,0.06973,0.05248,0.075,0.072,0.08,0.055,0.055,0.055,0.08,0.06,0.069,0.071,0.07,0.075,0.07,0.01,0.075,0.043,0.05425,0.07,0.02,0.065,0.05,0.045,0.04,0.045,0.06501,0.07
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,529.12,561.48,579.76,565.6,565.6,574.96,565.6,565.6,565.6,565.6,595.86,565.6,567.9,573.8,508.08,552.48,621.52,563.84,547.38,565.6,518.88,565.6,565.6,589.86,565.6,565.6,565.6,585.24,565.6,541.16,562.28,570.34,565.6,572.48,515.2,565.6,0.5656,0.5656,565.6,554.48,0.5656,0.5097,567.18,565.6,567.18,657.7,565.6
SS E,,m,0.06,0.045,0.06,0.15,0.045,0.045,0.05,0.05,0.05,0.05,0.045,0.045,0.045,0.045,0.03,0.03,0.055,0.095,0.02,0.02,0.045,0.044,0.24,0.065,0.1,0.065,0.03,0.045,0.045,0.045,0.045,0.045,0.1,0.12,0.02,0.12,0.095,0.245,0.02,0.1,0.045,0.045,0.045,0.045,0.045,0.04,0.045,0.055,0.045,0.02,0.015,0.045,0.035,0.08,0.03,0.045,0.1,0.065,0.098,0.08,0.045,0.045,0.07,0.06,0.06,0.045,0.055,0.075,0.04,0.05,0.05,0.045,0.05197,0.05197,0.028,0.045,0.045,0.05,0.045,0.04,0.025,0.03,0.1,0.078,0.06,0.045,0.055,0.05,0.05,0.044,0.0794,0.045,0.06,0.045,0.045,0.05,0.045,0.045,0.05,0.05,0.05,0.05,0.045,0.045,0.02,0.045,0.045,0.045,0.0875,0.045,0.045,0.045,0.045,0.045,0.015,0.045,0.085,0.045,0.045,0.0875,0.045,0.045,0.045,0.045,0.085,0.045,0.045,0.045,0.315,0.19,0.275,0.275,0.275,0.026,0.045,0.11,0.155,0.045,0.08,0.045,0.045,0.085,0.045,0.045,0.045,0.045,0.12,0.045,0.045,0.14,0.045,0.045,0.045,0.04,0.045,0.05,0.045,0.045,0.045,0.045,0.062,0.062,0.062,0.045,0.045,0.045,0.045,0.05,0.05,0.045,0.045,0.045,0.045,0.045,0.11,0.045,0.1,0.05,0.062,0.062,0.062,0.05,0.03,0.045,0.1,0.065,0.05,0.05,0.04,0.035,0.098,0.098,0.045,0.045,0.055,0.07,0.06,0.06,0.06,0.05,0.1
ST Angle,,deg,73.50017,74,73.5,72.69144,73,73.5,72.3,73,73.5,73.5,50.6,73.5,73,50.6,73,73,72.5,73,73,71,45.6,75,76,73,71.99422,73,73,73,74,75.5,75.5,75.5,73.5,73.5,73,73.5,73,74,73,74.5,74,74.5,73,74,74.07748,74.5,77,73,73,73,76.5,73,74.5,75,73.5,71,74,73.5,74.5,74,73,76,73.00048,73.5,73.5,74,73,78,77,72.5,72.5,73.5,72,72,73,73,73,76.5,73,74,74,73.28689,71,71,73,74,73.5,73,73,73,76,80,73.5,76.00167,75.5,73,120,74,73,73,74,73,74,74,74,74,69.5,74,72.5,73,74,73,74,72.5,73.5,74,74,74.5,73,72.5,74.5,73.5,74.5,72.00065,74,71,74,73,74,76,73,75,74,74,73,74,76,74.5,75,74,72.5,73.5,74,76,76,72.5,60,67.5,74,77,76,76,60,75,74.5,74,73,74,74,74,75,75,74,73.5,70.5,76,73,72.5,74,71,73.5,75,73,74.46288,75.04048,73.5,73.5,70,75,75,75,70,74,74,73.5,73.5,68,34,73,73,73,74,74,72,73,71,73.5,73,73.5,73.00135,74
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.038,0.038,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0254,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0508,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0399,0.0399,0.04,0.04165,0.04,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.055,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.073,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.038,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.02855,0.0286,0.02855,0.0352,0.0286,0.0375,0.0302,0.0286,0.0286,0.0286,0.0302,0.0302,0.0302,0.0302,0.0273,0.0273,0.03175,0.0271,0.0254,0.0254,0.0302,0.0277,0.027,0.0286,0.0315,0.0286,0.0273,0.0277,0.0286,0.0286,0.0286,0.0286,0.0385,0.0385,0.0254,0.0385,0.0271,0.027,0.0254,0.0286,0.027,0.0254,0.0254,0.0271,0.027,0.0286,0.0327,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0327,0.0286,0.0277,0.0286,0.039,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.027,0.027,0.0267,0.0286,0.0286,0.0286,0.0286,0.027,0.0252,0.0257,0.0286,0.0286,0.0286,0.03015,0.0272,0.0286,0.0286,0.03175,0.0254,0.0286,0.0302,0.0286,0.0286,0.0272,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.027,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03625,0.0286,0.0286,0.03625,0.0293,0.03625,0.0317,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0268,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0295,0.0286,0.0286,0.0254,0.0286,0.0254,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0365,0.0286,0.0286,0.0286,0.0286,0.0286,0.0287,0.0286,0.0286,0.0286,0.0318,0.0286,0.0286,0.0286,0.0286,0.0254,0.027,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03125,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0286,0.0272,0.0286,0.0302,0.0286,0.0302,0.0286,0.0286
HT OD,,m,0.038,0.045,0.038,0.045,0.045,0.055,0.0583,0.045,0.045,0.045,0.045,0.0365,0.0365,0.045,0.036,0.036,0.045,0.035,0.0317,0.0317,0.045,0.04,0.038,0.045,0.045,0.045,0.036,0.036,0.045,0.045,0.045,0.045,0.045,0.045,0.0317,0.048,0.035,0.045,0.0317,0.045,0.0317,0.0317,0.031,0.035,0.0317,0.0365,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.055,0.036,0.045,0.045,0.06,0.045,0.045,0.045,0.045,0.044,0.045,0.045,0.045,0.045,0.045,0.04,0.045,0.045,0.035,0.03605,0.03605,0.045,0.045,0.045,0.045,0.036,0.037,0.03,0.0322,0.037,0.0465,0.045,0.045,0.034,0.05,0.05,0.05,0.0318,0.045,0.045,0.045,0.045,0.032,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.032,0.045,0.045,0.045,0.046,0.045,0.045,0.048,0.045,0.045,0.045,0.045,0.046,0.05,0.038,0.046,0.05,0.045,0.05,0.045,0.046,0.045,0.033,0.045,0.0318,0.035,0.0318,0.045,0.04,0.033,0.045,0.036,0.033,0.032,0.045,0.045,0.045,0.046,0.045,0.036,0.045,0.032,0.0317,0.045,0.0317,0.032,0.045,0.045,0.0317,0.045,0.045,0.0254,0.036,0.045,0.045,0.045,0.037,0.037,0.037,0.036,0.045,0.045,0.038,0.045,0.045,0.045,0.05,0.045,0.0317,0.036,0.036,0.0286,0.0317,0.045,0.037,0.037,0.037,0.045,0.0364,0.045,0.045,0.045,0.04,0.045,0.0317,0.032,0.0465,0.0465,0.045,0.055,0.0317,0.045,0.04,0.045,0.04,0.044,0.045
DT OD,,m,0.03655,0.0365,0.03655,0.0365,0.0365,0.044,0.0365,0.0365,0.0365,0.0365,0.0365,0.03657,0.03657,0.0365,0.031,0.031,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03895,0.0365,0.031,0.0365,0.0365,0.0365,0.0365,0.0365,0.03245,0.03245,0.0365,0.03245,0.0365,0.0365,0.0365,0.0365,0.0333,0.0365,0.0365,0.03045,0.0365,0.0375,0.065,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04,0.0365,0.0365,0.0365,0.0475,0.0365,0.0365,0.0365,0.0365,0.03805,0.03955,0.03955,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0318,0.0318,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0357,0.0357,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03955,0.0365,0.0365,0.029,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03225,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.02778,0.0365,0.0365,0.042,0.0365,0.0365,0.042,0.03773,0.042,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03475,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03285,0.049,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.034,0.0365,0.0357,0.0357,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365
