Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.394120,0.425000,0.415000,0.460000,0.400000,0.405000,0.420000,0.330000,0.430000,0.460000,0.405000,0.445000,0.435000,0.435000,0.405000,0.440000,0.405000,0.320000,0.425000,0.418000,0.435000,0.388000,0.420000,0.420000,0.405000,0.387000,0.385000,0.397260,0.387000,0.425000,0.342900,0.342900,0.388000,0.400000,0.400000,0.370500,0.405000,0.425000,0.405000,0.425000,0.420000,0.425000,0.455000,0.415000,0.430000,0.405000,0.420000,0.387260,0.395000,0.405000,0.415000,0.403000,0.425000,0.445000,0.420000,0.388000,0.405000,0.405000,0.420000,0.415000,0.435000,0.430000,0.430000,0.430000,0.430000,0.430000,0.430000,0.481050,0.481050,0.430000,0.430000,0.430000,0.430000,0.369970,0.373100,0.404000,0.410000,0.390000,0.408000,0.405000,0.408000,0.395000,0.395000,0.405000,0.405000,0.410000,0.430000,0.450000,0.408000,0.405000,0.420000,0.408000,0.425000,0.435000,0.425000,0.425000,0.380000,0.432000,0.420000,0.455000,0.405000,0.420000,0.430000,0.430000,0.430000,0.410000,0.367000,0.367000,0.409000,0.445000,0.425000,0.470000,0.430000,0.405000,0.405000,0.425000,0.470000,0.388000,0.600000,0.381000,0.342000,0.390000,0.390000,0.400000,0.420000,0.315810,0.465000,0.405000,0.412710,0.405000,0.414090,0.390000,0.380000,0.390000,0.405000,0.381430,0.430000,0.405000,0.405000,0.400000,0.400000,0.400000,0.400000,0.390430,0.403110,0.400000,0.395000,0.405000,0.405000,0.312940,0.405000,0.395000,0.439000,0.366890,0.390000,0.420000,0.402000,0.405150,0.425000,0.366000,0.420000,0.402900,0.430800,0.450000,0.450000,0.415000,0.415000,0.415000,0.415000,0.415000,0.429960,0.422000,0.515000,0.408000,0.385000,0.555000,0.515000,0.515000,0.405000,0.405000,0.405000,0.405000,0.405000,0.420000,0.420000,0.415000,0.415000,0.409000,0.403000,0.405000,0.420000,0.440000,0.406000,0.435000,0.450000,0.405000,0.415000,0.418000,0.440000,0.484000,0.410000
BB Drop,,N/A,0.060000,0.070000,0.069000,0.040000,0.070000,0.070000,0.070000,-0.030000,0.066000,0.040000,0.057000,0.020000,0.065000,0.065000,0.055000,0.065000,0.070000,-0.058000,0.025000,0.075000,0.065000,0.020000,0.079000,0.079000,0.070000,0.054000,0.048000,0.070000,0.048000,0.075000,-0.033500,-0.033500,0.054000,0.065000,0.064598,-0.000625,0.070000,0.074982,0.070000,0.070000,0.065000,0.050000,0.070000,0.065000,0.070000,0.047000,0.070000,0.040000,0.068000,0.069000,0.060000,0.059500,0.073000,0.053000,0.072000,0.054000,0.067500,0.069000,0.070000,0.070000,0.065000,0.067497,0.067497,0.067497,0.067497,0.072782,0.067497,0.060000,0.060000,0.067500,0.067500,0.067500,0.072784,0.035000,0.043000,0.067000,0.070000,0.057000,0.067000,0.065000,0.070000,0.057025,0.057025,0.070000,0.070000,0.065000,0.070000,0.065000,0.070000,0.070000,0.060000,0.070357,0.070000,0.070000,0.050000,0.020000,0.020000,0.043000,0.025000,0.070000,0.068500,0.031000,0.067497,0.067497,0.067497,0.065000,0.035000,0.035000,0.072000,0.050000,0.065000,0.070000,0.000000,0.061000,0.069000,0.072000,0.070000,0.073000,0.040000,0.040000,-0.037000,0.065000,0.073000,0.070000,0.019306,-0.027000,0.075000,0.057500,0.077500,0.070000,0.055000,0.060000,0.045000,0.050000,0.040000,0.050000,0.000000,0.072000,0.072000,0.070000,0.070000,0.070000,0.070000,0.070000,0.050000,0.073000,0.070000,0.070000,0.100000,0.070000,0.070000,0.040000,0.070000,0.070000,0.060000,0.070000,0.069000,0.070000,0.069000,0.070000,0.070000,0.070000,0.070000,0.065000,0.065000,0.060000,0.060000,0.060000,0.060000,0.060000,0.070000,0.064000,0.050000,0.070000,0.065000,0.025000,0.025000,0.025000,0.069000,0.069000,0.069000,0.071000,0.069000,0.070000,0.073000,0.066000,0.066000,0.072000,0.070000,0.073000,0.070000,0.070000,0.080000,0.070000,0.060000,0.073000,0.070000,0.065000,0.070000,0.035000,0.066000
Stack,,m,0.52,0.5441,0.584,0.5152,0.54,0.5656,0.5656,0.5656,0,0.5152,0.5656,0.5152,0.55,0.575,0.5656,0.6175,0.5656,0.3058,0.6,0.5528,0.6478,0.5476,0.5641,0.5641,0.5656,0.514,0.5656,0.53,0.5656,0.5849,0.5656,0.5656,0.514,0.4758,0.4758,0.5656,0.5656,0.5849,0.5568,0.5656,0.575,0.5656,0.5656,0.5656,0.557,0.5656,0.5593,0.5656,0.548,0.583,0.578,0.4758,0.5774,0.6188,0.5896,0.514,0.5656,0.554,0.551,0.5465,0.605,0.583,0.583,0.583,0.583,0.583,0.583,0.564,0.564,0.583,0.583,0.583,0.583,0.483,0.5,0.562,0.5656,0.5216,0.593,0.595,0.59,0.5553,0.5553,0.526,0.526,0.5,0.557,0.587,0.555,0.5656,0.6,0.593,0.525,0.533,0.6106,0.608,0.608,0.506,0.541,0.6242,0.5327,0.5656,0.583,0.583,0.583,0.5656,0.5404,0.5404,0.6082,0.5656,0.705,0.621,0.5656,0.5656,0.5656,0.619,0.621,0.5656,0.6,0.3506,0.5656,0.5656,0.5656,0.5656,0.5771,0.45,0.5656,0.575,0.53,0.5656,0.565,0.57,0.5577,0.5656,0.5437,0.55,0.533,0.526,0.526,0.55,0.55,0.55,0.55,0.56,0.57,0.555,0.5656,0.5656,0.555,0.5656,0.5921,0.5656,0.5656,0.4938,0.53,0.6316,0.571,0.5656,0.567,0.5656,0.594,0.53,0.5656,0.6486,0.6486,0.5656,0.5656,0.5656,0.5656,0.5656,0.588,0.566,0.5656,0.5902,0.5664,0.5656,0.5656,0.5656,0.564,0.564,0.564,0.573,0.584,0.55,0.625,0.5621,0.5621,0.6082,0.5289,0.5656,0.55,0.55,0.5656,0.5621,0.5621,0.5353,0.6082,0.5656,0.5656,0.5656,0.5506
SS E,,N/A,0.052000,0.045000,0.120000,0.030000,0.045000,0.045000,0.045000,0.065000,0.070000,0.030000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.045000,0.045000,0.060000,0.045000,0.045000,0.065000,0.045000,0.045000,0.045000,0.045000,0.040000,0.035000,0.035000,0.045000,0.060000,0.060000,0.045000,0.045000,0.040000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.100000,0.045000,0.045000,0.200000,0.070000,0.145000,0.085000,0.058000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.045000,0.045000,0.060000,0.060000,0.060000,0.060000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.030000,0.030000,0.045000,0.045000,0.045000,0.045000,0.073000,0.045000,0.045000,0.275000,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.054000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000,0.060000,0.017500,0.045000,0.045000,0.055000,0.045000,0.045000,0.065000,0.045000,0.045000,0.045000,0.060000,0.065000,0.045000,0.045000,0.045000,0.025000,0.024000,0.300000,0.018000,0.045000,0.045000,0.045000,0.120000,0.045000,0.045000,0.085000,0.135000,0.060000,0.230000,0.020000,0.120000,0.070000,0.045000,0.045000,0.050000,0.050000,0.050000,0.050000,0.190000,0.047000,0.060000,0.300000,0.200000,0.130000,0.045000,0.045000,0.045000,0.070000,0.045000,0.105000,0.050000,0.150000,0.070000,0.045000,0.071000,0.045000,0.025000,0.100000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.010000,0.029000,0.045000,0.011000,0.011000,0.011000,0.045000,0.045000,0.045000,0.100000,0.045000,0.045000,0.075000,0.045000,0.045000,0.055000,0.025000,0.045000,0.045000,0.045000,0.220000,0.050000,0.053000,0.055000,0.055000,0.045000,0.200000,0.022450,0.045000
ST Angle,,N/A,1.291540,1.291544,1.274090,1.213004,1.378810,1.291544,1.265364,1.308997,1.256637,1.213004,1.317724,1.282817,1.274090,1.274090,1.326450,1.274090,1.291544,1.317724,1.274090,1.295867,1.315978,1.256637,1.287180,1.287180,1.291544,1.330814,1.308997,1.335177,1.308997,1.274090,1.256637,1.256637,1.326450,1.274090,1.273071,1.307309,1.291544,1.274047,1.282869,1.291544,1.282817,1.282817,1.291544,1.282817,1.282817,1.291544,1.274090,1.317724,1.291544,1.291544,1.300270,1.282817,1.265364,1.274090,1.291544,1.326450,1.274090,1.291544,1.291544,1.291544,1.274090,1.256631,1.256631,1.256631,1.256631,1.269087,1.256631,1.274090,1.274090,1.256637,1.256637,1.256637,1.269093,1.291544,1.291544,1.274090,1.291544,1.308997,1.265364,1.256637,1.277581,1.341295,1.341295,1.300270,1.300270,1.282817,1.274090,1.251401,1.274090,1.291544,1.256637,1.308997,1.274090,1.291544,1.274090,1.256637,1.322076,1.291544,1.274090,1.274090,1.291544,1.290754,1.256631,1.256631,1.256631,1.274090,1.361357,1.361357,1.274090,1.308997,1.256637,1.282817,1.317724,1.274090,1.282817,1.274090,1.282817,0.284072,1.221730,1.221730,1.221730,1.259354,1.353433,1.282817,1.269242,1.291544,1.256637,1.308997,1.291544,1.291544,1.282817,1.291544,1.326450,1.291544,1.271456,1.274090,1.274090,1.291544,1.291544,1.274090,1.265364,1.265364,1.265364,1.308997,1.274090,1.291544,1.370083,1.247910,1.256637,1.291544,1.291544,1.308997,1.291544,1.291544,1.308997,1.265364,1.282817,1.291544,1.282817,1.291544,1.317724,1.326450,1.169371,1.291544,1.291544,1.256637,1.256637,1.256637,1.256637,1.256637,1.291544,1.291544,1.204277,1.274090,1.329663,1.134464,1.134464,1.134464,1.278454,1.278454,1.278454,1.282817,1.277581,1.308997,1.247910,1.265364,1.265364,1.274090,1.300270,1.291544,1.308997,1.308997,1.317724,1.274090,1.282817,1.291544,1.274090,1.274090,1.308997,1.204277,1.291544
BB OD,,m,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.0455,0.04,0.045,0.04,0.04275,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0316,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0406,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0348,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.08,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.037,0.037,0.037,0.037,0.037,0.04,0.04,0.0463,0.04,0.04,0.043,0.043,0.043,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.04,0.04,0.04,0.04,0.04,0.04,0.0467,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.042,0.0286,0.0286,0.03555,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03025,0.03025,0.0286,0.0286,0.0286,0.0286,0.0286,0.02855,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.02855,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0345,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0286,0.0286,0.0303,0.0303,0.0303,0.0303,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0303,0.0303,0.0303,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.02725,0.0286,0.0286,0.0286,0.0286,0.0335,0.0286,0.0315,0.035,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0276,0.0286,0.0303,0.02945,0.0273,0.0286,0.0286,0.0286,0.0286,0.0286,0.02745,0.0325,0.0286,0.0286,0.02775,0.0286,0.0286,0.02858,0.0351,0.03015,0.03015,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0317,0.03125,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.045,0.045,0.0318,0.0334,0.075,0.045,0.045,0.03425,0.04,0.0334,0.0413,0.03725,0.045,0.045,0.027,0.0381,0.045,0.045,0.045,0.045,0.05,0.045,0.036,0.036,0.045,0.047,0.0413,0.045,0.0413,0.038,0.045,0.045,0.047,0.036,0.036,0.045,0.045,0.038,0.044,0.0413,0.045,0.045,0.045,0.05,0.04,0.045,0.05,0.035,0.045,0.045,0.05,0.036,0.0513,0.049,0.0413,0.047,0.0318,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.05,0.05,0.045,0.045,0.05,0.05,0.05,0.05,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.044,0.044,0.045,0.045,0.045,0.04,0.05,0.045,0.045,0.045,0.044,0.045,0.045,0.045,0.046,0.046,0.0346,0.045,0.045,0.052,0.045,0.05,0.05,0.05,0.0321,0.045,0.045,0.045,0.048,0.0338,0.045,0.062,0.034,0.045,0.042,0.0413,0.04,0.045,0.045,0.045,0.0307,0.038,0.036,0.045,0.045,0.0318,0.055,0.0413,0.045,0.052,0.035,0.045,0.045,0.05,0.05,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.059,0.05,0.033,0.045,0.055,0.055,0.045,0.045,0.045,0.056,0.045,0.045,0.045,0.045,0.05,0.045,0.031,0.03,0.047,0.045,0.037,0.037,0.033,0.033,0.033,0.033,0.033,0.045,0.0413,0.0314,0.038,0.045,0.034,0.034,0.034,0.045,0.045,0.045,0.05,0.045,0.032,0.05,0.045,0.045,0.041,0.0302,0.045,0.032,0.032,0.056,0.045,0.058,0.041,0.041,0.036,0.045,0.032,0.045
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0349,0.0365,0.0365,0.0349,0.0349,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03483,0.03483,0.0365,0.0365,0.0365,0.0361,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04875,0.0365,0.03775,0.0365,0.0365,0.03483,0.0375,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03873,0.0365,0.0365,0.0365,0.02475,0.02475,0.0365,0.04375,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04405,0.0365,0.03398,0.03823,0.0365,0.0365,0.0365,0.0365,0.03823,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0355,0.0365,0.0365,0.0365,0.0365,0.04325,0.0365,0.0365,0.0365,0.0365,0.0425,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0402,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.02698,0.0365,0.04503,0.04198,0.0365,0.02698,0.053,0.03305,0.0365,0.0365,0.04005,0.03625,0.03625,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03948,0.04198,0.0365,0.0365,0.0365,0.0365,0.04405,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.05,0.0365,0.044,0.0365,0.0365,0.0365,0.036
