Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,m,0.41,0.425,0.43,0.425,0.43,0.405,0.41,0.405,0.407,0.47,0.41,0.47,0.425,0.47,0.4,0.42,0.44,0.43,0.41,0.43,0.47,0.405,0.42,0.47,0.388,0.415,0.47,0.425,0.43,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.415,0.41,0.435,0.435,0.395,0.435,0.38782,0.46,0.42,0.42,0.41,0.425,0.407,0.465,0.465,0.405,0.465,0.405,0.435,0.435,0.435,0.435,0.425,0.43,0.415,0.412,0.405,0.42951,0.40487,0.46,0.415,0.38138,0.41,0.424,0.41,0.41,0.41909,0.46,0.46,0.46,0.405,0.43,0.405,0.46,0.46,0.43,0.43,0.42,0.405,0.37,0.369,0.42,0.4,0.419,0.415,0.445,0.445,0.53,0.371,0.43,0.3771,0.41,0.368,0.415,0.415,0.415,0.41,0.38,0.47,0.475,0.43,0.409,0.415,0.415,0.415,0.41,0.409,0.415,0.41,0.415,0.405,0.405,0.43,0.435,0.398,0.4,0.4,0.34158,0.412,0.435,0.435,0.435,0.425,0.435,0.424,0.424,0.424,0.424,0.42,0.425,0.405,0.405,0.405,0.39319,0.412,0.4154,0.425,0.405,0.41704,0.43,0.408,0.408,0.415,0.415,0.415,0.415,0.415,0.41,0.41,0.41,0.41,0.425,0.42,0.405,0.42,0.425,0.43,0.43,0.4,0.425,0.44,0.42,0.425,0.405,0.43,0.412,0.42,0.435,0.435,0.408,0.405,0.405,0.405,0.41,0.405,0.425,0.405,0.435,0.435,0.425,0.425,0.4,0.4,0.4,0.435,0.435,0.475,0.435,0.41,0.42,0.405,0.435,0.63,0.398
BB Drop,,m,0.072,0.065,0.07,0.065,0.07,0.07,0.07,0.07,0.072,0.05,0.06749,0.05,0.072,0.05,0.035,0.05,0.02,0.068,0.06,0.07,0.05,0.06,0.07,0.05,0.054,0.06,0.05,0.065,0.07,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.071,0.065,0.055,0.055,0.05,0.055,0.037,0.034,0.07,0.0685,0.069,0.09,0.06666,0.05,0.05,0.07,0.05,0.06,0.065,0.065,0.065,0.065,0.075,0.067,0.065,0.078,0.07,0.0325,0.0325,0.047,0.065,0.07,0.072,0.085,0.069,0.07,0.07,0.045,0.045,0.045,0.07,0.07,0.07,0.045,0.045,0.075,0.07,0.097,0.07,0.035,0.07,0.069,0.069,0.04,0.075,0.068,0.068,0.06,0.035,0.073,0.029,0.07,0.07,0.07,0.07,0.068,0.065,0.069,0.05,0.05,0.08,0.07,0.068,0.068,0.068,0.065,0.071,0.068,0.068,0.06,0.07,0.07,0.07,0.065,0.065,0.058,0.058,-0.027,0.071,0.08,0.08,0.08,0.07,0.08,0.065,0.065,0.065,0.065,0.065,0.07,0.07,0.07,0.0623,0.07,0.075,0.07,0.0745,0.07,0.07,0.072,0.07,0.07,0.075,0.075,0.075,0.075,0.065,0.0746,0.07,0.07,0.07,0.078,0.07,0.07,0.072,0.068,0.07,0.0475,0.07,0.07,0.07,0.06,0.04922,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.065,0.07,0.08,0.08,0.055,0.055,0.065,0.065,0.065,0.06,0.06,0.075,0.06,0.06,0.06,0.07,0.055,0.0395,0.068
Stack,,m,0.5656,0.551,0.6274,0.551,0.556,0.5656,0.543,0.5656,0.5772,0.5036,0.5942,0.5036,0.595,0.5036,0.5209,0.5845,0.53,0.575,0.5525,0.5656,0.5036,0.5656,0.5529,0.5036,0.514,0.5656,0.5036,0.551,0.5656,0.5656,0.5656,0.5656,0.5751,0.5751,0.5751,0.5751,0.5751,0.5656,0.5742,0.5152,0.5152,0.5656,0.5152,0.5656,0.5656,0.5656,0.5823,0.588,0.5656,0.591,0.5656,0.5656,0.5656,0.5656,0.5656,0.6486,0.6486,0.6486,0.6486,0.5656,0.5656,0.5656,0.5656,0.5656,0.508,0.508,0.4972,0.5656,0.5656,0.64,0.6352,0.609,0.632,0.5656,0.5036,0.5036,0.5036,0.5656,0.662,0.55,0.5036,0.5036,0.5656,0.5656,0.5656,0.5656,0.5501,0.5656,0.5656,0.5656,0.466,0.56,0.5656,0.584,0.5656,0.5501,0.5656,0.5656,0.546,0.5707,0.61,0.584,0.584,0.5656,0.55,0.5656,0.5656,0.5656,0.572,0.584,0.584,0.584,0.59,0.572,0.584,0.584,0.5384,0.5656,0.5656,0.5656,0.566,0.5262,0.5262,0.5262,0.45,0.546,0.5656,0.5656,0.5656,0.63,0.5656,0.5278,0.5278,0.5278,0.5278,0.5539,0.557,0.555,0.555,0.5656,0.5224,0.573,0.5514,0.576,0.5666,0.5666,0.595,0.5289,0.5289,0.5826,0.5826,0.5826,0.5826,0.5656,0.598,0.5649,0.5649,0.5649,0.6106,0.5656,0.5656,0.59,0.5656,0.5656,0.66,0.5656,0.5656,0.687,0.5297,0.6181,0.4836,0.6019,0.529,0.5656,0.5656,0.5656,0.5656,0.5656,0.558,0.5656,0.63,0.5656,0.5656,0.4836,0.5656,0.5656,0.5656,0.5656,0.62,0.62,0.62,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.7,0.548
SS E,,m,0.06,0.045,0.05,0.045,0.15,0.045,0.045,0.045,0.045,0.04,0.045,0.04,0.065,0.04,0.06,0.06,0.05,0.045,0.09,0.045,0.04,0.045,0.025,0.04,0.045,0.06,0.04,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.03,0.03,0.14,0.03,0.08,0.03,0.12,0.063,0.12,0.045,0.045,0.03,0.03,0.045,0.03,0.045,0.04,0.04,0.036,0.036,0.045,0.045,0.045,0.08,0.045,0.045,0.045,0.045,0.045,0.045,0.175,0.115,0.12,0.055,0.1,0.04,0.04,0.04,0.045,0.045,0.197,0.04,0.04,0.22,0.045,0.15,0.045,0.045,0.15,0.2,0.2,0.1,0.0705,0.045,0.045,0.03,0.045,0.045,0.055,0.045,0.3,0.045,0.045,0.045,0.045,0.2,0.03,0.03,0.045,0.04,0.045,0.045,0.045,0.04,0.043,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.082,0.082,0.082,0.045,0.15,0.03,0.03,0.03,0.085,0.03,0.045,0.045,0.045,0.045,0.045,0.045,0.05,0.18,0.045,0.045,0.1,0.045,0.045,0.045,0.045,0.045,0.025,0.025,0.015,0.015,0.015,0.235,0.045,0.045,0.045,0.045,0.045,0.075,0.045,0.16,0.045,0.19,0.045,0.045,0.025,0.045,0.045,0.03,0.055,0.16,0.045,0.165,0.05,0.03,0.03,0.045,0.045,0.05,0.045,0.08,0.045,0.19,0.15,0.03,0.03,0.045,0.045,0.055,0.045,0.045,0.045,0.045,0.03,0.045,0.045,0.045,0.045,0.06,0.044,0.045
ST Angle,,deg,73.50017,73.5,73,73.5,74,74,72,74,73.5,73,71.40017,73,73,73,73,73,69,73.5,73,74,73,73.5,73,73,76,74,73,73.5,72.62541,73.5,73.5,73.5,73,73,73,73,73,74,73.5,72,72,74,72,75.5,70,74,74.47899,74,71.71997,72.87986,69.5,69.5,73,69.5,74,72,72,72,72,73,72,72.5,75,74,72,75,75,72.5,90,73,74,74,73,74,67,67,67,74,72.5,73,67,67,72.41363,72.62541,75,74,74,74,73.5,73.5,73.00082,72,73.5,74,66,74,72.62541,75.5,73.8,74,73.5,72,72.00208,72.62,74,70.5,67,74,74.4,72.00208,72.00208,72.00208,73.94811,74.5,72.00208,72.00208,74,74,74,73,74,74,75,75,74,73.5,72,72,72,73,72,74.5,74.5,74,73.5,74,73.5,73.5,73.5,73.5,78,73.5,72.71102,73,73.99913,73.99913,73,73.5,73.5,73,73,73,73,72.5,73.5,74,74,74,73,74,75.5,72.31074,73,73,73,73.5,73.5,73,73.5,72.96136,75.5,73,73.5,74,73.5,73.5,74,74,73.5,74,74,82.5,74.5,75.5,73.5,73.5,71,71,73.5,73.5,73.5,73,73,67.5,73,73,80.5,72.5,72.5,67.5,74
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0389,0.04,0.0389,0.04,0.0389,0.04,0.04,0.04,0.04,0.04,0.04,0.0389,0.04,0.04,0.0389,0.04,0.04,0.0389,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0408,0.0408,0.0508,0.0408,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04015,0.04015,0.04,0.04015,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0337,0.0337,0.04,0.04,0.04015,0.04015,0.04,0.04,0.0337,0.04,0.04,0.04,0.0383,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04015,0.04015,0.04015,0.046,0.04015,0.04,0.04,0.04,0.04,0.04,0.04,0.046,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.053,0.04,0.04,0.04,0.051,0.04015,0.04015,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04015,0.04015,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04015,0.04,0.04,0.04,0.04,0.0508,0.04,0.04
TT OD,,m,0.02855,0.0283,0.0286,0.0283,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03105,0.0286,0.0286,0.0286,0.0343,0.0286,0.0286,0.0286,0.0286,0.0286,0.0283,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03075,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.04,0.03025,0.03025,0.03025,0.03025,0.0286,0.0286,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0359,0.03115,0.03075,0.0335,0.02855,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03315,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.04125,0.0286,0.0286,0.0286,0.0286,0.0286,0.0316,0.0286,0.0286,0.0286,0.0315,0.0315,0.0286,0.035,0.0286,0.0286,0.0286,0.0286,0.0286,0.0283,0.0283,0.0283,0.0283,0.0286,0.0286,0.032,0.04395,0.0286,0.0286,0.03545,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0283,0.035,0.0272,0.0286,0.0286,0.0286,0.0286,0.02725,0.0286,0.0286,0.03075,0.0286,0.03145,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.041,0.0286,0.0286,0.0286,0.0286,0.03145,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.038,0.045,0.038,0.045,0.045,0.045,0.045,0.045,0.045,0.0325,0.045,0.0325,0.06,0.0325,0.045,0.044,0.04,0.05,0.045,0.032,0.0325,0.045,0.0322,0.0325,0.047,0.04,0.0325,0.045,0.044,0.045,0.045,0.036,0.036,0.036,0.036,0.036,0.036,0.045,0.036,0.03425,0.03425,0.0464,0.03425,0.045,0.0318,0.045,0.045,0.052,0.0317,0.045,0.03215,0.03215,0.045,0.03215,0.045,0.0475,0.0475,0.0455,0.0455,0.045,0.045,0.033,0.045,0.045,0.045,0.045,0.045,0.033,0.045,0.06,0.045,0.052,0.05,0.0413,0.033,0.033,0.033,0.045,0.044,0.045,0.033,0.033,0.045,0.044,0.0523,0.045,0.037,0.045,0.0413,0.0413,0.045,0.056,0.045,0.045,0.0318,0.037,0.044,0.045,0.045,0.045,0.045,0.056,0.056,0.045,0.0413,0.03215,0.03215,0.056,0.036,0.056,0.056,0.056,0.045,0.0362,0.056,0.056,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.045,0.0413,0.03215,0.03215,0.03215,0.05,0.03215,0.045,0.045,0.045,0.045,0.05,0.04,0.043,0.045,0.045,0.045,0.05,0.055,0.045,0.0413,0.0413,0.045,0.0302,0.036,0.045,0.045,0.045,0.045,0.033,0.045,0.045,0.045,0.045,0.045,0.031,0.045,0.045,0.036,0.045,0.045,0.036,0.056,0.045,0.052,0.052,0.045,0.045,0.045,0.056,0.03215,0.03215,0.03175,0.045,0.048,0.045,0.045,0.045,0.036,0.045,0.03215,0.03215,0.033,0.033,0.036,0.0275,0.0275,0.045,0.045,0.03215,0.045,0.045,0.045,0.045,0.046,0.045,0.038
DT OD,,m,0.03655,0.0365,0.03473,0.0365,0.04,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03848,0.0365,0.0365,0.0365,0.0365,0.0373,0.0365,0.034,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0286,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03625,0.03625,0.03625,0.03625,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03823,0.0365,0.04825,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0475,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.045,0.0365,0.0365,0.0365,0.0365,0.0365,0.04198,0.04198,0.04198,0.04198,0.0365,0.0365,0.04,0.047,0.0365,0.0365,0.0365,0.0365,0.0365,0.045,0.045,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.035,0.0365,0.0365,0.0365,0.0365,0.0365,0.0355,0.0365,0.0365,0.0365,0.0365,0.0545,0.0365,0.0365,0.0365,0.0365,0.0365,0.0333,0.0365,0.0485,0.0365,0.0365,0.0365,0.0365,0.0545,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04075,0.03775
