Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Estimated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.395000,0.450000,0.420000,0.475000,0.405000,0.395000,0.380000,0.423000,0.359920,0.425000,0.405000,0.405000,0.408000,0.420000,0.400000,0.420000,0.420000,0.430000,0.370000,0.395000,0.410000,0.409000,0.409000,0.408100,0.469500,0.435000,0.445000,0.440000,0.390000,0.401000,0.415000,0.379000,0.405000,0.405000,0.380000,0.405000,0.341770,0.385000,0.375000,0.415000,0.410000,0.400000,0.550000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.440500,0.405000,0.440500,0.440500,0.405000,0.405000,0.300000,0.405000,0.405000,0.406000,0.415000,0.410000,0.400000,0.425000,0.394580,0.405000,0.427000,0.402000,0.425000,0.395000,0.405000,0.395000,0.390000,0.390000,0.365600,0.405000,0.395000,0.405000,0.410000,0.415000,0.405000,0.420610,0.403710,0.435000,0.419840,0.420000,0.460000,0.435000,0.385000,0.423000,0.440000,0.440000,0.447000,0.440000,0.405000,0.405000,0.382000,0.382000,0.425000,0.500000,0.405000,0.405000,0.484280,0.365950,0.405000,0.391420,0.344550,0.405000,0.405000,0.418000,0.405000,0.410000,0.400000,0.400000,0.389890,0.400000,0.420000,0.440000,0.405000,0.390000,0.405000,0.350000,0.410000,0.330000,0.405000,0.406000,0.390000,0.400000,0.415000,0.385000,0.385000,0.405000,0.430000,0.405000,0.435510,0.402420,0.409040,0.424200,0.420000,0.376000,0.420000,0.420000,0.403960,0.425000,0.405000,0.475000,0.420000,0.420000,0.420000,0.445000,0.415000,0.422220,0.423000,0.423000,0.400000,0.420000,0.373000,0.420000,0.395000,0.450000,0.405000,0.412650,0.412850,0.412850,0.413550,0.405000,0.415600,0.387000,0.405000,0.425000,0.413170,0.402000,0.405000,0.410000,0.500000,0.405000,0.415000,0.408000,0.458110,0.405000,0.418920,0.415000,0.424440,0.405000,0.394750,0.400000,0.405000,0.405000,0.415000,0.399000
BB Drop,,N/A,0.060000,0.070000,0.000000,0.060000,0.070000,0.050000,0.048000,-0.002200,0.030000,0.059500,0.070000,0.070000,0.070000,0.070000,0.040000,0.070000,0.070000,0.067000,0.050000,0.066000,0.055000,0.055000,0.055000,0.055000,0.035000,0.072000,0.075000,0.075000,0.058000,0.060000,0.075000,0.035000,0.070000,0.070000,0.090000,0.070000,0.035000,0.030000,0.070000,0.075000,0.075000,0.063000,0.100000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.069000,0.070000,0.070000,0.050000,0.073000,0.065000,0.062000,0.065000,0.075000,0.056000,0.065000,0.066000,0.060000,0.070000,0.060000,0.000000,0.000000,-0.017000,0.068000,0.055000,0.070000,0.060000,0.050000,0.047000,0.077000,0.070000,0.055000,0.060000,0.044984,0.078000,0.070000,0.070000,0.010000,0.050000,0.050000,0.060000,0.070000,0.070000,0.070000,0.035000,0.035000,0.070000,0.120000,0.070000,0.070000,0.090000,-0.027000,0.070000,0.070000,-0.007000,0.071000,0.075000,0.075993,0.035000,0.076352,0.070000,0.070000,0.070000,0.080000,0.070000,0.066500,0.070000,0.070000,0.070000,0.010000,0.070000,-0.070000,0.070000,0.067500,0.057000,0.050000,0.060000,0.047000,0.047000,0.072000,0.065000,0.070000,0.070000,0.060000,0.070000,0.000000,0.068000,0.045000,0.070000,0.078000,0.070000,0.070000,0.050000,0.080000,0.050000,0.050000,0.058000,0.060000,0.075000,0.070000,0.010000,0.020000,0.070000,0.058000,0.050000,0.058000,0.050000,0.040000,0.070000,0.070500,0.070500,0.070500,0.070000,0.042000,0.087000,0.050000,0.070000,0.070000,0.078000,0.050000,0.070000,0.070000,0.070000,0.075500,0.055000,0.057500,0.070000,0.070000,0.070000,0.055000,0.070000,0.050000,0.075000,0.055000,0.050000,0.050000,0.055000,0.070000
Stack,,m,0.5656,0.5656,0.5656,565.6,565.6,565.6,0.5592,0.5426,540.14,0.5605,561.48,565.6,0.5656,0.5674,0.5656,0.5674,0.5674,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5036,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5513,0.5656,0.4452,0.5656,0.5656,0.5656,0.526,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5,0.5656,0.5656,0.5656,0.5052,0.5566,0.535,0.597,0.5656,0.5656,0.643,0.5336,0.5547,0.5656,0.5656,0.5656,0.5402,0.5402,0.5656,0.5616,0.5656,0.5656,0.5656,0.5656,0.5656,0.5327,0.5656,0.5656,0.4949,0.5656,0.6061,0.595,0.5143,0.57,0.5656,0.5656,0.604,0.5656,0.6057,0.5656,0.5656,0.5656,0.5656,0.6,0.53,0.5656,0.52,0.31,0.5656,0.5,0.35,0.5656,0.5656,0.5644,0.5656,0.59,0.54,0.5656,0.53,0.5,0.5958,0.5656,0.49,0.5,0.5656,0.58,0.5656,0.28,0.5256,0.593,0.5656,0.5,0.5656,0.5656,0.5656,574.12,0.5656,0.5656,0.5656,0.52,0.5006,0.5656,0.5656,0.5318,0.5518,0.6083,0.5656,0.6071,0.5656,0.5999,0.5656,0.5656,0.601,0.5698,0.5656,0.5917,0.57,0.57,0.5656,0.601,0.5853,0.601,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.4656,0.5656,0.5656,0.6646,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.52,0.5656,0.5206,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656
SS E,,N/A,0.150000,0.045000,0.098000,0.045000,0.100000,0.050000,0.045000,0.066000,0.120000,0.050000,0.050000,0.100000,0.075000,0.050000,0.050000,0.050000,0.050000,0.050000,0.045000,0.225000,0.038000,0.035000,0.030500,0.030500,0.007000,0.065000,0.065000,0.065000,0.050000,0.045000,0.037500,0.045000,0.045000,0.045000,0.045000,0.045000,0.170000,0.190000,0.105000,0.060000,0.045000,0.035000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.030000,0.045000,0.030000,0.030000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.035000,0.045000,0.125000,0.045000,0.045000,0.045000,0.045000,0.125000,0.045000,0.150000,0.045000,0.150000,0.045000,0.045000,0.045000,0.045000,0.100000,0.045000,0.035000,0.035000,0.150000,0.170000,0.045000,0.035000,0.200000,0.075000,0.045000,0.045000,0.045000,0.125000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.130000,0.130000,0.045000,0.060000,0.120000,0.045000,0.200000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.030000,0.045000,0.250000,0.085000,0.045000,0.040000,0.045000,0.080000,0.045000,0.045000,0.070000,0.045000,0.050000,0.050000,0.065000,0.045000,0.045000,0.070000,0.045000,0.045000,0.045000,0.065000,0.080000,0.090000,0.150000,0.090000,0.045000,0.120000,0.045000,0.045000,0.045000,0.045000,0.080000,0.045000,0.045000,0.125000,0.125000,0.045000,0.045000,0.050000,0.045000,0.200000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.020000,0.025000,0.053000,0.045000,0.045000,0.020000,0.100000,0.035000,0.125000,0.150000,0.035000,0.035000,0.020000,0.045000
ST Angle,,N/A,1.309000,1.291544,1.396263,1.291544,1.291544,1.291544,1.291544,1.245292,1.291544,1.274090,1.291544,1.291544,1.277581,1.300270,1.274090,1.300270,1.300270,1.282817,1.291544,1.317724,1.274090,1.274090,1.274090,1.274090,1.160644,1.282817,1.274090,1.256637,1.326450,1.291544,1.265364,1.247910,1.274090,1.274090,0.750492,1.274090,1.335177,1.300270,1.239184,1.308997,1.295907,1.291544,1.256637,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.291544,1.308997,1.291544,1.291544,1.265364,1.265364,1.282817,1.274090,1.326450,1.221730,1.291544,1.282817,1.274090,1.308997,1.291544,1.291544,1.274090,1.274090,1.178097,1.300270,1.274090,1.291544,1.282817,1.274090,1.343904,1.352630,1.291544,1.230457,1.291544,1.274052,1.265364,1.274090,1.291544,1.291544,1.308997,1.308997,1.274122,1.256637,1.291544,1.291544,1.317724,1.317724,1.291544,1.245572,1.291544,1.291544,1.343904,1.204277,1.291544,1.291544,1.291544,1.274090,1.308997,1.291527,1.291544,1.284882,1.291544,1.256637,1.300270,1.291544,1.282817,1.291544,1.291544,1.396263,1.291544,1.291544,1.291544,1.291544,1.291544,1.286428,1.326450,1.291544,1.291544,1.326450,1.326450,1.282817,1.274090,1.326450,1.291544,1.352630,1.352630,1.256637,1.291544,1.335177,1.274090,1.279326,1.274090,1.274090,1.291499,1.256637,1.274090,1.274090,1.274090,1.274090,1.301795,1.396263,1.291544,1.265364,1.308997,1.274090,1.247887,1.274090,1.291544,1.221730,1.291544,1.343904,1.343904,1.343904,1.291544,1.317724,1.282817,1.282817,1.291544,1.274090,1.265364,1.291544,1.291544,1.282817,1.186824,1.291544,1.265364,1.265364,1.291544,1.291544,1.292431,1.265364,1.291559,1.352630,1.326450,1.291544,1.352630,1.352630,1.265364,1.291544
BB OD,,m,0.04,0.04,0.04,0.038,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.055,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0348,0.0348,0.0348,0.0348,0.0348,0.0348,0.0348,0.0348,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0515,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.046,0.046,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.046,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0348,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.05463,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.06175,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03625,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03025,0.0286,0.0286,0.0286,0.0536,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03375,0.0286,0.0286,0.0286,0.0286,0.03545,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03555,0.0286,0.0286,0.0286,0.0286,0.0335,0.0375,0.03125,0.0286,0.0298,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0468,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0273,0.0286,0.0318,0.0286,0.0286,0.03005,0.0286,0.0308,0.0325,0.0286,0.0286,0.0286,0.0286,0.03235,0.0286,0.0285,0.0286,0.0263,0.02555,0.027,0.0363,0.0286,0.0286,0.0286,0.03255,0.03375,0.03255,0.0286,0.0286,0.0286,0.0286,0.0286,0.0295,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0307,0.0286,0.0286,0.0286,0.0286,0.0286,0.0318,0.0286,0.0286,0.0286,0.03,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.04,0.045,0.0465,0.0364,0.045,0.045,0.033,0.042,0.0464,0.054,0.0254,0.045,0.048,0.0365,0.048,0.0365,0.0365,0.0349,0.0318,0.045,0.0318,0.0318,0.0384,0.0384,0.0318,0.0318,0.0318,0.0318,0.04,0.05,0.0318,0.0418,0.045,0.045,0.045,0.045,0.045,0.045,0.0318,0.045,0.045,0.033,0.0413,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0337,0.045,0.0337,0.0337,0.045,0.045,0.045,0.045,0.045,0.045,0.0314,0.0317,0.045,0.045,0.045,0.04,0.044,0.045,0.04,0.04,0.045,0.05,0.045,0.045,0.045,0.065,0.05,0.045,0.0334,0.034,0.05,0.06,0.045,0.031,0.0435,0.046,0.045,0.045,0.0413,0.045,0.045,0.045,0.044,0.045,0.045,0.045,0.045,0.045,0.0381,0.0413,0.045,0.045,0.045,0.045,0.045,0.045,0.046,0.045,0.045,0.0413,0.04,0.04,0.045,0.045,0.045,0.045,0.045,0.036,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0324,0.045,0.045,0.0324,0.0404,0.056,0.037,0.045,0.045,0.045,0.0413,0.045,0.046,0.045,0.036,0.052,0.05,0.045,0.045,0.0318,0.045,0.045,0.045,0.0413,0.045,0.0413,0.045,0.045,0.045,0.045,0.04,0.05,0.05,0.04,0.045,0.045,0.0413,0.0413,0.045,0.045,0.045,0.045,0.036,0.045,0.045,0.045,0.05,0.0471,0.045,0.045,0.0347,0.0318,0.053,0.045,0.045,0.0347,0.045,0.045,0.045,0.045,0.045,0.045,0.0347,0.0413
DT OD,,m,0.0365,0.0365,0.0357,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.05385,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.042,0.0365,0.03725,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03625,0.0365,0.0365,0.0365,0.0565,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0341,0.0505,0.0365,0.0365,0.0365,0.0365,0.04083,0.0365,0.0365,0.0365,0.02698,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03905,0.03905,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03413,0.0365,0.0365,0.03573,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.031,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04348,0.0365,0.0365,0.0365,0.0365,0.04175,0.0365,0.04325,0.0365,0.0365,0.0365,0.04375,0.05,0.03898,0.0365,0.0365,0.0365,0.0365,0.0365,0.04153,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0385,0.0365,0.0365,0.0365,0.0365,0.0365,0.037,0.0365,0.037,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04198,0.0365,0.0365,0.0365,0.04825,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365
CS OD,,N/A,0.032500,0.023350,0.023350,0.023350,0.025000,0.023350,0.023350,0.023350,0.024000,0.023350,0.023350,0.025000,0.022700,0.023350,0.032500,0.023350,0.023350,0.019500,0.017350,0.028350,0.020250,0.020100,0.019250,0.019250,0.020100,0.019250,0.020000,0.020000,0.023350,0.023350,0.019250,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.019250,0.016000,0.023350,0.022000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.017500,0.023350,0.028350,0.023350,0.024500,0.023350,0.023350,0.023350,0.023350,0.032500,0.023350,0.026000,0.023350,0.023350,0.023350,0.026350,0.032500,0.023350,0.019000,0.020000,0.026000,0.035000,0.023350,0.025000,0.023350,0.023350,0.023350,0.023350,0.023350,0.026000,0.025000,0.025000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.065000,0.023350,0.023350,0.023350,0.023350,0.019250,0.023350,0.023350,0.021500,0.021000,0.023350,0.023350,0.030000,0.023350,0.023350,0.017750,0.023350,0.046000,0.032500,0.023350,0.036000,0.023350,0.037000,0.023350,0.023350,0.023350,0.025500,0.020850,0.024000,0.022850,0.023350,0.023350,0.033850,0.023350,0.023350,0.030000,0.023350,0.023350,0.017000,0.023350,0.027500,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.026000,0.026000,0.023350,0.023350,0.021000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.020000,0.020100,0.023350,0.023350,0.023350,0.020000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.020000,0.023350
