Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
,,,,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated,Calculated
CS Length,,N/A,0.399000,0.422000,0.422000,0.395000,0.405000,0.390000,0.388000,0.393470,0.405000,0.405000,0.405000,0.405000,0.361000,0.361000,0.440000,0.408770,0.405000,0.405000,0.405000,0.405000,0.405000,0.399000,0.399000,0.399000,0.498000,0.325000,0.399000,0.395000,0.405000,0.470000,0.435000,0.416000,0.416000,0.430000,0.430000,0.430000,0.430000,0.416000,0.440000,0.390000,0.450000,0.420000,0.450000,0.405000,0.435000,0.416000,0.425000,0.405000,0.400000,0.425000,0.430000,0.430000,0.415000,0.396540,0.405000,0.393270,0.400000,0.430000,0.405000,0.395530,0.415000,0.410000,0.430000,0.430000,0.410000,0.274030,0.398580,0.845000,0.405000,0.575000,0.415000,0.393470,0.386310,0.427000,0.430000,0.432000,0.405000,0.405000,0.405000,0.405000,0.405000,0.405000,0.415000,0.410000,0.405000,0.440000,0.405000,0.405000,0.405000,0.405000,0.415000,0.423000,0.405000,0.320000,0.405000,0.445000,0.400500,0.405000,0.403760,0.535000,0.405000,0.405000,0.396130,0.475000,0.485000,0.455060,0.425000,0.457000,0.457000,0.413960,0.485000,0.465000,0.410000,0.405000,0.408000,0.408000,0.410000,0.385390,0.425000,0.425000,0.425000,0.425000,0.390000,0.420000,0.410000,0.425000,0.420000,0.425000,0.405000,0.510000,0.432000,0.395000,0.386000,0.445780,0.408000,0.420000,0.405000,0.410000,0.410000,0.405000,0.430000,0.376200,0.398870,0.484210,0.405000,0.397000,0.410000,0.427050,0.397670,0.425000,0.420000,0.405000,0.400000,0.405000,0.405000,0.405000,0.405000,0.420000,0.405000,0.430000,0.405000,0.405000,0.410000,0.405000,0.432000,0.397570,0.405000,0.390000,0.415000,0.419840,0.465000,0.400047,0.430000,0.430000,0.400000,0.339725,0.425000,0.425000,0.405000,0.405000,0.425000,0.419840,0.422930,0.375000,0.405000,0.386000,0.405000,0.405000,0.405000,0.405000,0.425000,0.405000,0.400000,0.405000,0.405000,0.425000,0.410000,0.405000,0.390000,0.415000,0.394120
BB Drop,,N/A,0.070000,0.070000,0.070000,0.060000,0.070000,0.060000,0.055000,0.070000,0.070000,0.070000,0.070000,0.070000,0.014000,0.014000,0.075000,0.075800,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,-0.040000,-0.040000,0.060000,-0.040000,0.070000,0.070000,0.070000,0.070000,0.070000,0.065000,0.079500,0.079500,0.070000,0.066500,0.058000,0.070000,0.065000,0.070000,0.070000,0.055000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.022000,0.070000,0.070000,0.070000,0.065000,0.066000,0.070000,0.070000,0.070000,0.070000,0.063500,0.063500,0.070000,0.003000,0.070000,0.000000,0.070000,-0.022000,0.127000,0.070000,0.070000,0.070000,0.072000,0.070000,0.065000,0.070000,0.070000,0.070000,0.070000,0.067000,0.060000,0.070000,0.070000,0.055000,0.070000,0.070000,0.070000,0.070000,0.070000,0.065000,0.070000,-0.057000,0.068000,0.050000,0.055000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.055000,0.050000,0.090000,0.070000,0.078000,0.078000,0.070000,0.050000,0.075000,0.060000,0.069000,0.070000,0.070000,0.065000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.070000,0.066000,0.070000,0.070000,0.070000,0.070000,0.155000,0.070000,0.058000,0.050000,0.075000,0.070000,0.070000,0.070000,0.070000,0.070000,0.055000,0.073000,0.045000,0.070000,0.080000,0.068000,0.060000,0.060000,0.050000,0.070000,0.045000,0.070000,0.068000,0.065000,0.070000,0.070000,0.053000,0.070000,0.072000,0.071000,0.071000,0.075000,0.070000,0.070000,0.074000,0.067000,0.070000,0.055000,0.070000,0.050000,0.060000,0.075000,0.054216,0.061000,0.061000,0.060000,-0.033400,0.069000,0.069000,0.069000,0.069000,0.069000,0.060000,0.060000,0.045000,0.072000,0.054000,0.070000,0.070000,0.070000,0.072000,0.075000,0.068000,0.065000,0.070000,0.065000,0.075000,0.066000,0.067000,0.050000,0.064000,0.060000
Stack,,m,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.53,0.5656,0.5656,0.5656,0.5,0.5656,0.5656,0.7119,0.4467,0.503,0.5656,0.525,0.5217,0.504,0.497,0.497,0.497,0.5656,0.5656,0.366,0.5656,0.398,0.5648,0.66,0.5041,0.5041,0.5656,0.5741,0.61,0.61,0.5041,0.6269,0.5656,0.533,0.5656,0.5656,0.5656,0.604,0.5041,0.6071,0.545,0.5656,0.5656,0.6071,0.6071,0.5395,0.51,0.5656,0.525,0.55,0.649,0.535,0.518,0.573,0.56,0.649,0.649,0.494,0.39,0.52,0.335,0.5771,0.5656,0.6,0.525,0.535,0.5656,0.5656,0.6219,0.5596,0.5656,0.5656,0.5656,0.528,0.584,0.5656,0.5909,0.5656,0.5656,0,0,0,0,0.5695,0.55,0.5656,0.5656,0.5106,0.5656,0.5656,0.5559,0.525,0.5656,0.5656,0.5656,0.515,0.5656,0.5656,0.5656,0.5656,0.565,0.565,0.54,0.5656,0.5656,0.5656,0.5656,0.665,0.665,0.585,0.51,0.5656,0.5656,0.5656,0.5656,0.52,0.5457,0.571,0.5656,0.5457,0.5656,0.5656,0.5656,0.575,0.48,0.529,0,0.515,0.5457,0.5656,0.6028,0.6028,0.5656,0.5656,0.5656,0.5656,0.6,0.567,0.5175,0.5,0.565,0.525,0.6325,0.6015,0.5717,0.55,0.5656,0.5656,0.63,0.5656,0.595,0.635,0.635,0.5763,0.5656,0.5656,0.5656,0.6,0.516,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.625,0.625,0.5656,0.5656,0.5789,0.5789,0.564,0.564,0.5789,0.5656,0.5656,0.4936,0.5205,0.5656,0.5656,0.5656,0.5656,0.5656,0.5656,0.543,0.5656,0.5656,0.5656,0.5656,0.56,0.5656,0.5135,0.5656,0.52
SS E,,N/A,0.045000,0.045000,0.045000,0.090000,0.045000,0.045000,0.160000,0.175000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.108000,0.045000,0.045000,0.045000,0.045000,0.239000,0.045000,0.045000,0.090000,0.045000,0.050000,0.045000,0.045000,0.045000,0.045000,0.045000,0.060000,0.060000,0.045000,0.030000,0.045000,0.055000,0.055000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.055000,0.120000,0.045000,0.150000,0.045000,0.045000,0.120000,0.045000,0.065000,0.045000,0.045000,0.045000,0.085000,0.075000,0.065000,0.025000,0.045000,0.045000,0.045000,0.070000,0.090000,0.045000,0.045000,0.045000,0.130000,0.045000,0.045000,0.045000,0.045000,0.055000,0.055000,0.070000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.020000,0.025000,0.023000,0.120000,0.165000,0.011000,0.045000,0.120000,0.140000,0.023000,0.025000,0.045000,0.045000,0.045000,0.045000,0.045000,0.025000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.090000,0.025000,0.025000,0.025000,0.025000,0.150000,0.045000,0.115000,0.025000,0.045000,0.025000,0.045000,0.055000,0.045000,0.045000,0.150000,0.035000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.035000,0.034190,0.055000,0.075000,0.045000,0.090000,0.045000,0.120000,0.165000,0.045000,0.100000,0.045000,0.063000,0.045000,0.045000,0.100000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.035000,0.045000,0.045000,0.045000,0.045000,0.060000,0.185000,0.045000,0.025000,0.020000,0.045000,0.045000,0.100000,0.035000,0.110000,0.110000,0.035000,0.035000,0.110000,0.045000,0.045000,0.062000,0.045000,0.070000,0.045000,0.045000,0.045000,0.045000,0.045000,0.045000,0.200000,0.045000,0.200000,0.045000,0.115000,0.060000,0.050000,0.045000,0.052000
ST Angle,,N/A,1.291540,1.291544,1.291544,1.291544,1.291544,1.300270,1.308997,1.291544,1.308997,1.291544,1.291544,1.308997,1.291544,1.291544,1.256637,1.291544,1.291544,1.291544,1.291544,1.282817,1.291544,1.291544,1.291544,1.291544,1.308997,1.221730,1.221730,1.291544,1.221730,1.274090,1.274090,1.291544,1.291544,1.291544,1.307279,1.274090,1.274090,1.291544,1.291544,1.326450,1.247910,1.291544,1.291544,1.291544,1.265364,1.291544,1.274090,1.300270,1.291544,1.291544,1.274090,1.274090,1.265364,1.291544,1.291544,1.291544,1.291544,1.287180,1.291544,1.308997,1.256637,1.282817,1.287180,1.287180,1.282817,1.308997,1.308997,1.291544,1.291544,1.239184,1.343904,1.291544,1.291544,1.282817,1.291544,1.274090,1.288053,1.274090,1.274090,1.274090,1.291544,1.277581,1.274090,1.274090,1.221730,1.282817,1.274090,1.274090,1.274090,1.274090,1.291544,1.303185,1.291544,1.317724,1.291544,1.151917,1.274090,1.291544,1.326450,1.169371,1.291544,1.282817,1.291544,1.265364,1.151917,1.325090,1.274090,1.256637,1.256637,1.291544,1.151917,1.256637,1.282817,1.282817,1.291544,1.291544,1.282817,1.291544,1.282817,1.282817,1.282817,1.282817,1.291544,1.274090,1.291544,1.282817,1.274090,1.282817,1.291544,1.204277,1.256637,1.300270,1.308997,1.274090,1.286308,1.274090,1.291544,1.282817,1.282817,1.317724,1.274090,1.343904,1.274090,1.265375,1.282817,1.308997,1.274090,1.291544,1.326450,1.265364,1.274090,1.274090,1.291544,1.291544,1.291544,1.291544,1.291544,1.265364,1.265364,1.265364,1.308997,1.303017,1.300270,1.265364,1.323999,1.291544,1.317724,1.274090,1.291544,1.291544,1.274090,1.272111,1.282817,1.282817,1.291544,1.239184,1.282817,1.282817,1.278454,1.278454,1.282817,1.291544,1.291544,1.300270,1.300270,1.291544,1.282817,1.282817,1.282817,1.282817,1.282817,1.274090,1.291544,1.291544,1.291544,1.282817,1.282817,1.274090,1.326450,1.265364,1.291544
BB OD,,m,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.04,0.05,0.04,0.042,0.046,0.04,0.04,0.04,0.04,0.04,0.046,0.04,0.04,0.04,0.041,0.046,0.046,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.04,0.0381,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.045,0.04,0.04,0.05,0.04,0.0364,0.04,0.04,0.04,0.04,0.04,0.04,0.038,0.04,0.04,0.04,0.04,0.0348,0.04,0.04,0.04,0.04,0.04,0.04,0.0348,0.0348,0.0348,0.0348,0.04,0.04,0.04,0.0348,0.04,0.0348,0.04,0.052,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0494,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0508,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.044,0.044,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04
TT OD,,m,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0268,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0322,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03175,0.0286,0.02755,0.02755,0.0286,0.0286,0.0286,0.0286,0.02755,0.0273,0.0286,0.0304,0.0286,0.0286,0.0286,0.0286,0.02755,0.03255,0.0286,0.0286,0.0286,0.03405,0.03405,0.0286,0.0286,0.0286,0.0286,0.0286,0.03405,0.0286,0.0286,0.0286,0.0375,0.03405,0.03405,0.0286,0.0286,0.0286,0.0286,0.0286,0.027,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0302,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.02948,0.0286,0.0439,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.02395,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.026,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0319,0.0286,0.0286,0.0286,0.0286,0.0286,0.02886,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.03085,0.0286,0.0286,0.0286,0.0286,0.0286,0.031,0.0286,0.0286,0.03545,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0254,0.0286,0.0286,0.0286,0.0286,0.0268,0.0268,0.0263,0.0263,0.0268,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286,0.0286
HT OD,,m,0.0413,0.045,0.045,0.055,0.045,0.036,0.036,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.038,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.055,0.045,0.0365,0.045,0.045,0.045,0.045,0.045,0.0413,0.0413,0.045,0.036,0.045,0.045,0.0365,0.045,0.045,0.0318,0.045,0.045,0.0286,0.05,0.0413,0.0413,0.0413,0.038,0.0413,0.045,0.045,0.034,0.0413,0.045,0.045,0.045,0.054,0.0413,0.0413,0.0317,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.044,0.036,0.045,0.045,0.0563,0.0563,0.0563,0.045,0.036,0.045,0.036,0.045,0.0364,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0413,0.0334,0.032,0.05,0.045,0.0334,0.045,0.032,0.045,0.032,0.0334,0.0413,0.033,0.045,0.045,0.045,0.0334,0.0318,0.045,0.045,0.036,0.036,0.045,0.045,0.033,0.033,0.033,0.033,0.045,0.045,0.044,0.033,0.045,0.033,0.045,0.05,0.045,0.045,0.062,0.0318,0.045,0.045,0.045,0.04,0.04,0.045,0.036,0.0317,0.036,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0324,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.031,0.044,0.036,0.045,0.05,0.045,0.045,0.04,0.045,0.045,0.0324,0.0318,0.045,0.045,0.045,0.045,0.05,0.05,0.06,0.06,0.05,0.045,0.045,0.0413,0.045,0.036,0.045,0.045,0.045,0.038,0.038,0.044,0.05,0.045,0.05,0.038,0.055,0.045,0.045,0.04,0.045
DT OD,,m,0.0365,0.0365,0.0365,0.0365,0.04188,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03825,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.047,0.0365,0.0365,0.0365,0.0365,0.03183,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.035,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03898,0.0365,0.0365,0.0365,0.04148,0.04148,0.0425,0.0365,0.0365,0.0365,0.0365,0.04148,0.0365,0.0365,0.0365,0.05525,0.04148,0.04148,0.0365,0.0365,0.0365,0.0365,0.0365,0.0202,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0385,0.0365,0.0365,0.0365,0.04703,0.0365,0.03322,0.0353,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.035,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04048,0.0365,0.0365,0.0365,0.0365,0.0365,0.031,0.0365,0.0365,0.0365,0.0365,0.04303,0.0365,0.0365,0.0365,0.0365,0.03835,0.0365,0.0365,0.044,0.0365,0.03678,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04325,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.03703,0.0365,0.04325,0.04325,0.04325,0.04325,0.04325,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.0365,0.04125,0.0365,0.0365,0.0365
