,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
0,0,0,Aluminum,0.4102732899861951,-0.07388948942737442,0.5457226549718254,0.05864468905068052,71.86104164151317,0.03968708172191929,0.029217660476929173,0.045815014333864146,0.045220800896142506,0.022769661765984165,0.023734514011678275,0.029325735422233903,0.014783413557346359,0.04722481750335664,0.058765302190485945,0.027785989282607896,68.67811503516305,0.1109286056791345,0.08482701477878107,0.07338435685048719,0.1346028878043124,0.015183517977858331,0.0173984298223574,0.3310652329170494,0.30057840951986803,0.008512137039923524,0.0007318228725056745,0.000994436788883486,0.0043495774661979954,0.0031685103378566275,0.003122087797389498,0.001649468972200932,0.005632259656638628,0.6576599569603131
1,1,1,Titanium,0.4800750168407074,0.06509787850178154,0.5195015924703178,0.04503044185384257,73.31082364154862,0.040320455972128084,0.026485316954801347,0.0327543143458687,0.0370061214453696,0.021563225515402046,0.012245681270124617,0.02723220053082042,0.014419256199732777,0.041394634729324455,0.009810272228265115,0.025706617942986114,74.23442868833159,0.10052388356172207,0.48867782475312993,0.06866659407850717,0.1302662312066217,0.015158211330208886,0.017046411153373398,0.33062873944594756,0.3497090730646996,0.008318822114172938,0.0007805386952542753,0.00853490381620074,0.0076820717595687035,0.00404405187046266,0.002950481409363527,0.0024432068793566477,0.0061109693589043775,0.6603810296873422
2,0,0,Steel,0.44066774965316136,0.041270414086480064,0.566278615341777,0.04808832578891432,71.90458195800255,0.03962061947498795,0.029463704318495,0.044187524766049716,0.036339398818851745,0.024317859740112302,0.020455157769386934,0.03155930384636881,0.014933264035816128,0.04718044814532779,0.04442688878028321,0.04280462133519656,68.52384516110587,0.14995651633228854,0.5522457132731068,0.0674755088515392,0.14116239753195267,0.015962316952251598,0.01790857206743625,0.3301458915949613,0.3507530488669161,0.008103663126905573,0.00045434654179438063,0.00038423148275085737,0.0036548725687778347,0.006001472340440176,0.0024570445356389176,9.887369506913872e-07,0.003113245000941273,0.7739133512926704
3,0,0,Steel,0.4080225041040416,-0.01411513910975742,0.5649910977235048,0.043257489996208126,74.67587072259721,0.03921436375772611,0.026833234081015955,0.04308003568427481,0.036214500099920346,0.022611790640882718,0.012683323312982227,0.028886822631892274,0.014852633160493098,0.041688761592218807,0.01344465226990452,0.024323429226444607,72.33211504971203,0.13958761774477,0.48302783009055655,0.06755584548614918,0.12964821735622564,0.015754301234804525,0.017142733449357683,0.32981397701954407,0.3003778928606355,0.009056976321859487,0.0022192610529547397,-0.000588973629731484,0.0036007136535035587,0.0039041626534121717,0.004731312433575075,0.001804714484424027,0.003782169196804029,0.6830093096867865
4,0,0,Steel,0.40213376755899655,0.06034379330784622,0.5656355387227823,0.04585664721819055,74.12792449023021,0.03970186010237492,0.028310067078389217,0.044384924660191075,0.03602059864081002,0.023896165242847812,0.013784931882090014,0.02723538677732217,0.014917056956344583,0.04797489612792737,0.03309677755218945,0.029758126195718222,72.45248939239701,0.11378975481230191,0.5272941000588494,0.06771991559080237,0.12973488848652143,0.015451665472095323,0.01680221410695202,0.3302817306989615,0.3001917175763045,0.008443976876427289,0.0018334422302002172,0.007739654531061394,0.00260343000657843,0.002722055192646506,0.0014642914381305515,0.002919300715031094,0.0034213467233151474,0.6635274851630967
5,0,0,Steel,0.37712322410543053,0.015679336628627756,0.5658110701289677,0.09019370745678706,74.26820693517406,0.04005000223226221,0.029310966054165152,0.045044924849167674,0.03689971621175121,0.01728094978617002,0.012835979182816253,0.028414586333354266,0.014935979929729145,0.044319472315868844,0.04671357736182373,0.03366823179807771,73.35300237097684,0.10880000719410782,0.5617365754418806,0.06758665916961706,0.11891946466952924,0.01611218208276425,0.017633999352286142,0.32954121237479206,0.3502837202306238,0.008855792411287467,0.0035601156811615187,0.005150645926921924,0.0023440261354163534,0.003297450186187251,0.0013163861784583654,0.004825712015713197,0.0021256240029368092,0.5944361307157937
6,0,0,Titanium,0.5058866494259678,0.0681863726111531,0.5660998879897049,0.04545973718253592,72.11275601541386,0.04013805209308708,0.03281256197382352,0.044239223396257646,0.036257261782125585,0.021839030922143926,0.01339267564835377,0.028496867443883758,0.014148656624328928,0.05000646389517803,0.02611873503134051,0.026703889740711535,69.66450205745952,0.11038392411427858,0.4182310176269822,0.06883314448711025,0.12977621861944,0.015854564280892127,0.017389292732032113,0.3309992853921951,0.29964812960760845,0.00860940093905262,-0.00011545568874728575,0.003925829319011878,0.0026099861463063775,0.002721361061511945,0.0010439148149039173,0.0023661761333893454,0.0018242453060067093,0.6369368434277723
7,0,0,Steel,0.4325523810331649,0.05792003227837591,0.5669189596270139,0.04675587946663754,73.04399488763927,0.04104667676484874,0.027449091101604706,0.04383086413668598,0.035750353409581784,0.024030398588132135,0.01514590731973271,0.02934725641027445,0.015896226252864427,0.048588299457450676,0.04921357092905915,0.03371844531907586,72.25391096725173,0.15404872487465474,0.6087009481840506,0.06776104056596911,0.13444044844258532,0.015595412771467565,0.01844578388051235,0.32994677326937033,0.2992834424328516,0.00951841452285398,0.0010024459163344747,0.0006843568394419659,0.0019474005964984864,0.010052122196029963,0.004427609891745234,0.0008239244379239423,0.0026254984518714287,0.7161830159273339
8,1,1,Steel,0.41037215495203894,-0.002747447064431051,0.5657371868681245,0.044720023094387495,70.78404857266041,0.040910302664190906,0.028558403444844963,0.044404981798432955,0.04694263594648375,0.0228292925156687,0.013139278484957013,0.029431657224376503,0.014729567920622298,0.047587750858578956,0.052353282359398054,0.02972722245481505,69.74606862988529,0.09843759674976837,0.39978913570966923,0.06827498022009414,0.12974393537634454,0.015605519733634162,0.017885471274785455,0.33043463972702203,0.2999826947345127,0.00930933370611361,0.002028399841928518,0.0013316082608166076,0.003059953709283447,0.00490678924996594,0.0051989099591439976,0.001678686671279726,0.00421848072034987,0.665164093991053
9,0,0,Steel,0.42020167453125845,0.06646242141732167,0.5661496892797107,0.04474914461714906,73.34549690750146,0.0401075862131322,0.029388446535043338,0.046207302480909526,0.028387759895263587,0.02237580259204885,0.013614988959133684,0.029779312723641087,0.015153283084056798,0.036445720551921953,0.02983269624368661,0.02861671140720393,72.07661054567257,0.16573467060682429,0.4144150831373725,0.06790124067879925,0.1296105162076266,0.01536854786500246,0.018034878525043506,0.3304634694358104,0.2999232507474399,0.008496942622651382,0.003099677030518617,0.003874847057020955,0.0023446768097481942,0.004456696739478074,0.004865378086156321,0.0024856897339770923,0.003178791370917598,0.6721235586658513
