,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
0,1,0,Steel,0.4339559002114194,0.06574219946587809,0.5656602103412047,0.038586519587694296,73.8907631716908,0.039938178779733186,0.026004341050242213,0.03333410157355537,0.03651427565518559,0.02209383157404241,0.012605978742284318,0.031151621438347665,0.015057973133277492,0.04357340538801096,0.024645977293236136,0.03373598125600232,72.87286289964169,0.14341229856290522,0.5960346309289739,0.06802390890796439,0.12998862585602408,0.015981259557870345,0.017738694165571525,0.3299772486926171,0.30004010295530037,0.00899327993195086,0.002785435744205519,0.0008331668928547912,-0.0007745411044771211,0.001890157048725561,-0.0005819594503077168,0.0012730330405345308,0.0028742480369632005,0.6562882875728758
1,1,1,Aluminum,0.37322912733733665,0.050939505142286505,0.5654760370846366,0.043780753112335445,74.0396295789828,0.04006676769982314,0.033401251713881065,0.04625245304365207,0.0363315332564204,0.025518739742222067,0.014398563761789954,0.03132349539965699,0.01497622686062494,0.049405124177541136,0.04936045878529091,0.029737407686229785,72.98542398406259,0.14513326613263014,0.5989649356003399,0.06801990041422648,0.12008832815719223,0.01604188046152015,0.0180364213457964,0.33001819680318345,0.2999903260075012,0.008981580524601221,0.001188033862190451,0.0027394126320375405,0.0019873341974474597,0.0038967022477578847,0.0010054586917138408,0.0013925996866875727,0.0014895049247178472,0.6261075604762812
2,0,0,Titanium,0.4069281782827512,0.07449398680216461,0.5656317214614552,0.010444144703798987,74.10177028836503,0.04005078830541076,0.055127830804915186,0.049670784783647184,0.11348883211898544,0.05569789103043503,0.019704980549042832,0.07060662001486612,0.014964717446848498,0.05509135877472765,0.014962166432238085,0.03665457462149876,73.10686574448091,0.1504556618515068,0.5880012437549768,0.0679694990264546,0.13001640020447397,0.015841473134448017,0.01774448264325662,0.3299582598773601,0.2999428599242633,0.009133836184132051,0.0015372342507224512,-0.000708145935249968,0.0001305592752334499,0.003457220333631279,0.0018348400450450071,0.0030586053307276283,0.0023527695014059677,0.6396788276026261
3,0,0,Titanium,0.405862390975146,0.07121880193802334,0.5659857747680492,0.1255970362693755,74.01683712124421,0.03984318677342423,0.03581836076321011,0.05326204448256833,0.0508934376920107,0.026603697475784907,0.011868767163596102,0.03447522874947189,0.015487560421835436,0.05299280755897312,0.09296041342923408,0.036859855121590124,74.25963815955551,0.16088496820713583,0.656467331214819,0.06798942737546734,0.13001326917963915,0.015901718767757797,0.017850532888205074,0.33001380483355464,0.35001219279955187,0.009157664235439022,0.0017782696946198279,0.0009438384924156374,0.0038491632231265763,0.0023228599219917486,0.003347263687722104,0.0017411310247073633,0.0016087545008832322,0.6622177895390394
4,1,0,Aluminum,0.4060273618011848,0.0676216879320761,0.5597552961662575,0.04472845680899628,74.20421339413998,0.0399784387033553,0.02868660681682023,0.04496855091027365,0.03739873712126934,0.024063160653053996,0.01714474249847084,0.0312636155539553,0.015015291553263237,0.04629836079894873,0.03754429885823886,0.027256027305151687,73.75593688420764,0.14602527720281494,0.5239430463157975,0.06798843310532297,0.13007683033171116,0.01604376120165941,0.017774552029108243,0.33005994406181116,0.3499739964223553,0.009012058782179656,0.0021270837819567794,0.0013156305365398212,0.0007704910200669189,-0.001154693109245107,0.00044268479554673184,0.0011306736796737455,0.0029869874164032435,0.6382170296158503
5,0,0,Steel,0.5914087198925888,-0.009958121359061328,0.5655748562601338,0.2460797146579471,49.80153685536059,0.04007598440141479,0.02984737284945382,0.04482349544320623,0.037364934307680245,0.023425034138990115,0.01803215324025783,0.03176358564150829,0.01494929748868613,0.038519566739263225,0.11558534316183172,0.03629754545063071,33.179645932576065,0.12347440546698715,0.5035048065298622,0.06803364869352092,0.1299968076841202,0.015799836485149373,0.01779928469224353,0.3300387304456468,0.35001087373544654,0.009093145158325891,0.004933883156460664,0.0010901864210267303,0.0013754104667673115,0.0017848628899496755,0.0015047122637597485,0.0017955141718196527,0.002298814048003067,0.6378355188288188
6,0,0,Titanium,0.40123484201628906,0.0706932287377289,0.5657003397119944,0.04473323091601018,73.92475778975255,0.03997748453624649,0.029131812606144943,0.04438943197904439,0.04362119963291578,0.02179641992226279,0.01693957716884751,0.03055039215714663,0.015043401308175365,0.048491677263930645,0.04582274425167849,0.031297152892220105,70.82700198766632,0.13071391652153494,0.49601410262716106,0.06797090329947887,0.1300395602437406,0.015875011146252203,0.017751073461457524,0.3299662034192496,0.3499733906275746,0.008926945667930935,0.0007018490977451777,0.0007431318002806804,-0.0002754375252745308,0.0034644319601657195,0.0017838733434736897,0.000761370548136537,0.002421643911467821,0.6454010093042258
7,0,0,Titanium,0.4467250973275549,0.07141628841791738,0.56570119436282,0.04299918660345057,86.76067818193206,0.039196812024530486,0.028455280178848755,0.03930174284734344,0.035194690698810274,0.021245412255539244,0.012050999062109194,0.03114929730982428,0.014997939922961825,0.052368080082058184,0.04693326376425681,0.03837300460209985,72.75372851695089,0.27659261359896015,0.5900221500720984,0.0680260555371475,0.13003522680319607,0.015788682017680886,0.01772311177196773,0.3300095787132021,0.2999442141244588,0.008045344753275698,0.006282937876976988,0.001238871841777834,0.0037792861979550987,0.0006258132845579347,0.0005743423165246494,0.002399068699450117,0.0010189089361837484,0.667818517024172
8,0,0,Steel,0.37687796885244645,0.008569346870004787,0.5655607485503301,0.04629023014952968,71.09324132979583,0.039965292343560256,0.0286869162818511,0.044149737197228096,0.034895241177731864,0.021312970344395624,0.013387439247367176,0.03399517363713293,0.014884615766573751,0.04534558017239504,0.05418666376026657,0.032151006774116676,69.813436222568,0.11230688946274278,0.28754369229856197,0.06796838373911913,0.11106831973207465,0.01586718477878713,0.017769171543483286,0.3300516290088426,0.30006672672146145,0.009121210694348784,0.0010316213928852978,0.002849838354401006,0.0026449865923563426,0.0025134966504537395,0.00045625864637354927,9.306619774232658e-05,0.0024859277952223504,0.6119116313327098
9,1,0,Steel,0.43982157022641066,0.06910903761570074,0.5880326630997819,0.04614153045140425,73.0989676974458,0.04002440172972931,0.0286206700801715,0.04561377806033255,0.03687339013733693,0.022584964658603674,0.012932671804103391,0.031218021427371005,0.014969709190362768,0.0529964073516175,0.050420743388619155,0.02954195157384684,70.7765579410945,0.12171143081776156,0.5041758993436818,0.06804374297473097,0.13506932216597597,0.015935448495366454,0.01780630280179061,0.32994914211185306,0.34993793532666795,0.009155035653835386,0.0018001382579510426,0.0019256060797727943,0.000548222899966542,0.002159736976438589,0.0026529025234631335,0.0004819696319870385,0.00488583073039483,0.6930935987983526
